trait1,trait2,generalSWL,generalSum,generalPval,t2dSWL,t2dSum,t2dPval,nervousSWL,nervousSum,nervousPval
Breast cancer,Breast cancer,71.198755348761,126.889998509449,0,77.220560835573,131.36412620218,0,36.892905494593,57.528183229065,0
Breast cancer,Breast cancer,79.903580662938,126.889998509449,0,86.987112937367,131.36412620218,0,38.179711438803,57.528183229065,0
Breast cancer,Asthma,74.860747318773,292.599771699233,0,92.433495004545,291.690020432407,0,50.048154145152,172.413074249377,0
Breast cancer,Asthma,82.077845593548,292.599771699233,0,93.049588784394,291.690020432407,0,37.410879784349,172.413074249377,0
Breast cancer,Asthma,87.590802128044,292.599771699233,0,95.661883490483,291.690020432407,0,36.164242976677,172.413074249377,0
Breast cancer,Asthma,65.800642383472,292.599771699233,0,98.165235054731,291.690020432407,0,39.598955942258,172.413074249377,0
Breast cancer,Asthma,93.509372752171,292.599771699233,0,88.877671331602,291.690020432407,0,36.754401327448,172.413074249377,0
Breast cancer,Asthma,83.101241733504,292.599771699233,0,92.109470622141,291.690020432407,0,44.973521337448,172.413074249377,0
Breast cancer,Asthma,85.397379334377,292.599771699233,0,82.9694188852,291.690020432407,0,37.161884355565,172.413074249377,0
Breast cancer,Asthma,74.075357333412,292.599771699233,0,95.148103378798,291.690020432407,0,38.927206564777,172.413074249377,0
Breast cancer,Asthma,77.006152452643,292.599771699233,0,98.253350155375,291.690020432407,0,39.685382774629,172.413074249377,0
Breast cancer,Asthma,70.534195151219,292.599771699233,0,75.792104800704,291.690020432407,0,45.705658845641,172.413074249377,0
Breast cancer,Asthma,76.194595340266,292.599771699233,0,102.405538237958,291.690020432407,0,36.247670193243,172.413074249377,0
Breast cancer,Asthma,80.865092976292,292.599771699233,0,85.875283777147,291.690020432407,0,34.410044120675,172.413074249377,0
Breast cancer,Asthma,77.535331180901,292.599771699233,0,92.601503259904,291.690020432407,0,42.498224436326,172.413074249377,0
Breast cancer,Asthma,56.441376249644,292.599771699233,0,97.670103590936,291.690020432407,0,46.848422003752,172.413074249377,0
Breast cancer,Asthma,77.412717378807,292.599771699233,0,91.905707387322,291.690020432407,0,29.24287223161,172.413074249377,0
Breast cancer,Asthma,71.913039078149,292.599771699233,0,100.607412504327,291.690020432407,0,44.933456006312,172.413074249377,0
Breast cancer,Asthma,83.895619809823,292.599771699233,0,80.38249275567,291.690020432407,0,31.780544814648,172.413074249377,0
Breast cancer,Asthma,75.718881335882,292.599771699233,0,81.763521893175,291.690020432407,0,37.326453102814,172.413074249377,0
Breast cancer,Asthma,67.126601773156,292.599771699233,0,86.302275409118,291.690020432407,0,46.510280613389,172.413074249377,0
Breast cancer,Asthma,67.979943821336,292.599771699233,0,91.809324467289,291.690020432407,0,37.719816077845,172.413074249377,0
Breast cancer,Asthma,81.929784637653,292.599771699233,0,89.766253500578,291.690020432407,0,41.962991340345,172.413074249377,0
Breast cancer,Asthma,71.934932159881,292.599771699233,0,89.313858524705,291.690020432407,0,38.181771004049,172.413074249377,0
Breast cancer,Asthma,75.552010852316,292.599771699233,0,87.534533552534,291.690020432407,0,48.207926637143,172.413074249377,0
Breast cancer,Asthma,82.148670351465,292.599771699233,0,80.873163811214,291.690020432407,0,37.266261395513,172.413074249377,0
Breast cancer,Asthma,61.903088792823,292.599771699233,0,91.156436106742,291.690020432407,0,36.217645022211,172.413074249377,0
Breast cancer,Asthma,79.931229455792,292.599771699233,0,103.723195218008,291.690020432407,0,39.365251416436,172.413074249377,0
Breast cancer,Asthma,77.900556774914,292.599771699233,0,75.106525916386,291.690020432407,0,52.864031407766,172.413074249377,0
Breast cancer,Asthma,83.45241743063,292.599771699233,0,92.531805151897,291.690020432407,0,32.978292188574,172.413074249377,0
Breast cancer,Asthma,72.663959458674,292.599771699233,0,104.301726508521,291.690020432407,0,42.280561593184,172.413074249377,0
Breast cancer,Asthma,80.24366709142,292.599771699233,0,104.261720209622,291.690020432407,0,38.658190541465,172.413074249377,0
Breast cancer,Asthma,91.07442896605,292.599771699233,0,76.877141919704,291.690020432407,0,32.407304361326,172.413074249377,0
Breast cancer,Asthma,70.583556754973,292.599771699233,0,91.42544849036,291.690020432407,0,37.629119856049,172.413074249377,0
Breast cancer,Asthma,82.255702583978,292.599771699233,0,83.270753876983,291.690020432407,0,39.667785547265,172.413074249377,0
Breast cancer,Asthma,80.200221467447,292.599771699233,0,70.170549674018,291.690020432407,0,44.627349870551,172.413074249377,0
Breast cancer,Asthma,72.838086556726,292.599771699233,0,78.855157975727,291.690020432407,0,33.077040072897,172.413074249377,0
Breast cancer,Asthma,77.067067821664,292.599771699233,0,96.445409518555,291.690020432407,0,34.959341264266,172.413074249377,0
Breast cancer,Asthma,80.416155631519,292.599771699233,0,91.671232352204,291.690020432407,0,35.663641925034,172.413074249377,0
Breast cancer,Asthma,82.917540424029,292.599771699233,0,78.190861212312,291.690020432407,0,46.480288734517,172.413074249377,0
Breast cancer,Asthma,72.697160981454,292.599771699233,0,106.141431392386,291.690020432407,0,32.934795750733,172.413074249377,0
Breast cancer,Asthma,76.63541021949,292.599771699233,0,89.083834822362,291.690020432407,0,32.542843284678,172.413074249377,0
Breast cancer,Asthma,83.583589609886,292.599771699233,0,81.919265503901,291.690020432407,0,42.98999747903,172.413074249377,0
Breast cancer,Asthma,68.178549019098,292.599771699233,0,93.07487559337,291.690020432407,0,43.553602588828,172.413074249377,0
Breast cancer,Asthma,69.511654835938,292.599771699233,0,90.457799579072,291.690020432407,0,35.940065364672,172.413074249377,0
Breast cancer,Asthma,77.747590015723,292.599771699233,0,92.608390088176,291.690020432407,0,40.357297516023,172.413074249377,0
Breast cancer,Asthma,81.18090400561,292.599771699233,0,98.937583280878,291.690020432407,0,46.344905185069,172.413074249377,0
Breast cancer,Asthma,82.841832714678,292.599771699233,0,87.051631792414,291.690020432407,0,43.440613138669,172.413074249377,0
Breast cancer,Asthma,79.836377132184,292.599771699233,0,97.754626943254,291.690020432407,0,46.674555308759,172.413074249377,0
Breast cancer,Asthma,83.621990058251,292.599771699233,0,89.066332167261,291.690020432407,0,40.329165110513,172.413074249377,0
Breast cancer,Asthma,66.582823505454,292.599771699233,0,85.894316253084,291.690020432407,0,38.945712069089,172.413074249377,0
Breast cancer,Asthma,70.374275151806,292.599771699233,0,90.426447683419,291.690020432407,0,42.112978900907,172.413074249377,0
Breast cancer,Asthma,67.793041018433,292.599771699233,0,96.969071458515,291.690020432407,0,39.959699828114,172.413074249377,0
Breast cancer,Asthma,79.574457724049,292.599771699233,0,73.841886360734,291.690020432407,0,37.321370693347,172.413074249377,0
Breast cancer,Asthma,84.985317551753,292.599771699233,0,71.371875800037,291.690020432407,0,42.642744676261,172.413074249377,0
Breast cancer,Asthma,73.06736395246,292.599771699233,0,90.896138405118,291.690020432407,0,40.322181359083,172.413074249377,0
Breast cancer,Asthma,73.269450009742,292.599771699233,0,94.225057753485,291.690020432407,0,37.09534103264,172.413074249377,0
Breast cancer,Asthma,72.295703625573,292.599771699233,0,91.972726301259,291.690020432407,0,36.214407687271,172.413074249377,0
Breast cancer,Asthma,69.419408262988,292.599771699233,0,85.632058919897,291.690020432407,0,41.959696603409,172.413074249377,0
Breast cancer,Asthma,94.763700435215,292.599771699233,0,89.627321332825,291.690020432407,0,44.499521941744,172.413074249377,0
Breast cancer,Asthma,83.710075264881,292.599771699233,0,85.367988338845,291.690020432407,0,34.728772763476,172.413074249377,0
Breast cancer,Asthma,77.492565382267,292.599771699233,0,94.779480084419,291.690020432407,0,37.003446866979,172.413074249377,0
Breast cancer,Asthma,79.532711581449,292.599771699233,0,91.251516128464,291.690020432407,0,40.188241770586,172.413074249377,0
Breast cancer,Asthma,94.064750172389,292.599771699233,0,96.422257037419,291.690020432407,0,36.47749364859,172.413074249377,0
Breast cancer,Asthma,78.153501942797,292.599771699233,0,110.794456859481,291.690020432407,0,42.283337511309,172.413074249377,0
Breast cancer,Asthma,94.959417550249,292.599771699233,0,92.829046314126,291.690020432407,0,34.307073401815,172.413074249377,0
Breast cancer,Asthma,74.337610590717,292.599771699233,0,92.722193334311,291.690020432407,0,31.786970798319,172.413074249377,0
Breast cancer,Asthma,87.248261819779,292.599771699233,0,83.956750480717,291.690020432407,0,27.005506944779,172.413074249377,0
Breast cancer,Asthma,86.849831997417,292.599771699233,0,83.947493770641,291.690020432407,0,42.845399665921,172.413074249377,0
Breast cancer,Asthma,77.867411740579,292.599771699233,0,89.981451253967,291.690020432407,0,34.401062527451,172.413074249377,0
Breast cancer,Asthma,72.177641412143,292.599771699233,0,85.760853998469,291.690020432407,0,42.712351036173,172.413074249377,0
Breast cancer,Asthma,71.587486563156,292.599771699233,0,86.270126594532,291.690020432407,0,41.366901478286,172.413074249377,0
Breast cancer,Asthma,78.074387818482,292.599771699233,0,78.834429312328,291.690020432407,0,46.881910229686,172.413074249377,0
Breast cancer,Asthma,82.001015608824,292.599771699233,0,90.965367516912,291.690020432407,0,35.444639122987,172.413074249377,0
Breast cancer,Asthma,74.56562781483,292.599771699233,0,92.788837050223,291.690020432407,0,37.511574023564,172.413074249377,0
Breast cancer,Asthma,80.225481001059,292.599771699233,0,80.152994436383,291.690020432407,0,43.76563393266,172.413074249377,0
Breast cancer,Asthma,79.819854210523,292.599771699233,0,78.243330274606,291.690020432407,0,38.842009565492,172.413074249377,0
Breast cancer,Asthma,74.207086343391,292.599771699233,0,91.313466598585,291.690020432407,0,41.892598064637,172.413074249377,0
Breast cancer,Asthma,78.285986339889,292.599771699233,0,87.485576891391,291.690020432407,0,37.136664290496,172.413074249377,0
Breast cancer,Asthma,68.818461848354,292.599771699233,0,110.623951279697,291.690020432407,0,37.974694951015,172.413074249377,0
Breast cancer,Asthma,77.822090991622,292.599771699233,0,88.549111557536,291.690020432407,0,37.342587056334,172.413074249377,0
Breast cancer,Asthma,77.9482079772,292.599771699233,0,88.511607912044,291.690020432407,0,40.552225714786,172.413074249377,0
Breast cancer,Asthma,90.105615562259,292.599771699233,0,104.479206801723,291.690020432407,0,34.278593684451,172.413074249377,0
Breast cancer,Asthma,76.261761130948,292.599771699233,0,80.006655900146,291.690020432407,0,41.145959609745,172.413074249377,0
Breast cancer,Asthma,88.101798719734,292.599771699233,0,81.48314539206,291.690020432407,0,44.23147302588,172.413074249377,0
Breast cancer,Asthma,69.659216247515,292.599771699233,0,88.907461238964,291.690020432407,0,32.442555741978,172.413074249377,0
Breast cancer,Asthma,79.804372543161,292.599771699233,0,96.473882526153,291.690020432407,0,35.390932122719,172.413074249377,0
Breast cancer,Asthma,54.957095254914,292.599771699233,0,86.980839521246,291.690020432407,0,45.244393182617,172.413074249377,0
Breast cancer,Asthma,71.286110891514,292.599771699233,0,70.251366118212,291.690020432407,0,36.609054399371,172.413074249377,0
Breast cancer,Asthma,88.794292808392,292.599771699233,0,81.968082450135,291.690020432407,0,36.544296720615,172.413074249377,0
Breast cancer,Asthma,89.512689062657,292.599771699233,0,98.420687144052,291.690020432407,0,36.024954121888,172.413074249377,0
Breast cancer,Asthma,82.002084084523,292.599771699233,0,97.154847769675,291.690020432407,0,39.546702402823,172.413074249377,0
Breast cancer,Asthma,79.775814674465,292.599771699233,0,75.723305258949,291.690020432407,0,45.083813459766,172.413074249377,0
Breast cancer,Asthma,75.249908538681,292.599771699233,0,85.472173457611,291.690020432407,0,39.231504425334,172.413074249377,0
Breast cancer,Asthma,75.829175228088,292.599771699233,0,87.963221105771,291.690020432407,0,33.646828471002,172.413074249377,0
Breast cancer,Asthma,76.702193073596,292.599771699233,0,74.405953688492,291.690020432407,0,44.986208192359,172.413074249377,0
Breast cancer,Asthma,81.955526450933,292.599771699233,0,103.344562863058,291.690020432407,0,30.961083200342,172.413074249377,0
Breast cancer,Asthma,93.318745170392,292.599771699233,0,86.672784257133,291.690020432407,0,37.232683546151,172.413074249377,0
Breast cancer,Asthma,81.918429533985,292.599771699233,0,98.040778470845,291.690020432407,0,45.789966694918,172.413074249377,0
Breast cancer,Asthma,79.074617526725,292.599771699233,0,90.488373902417,291.690020432407,0,35.808780504631,172.413074249377,0
Breast cancer,Asthma,74.875071969771,292.599771699233,0,81.041350286048,291.690020432407,0,41.03436429242,172.413074249377,0
Breast cancer,Asthma,87.111548589617,292.599771699233,0,86.021744659505,291.690020432407,0,46.305767031076,172.413074249377,0
Asthma,Asthma,828.046077214712,1400.08312353438,0,735.861728658105,1153.76884233058,0,440.169424371543,653.898715463685,0
Asthma,Asthma,871.631779696751,1400.08312353438,0,738.186835620494,1153.76884233058,0,440.557912518972,653.898715463685,0
Asthma,Asthma,865.043728363101,1400.08312353438,0,701.275733521169,1153.76884233058,0,434.590869530561,653.898715463685,0
Asthma,Asthma,824.869326517506,1400.08312353438,0,736.304839982851,1153.76884233058,0,425.866346770062,653.898715463685,0
Asthma,Asthma,869.619843001425,1400.08312353438,0,730.151893278728,1153.76884233058,0,450.624152780773,653.898715463685,0
Asthma,Asthma,886.443935111129,1400.08312353438,0,714.769510096926,1153.76884233058,0,451.201686993588,653.898715463685,0
Asthma,Asthma,814.937843769586,1400.08312353438,0,711.503563816904,1153.76884233058,0,446.252982468111,653.898715463685,0
Asthma,Asthma,851.701376634505,1400.08312353438,0,724.184636143722,1153.76884233058,0,439.834605861161,653.898715463685,0
Asthma,Asthma,864.792766075509,1400.08312353438,0,677.636373137682,1153.76884233058,0,426.86836550492,653.898715463685,0
Asthma,Asthma,864.564046449206,1400.08312353438,0,700.703112625486,1153.76884233058,0,443.267311039696,653.898715463685,0
Asthma,Asthma,831.24280700275,1400.08312353438,0,682.347055393329,1153.76884233058,0,450.795681533951,653.898715463685,0
Asthma,Asthma,824.636648624582,1400.08312353438,0,732.198809125348,1153.76884233058,0,435.179992633364,653.898715463685,0
Asthma,Asthma,902.060940620271,1400.08312353438,0,757.055990451606,1153.76884233058,0,456.72041768092,653.898715463685,0
Asthma,Asthma,883.211985402442,1400.08312353438,0,736.069320476704,1153.76884233058,0,481.37379272388,653.898715463685,0
Asthma,Asthma,839.584951443865,1400.08312353438,0,756.950096475314,1153.76884233058,0,445.29858595622,653.898715463685,0
Asthma,Asthma,871.81860731248,1400.08312353438,0,742.179636444482,1153.76884233058,0,436.796685053433,653.898715463685,0
Asthma,Asthma,828.629866758416,1400.08312353438,0,710.465672948252,1153.76884233058,0,440.264418095771,653.898715463685,0
Asthma,Asthma,847.543017755255,1400.08312353438,0,709.062122898192,1153.76884233058,0,448.713327721754,653.898715463685,0
Asthma,Asthma,827.166186519612,1400.08312353438,0,718.160242180131,1153.76884233058,0,443.764392483749,653.898715463685,0
Asthma,Asthma,874.760282674894,1400.08312353438,0,715.35688003286,1153.76884233058,0,438.588302422175,653.898715463685,0
Asthma,Asthma,860.693311049506,1400.08312353438,0,714.277876933554,1153.76884233058,0,433.017248715357,653.898715463685,0
Asthma,Asthma,829.886281601446,1400.08312353438,0,686.637206914878,1153.76884233058,0,408.181404035776,653.898715463685,0
Asthma,Asthma,841.438028682166,1400.08312353438,0,691.723258602119,1153.76884233058,0,452.835859771817,653.898715463685,0
Asthma,Asthma,871.671795429001,1400.08312353438,0,688.718715043933,1153.76884233058,0,432.16611877018,653.898715463685,0
Asthma,Asthma,871.558074278667,1400.08312353438,0,708.714758185354,1153.76884233058,0,436.199210031855,653.898715463685,0
Asthma,Asthma,843.24536381091,1400.08312353438,0,684.905934548751,1153.76884233058,0,444.250780252788,653.898715463685,0
Asthma,Asthma,849.85738678518,1400.08312353438,0,737.958972410558,1153.76884233058,0,433.301588295637,653.898715463685,0
