id,node,node.type,node.label,pln
n07074,KCTD13,1,GENE,Nervous
n07075,KCTD14,1,GENE,Nervous
n07076,KCTD15,1,GENE,Nervous
n07077,KCTD16,1,GENE,Nervous
n07078,KCTD17,1,GENE,Nervous
n07079,KCTD18,1,GENE,Nervous
n07080,KCTD19,1,GENE,Nervous
n07081,KCTD2,1,GENE,Nervous
n07082,KCTD20,1,GENE,Nervous
n07083,KCTD21,1,GENE,Nervous
n07084,KCTD3,1,GENE,Nervous
n07085,KCTD4,1,GENE,Nervous
n07086,KCTD5,1,GENE,Nervous
n07087,KCTD6,1,GENE,Nervous
n07088,KCTD7,1,GENE,Nervous
n07089,KCTD8,1,GENE,Nervous
n07090,KCTD9,1,GENE,Nervous
n07091,KDELR1,1,GENE,Nervous
n07092,KDELR2,1,GENE,Nervous
n07093,KDELR3,1,GENE,Nervous
n07094,KDF1,1,GENE,Nervous
n07095,KDM1A,1,GENE,Nervous
n07096,KDM1B,1,GENE,Nervous
n07097,KDM2A,1,GENE,Nervous
n07098,KDM2B,1,GENE,Nervous
n07099,KDM3A,1,GENE,Nervous
n07100,KDM3B,1,GENE,Nervous
n07101,KDM4A,1,GENE,Nervous
n07102,KDM4B,1,GENE,Nervous
n07103,KDM4C,1,GENE,Nervous
n07104,KDM4D,1,GENE,Nervous
n07105,KDM4E,1,GENE,Nervous
n07106,KDM5A,1,GENE,Nervous
n07107,KDM5B,1,GENE,Nervous
n07108,KDM6B,1,GENE,Nervous
n07109,KDM7A,1,GENE,Nervous
n07110,KDM8,1,GENE,Nervous
n07111,KDR,1,GENE,Nervous
n07112,KDSR,1,GENE,Nervous
n07113,KEAP1,1,GENE,Nervous
n07114,KEL,1,GENE,Nervous
n07115,KERA,1,GENE,Nervous
n07116,KHDC1,1,GENE,Nervous
n07117,KHDC3L,1,GENE,Nervous
n07118,KHDRBS1,1,GENE,Nervous
n07119,KHDRBS2,1,GENE,Nervous
n07120,KHDRBS3,1,GENE,Nervous
n07121,KHK,1,GENE,Nervous
n07122,KHNYN,1,GENE,Nervous
n07123,KHSRP,1,GENE,Nervous
n07124,KIAA0040,1,GENE,Nervous
n07125,KIAA0100,1,GENE,Nervous
n07126,KIAA0232,1,GENE,Nervous
n07127,KIAA0319,1,GENE,Nervous
n07128,KIAA0319L,1,GENE,Nervous
n07129,KIAA0355,1,GENE,Nervous
n07130,KIAA0391,1,GENE,Nervous
n07131,KIAA0408,1,GENE,Nervous
n07132,KIAA0513,1,GENE,Nervous
n07133,KIAA0556,1,GENE,Nervous
n07134,KIAA0586,1,GENE,Nervous
n07135,KIAA0753,1,GENE,Nervous
n07136,KIAA0825,1,GENE,Nervous
n07137,KIAA0895,1,GENE,Nervous
n07138,KIAA0895L,1,GENE,Nervous
n07139,KIAA0930,1,GENE,Nervous
n07140,KIAA1109,1,GENE,Nervous
n07141,KIAA1143,1,GENE,Nervous
n07142,KIAA1147,1,GENE,Nervous
n07143,KIAA1191,1,GENE,Nervous
n07144,KIAA1211,1,GENE,Nervous
n07145,KIAA1211L,1,GENE,Nervous
n07146,KIAA1217,1,GENE,Nervous
n07147,KIAA1324,1,GENE,Nervous
n07148,KIAA1324L,1,GENE,Nervous
n07149,KIAA1328,1,GENE,Nervous
n07150,KIAA1522,1,GENE,Nervous
n07151,KIAA1549,1,GENE,Nervous
n07152,KIAA1549L,1,GENE,Nervous
n07153,KIAA1586,1,GENE,Nervous
n07154,KIAA1614,1,GENE,Nervous
n07155,KIAA1671,1,GENE,Nervous
n07156,KIAA1755,1,GENE,Nervous
n07157,KIAA1841,1,GENE,Nervous
n07158,KIAA1958,1,GENE,Nervous
n07159,KIAA2013,1,GENE,Nervous
n07160,KIAA2026,1,GENE,Nervous
n07161,KIDINS220,1,GENE,Nervous
n07162,KIF11,1,GENE,Nervous
n07163,KIF12,1,GENE,Nervous
n07164,KIF13A,1,GENE,Nervous
n07165,KIF13B,1,GENE,Nervous
n07166,KIF14,1,GENE,Nervous
n07167,KIF15,1,GENE,Nervous
n07168,KIF16B,1,GENE,Nervous
n07169,KIF17,1,GENE,Nervous
n07170,KIF18A,1,GENE,Nervous
n07171,KIF18B,1,GENE,Nervous
n07172,KIF19,1,GENE,Nervous
n07173,KIF1A,1,GENE,Nervous
n07174,KIF1B,1,GENE,Nervous
n07175,KIF1BP,1,GENE,Nervous
n07176,KIF1C,1,GENE,Nervous
n07177,KIF20A,1,GENE,Nervous
n07178,KIF20B,1,GENE,Nervous
n07179,KIF21A,1,GENE,Nervous
n07180,KIF21B,1,GENE,Nervous
n07181,KIF22,1,GENE,Nervous
n07182,KIF24,1,GENE,Nervous
n07183,KIF25,1,GENE,Nervous
n07184,KIF26A,1,GENE,Nervous
n07185,KIF26B,1,GENE,Nervous
n07186,KIF27,1,GENE,Nervous
n07187,KIF2A,1,GENE,Nervous
n07188,KIF2B,1,GENE,Nervous
n07189,KIF2C,1,GENE,Nervous
n07190,KIF3A,1,GENE,Nervous
n07191,KIF3B,1,GENE,Nervous
n07192,KIF3C,1,GENE,Nervous
n07193,KIF4B,1,GENE,Nervous
n07194,KIF5A,1,GENE,Nervous
n07195,KIF5B,1,GENE,Nervous
n07196,KIF6,1,GENE,Nervous
n07197,KIF7,1,GENE,Nervous
n07198,KIF9,1,GENE,Nervous
n07199,KIFAP3,1,GENE,Nervous
n07200,KIFC1,1,GENE,Nervous
n07201,KIFC2,1,GENE,Nervous
n07202,KIFC3,1,GENE,Nervous
n07203,KIN,1,GENE,Nervous
n07204,KIR2DL1,1,GENE,Nervous
n07205,KIR2DL3,1,GENE,Nervous
n07206,KIR2DL4,1,GENE,Nervous
n07207,KIR3DL1,1,GENE,Nervous
n07208,KIR3DL2,1,GENE,Nervous
n07209,KIR3DL3,1,GENE,Nervous
n07210,KIRREL2,1,GENE,Nervous
n07211,KIRREL3,1,GENE,Nervous
n07212,KISS1,1,GENE,Nervous
n07213,KISS1R,1,GENE,Nervous
n07214,KIT,1,GENE,Nervous
n07215,KITLG,1,GENE,Nervous
n07216,KL,1,GENE,Nervous
n07217,KLB,1,GENE,Nervous
n07218,KLC1,1,GENE,Nervous
n07219,KLC2,1,GENE,Nervous
n07220,KLC3,1,GENE,Nervous
n07221,KLC4,1,GENE,Nervous
n07222,KLF1,1,GENE,Nervous
n07223,KLF10,1,GENE,Nervous
n07224,KLF11,1,GENE,Nervous
n07225,KLF12,1,GENE,Nervous
n07226,KLF13,1,GENE,Nervous
n07227,KLF15,1,GENE,Nervous
n07228,KLF16,1,GENE,Nervous
n07229,KLF17,1,GENE,Nervous
n07230,KLF2,1,GENE,Nervous
n07231,KLF3,1,GENE,Nervous
n07232,KLF4,1,GENE,Nervous
n07233,KLF5,1,GENE,Nervous
n07234,KLF6,1,GENE,Nervous
n07235,KLF7,1,GENE,Nervous
n07236,KLF9,1,GENE,Nervous
n07237,KLHDC1,1,GENE,Nervous
n07238,KLHDC10,1,GENE,Nervous
n07239,KLHDC2,1,GENE,Nervous
n07240,KLHDC3,1,GENE,Nervous
n07241,KLHDC4,1,GENE,Nervous
n07242,KLHDC7A,1,GENE,Nervous
n07243,KLHDC7B,1,GENE,Nervous
n07244,KLHDC8A,1,GENE,Nervous
n07245,KLHDC8B,1,GENE,Nervous
n07246,KLHDC9,1,GENE,Nervous
n07247,KLHL1,1,GENE,Nervous
n07248,KLHL10,1,GENE,Nervous
n07249,KLHL11,1,GENE,Nervous
n07250,KLHL12,1,GENE,Nervous
n07251,KLHL14,1,GENE,Nervous
n07252,KLHL17,1,GENE,Nervous
n07253,KLHL18,1,GENE,Nervous
n07254,KLHL2,1,GENE,Nervous
n07255,KLHL20,1,GENE,Nervous
n07256,KLHL21,1,GENE,Nervous
n07257,KLHL22,1,GENE,Nervous
n07258,KLHL23,1,GENE,Nervous
n07259,KLHL24,1,GENE,Nervous
n07260,KLHL25,1,GENE,Nervous
n07261,KLHL26,1,GENE,Nervous
n07262,KLHL28,1,GENE,Nervous
n07263,KLHL29,1,GENE,Nervous
n07264,KLHL3,1,GENE,Nervous
n07265,KLHL30,1,GENE,Nervous
n07266,KLHL31,1,GENE,Nervous
n07267,KLHL32,1,GENE,Nervous
n07268,KLHL33,1,GENE,Nervous
n07269,KLHL35,1,GENE,Nervous
n07270,KLHL36,1,GENE,Nervous
n07271,KLHL38,1,GENE,Nervous
n07272,KLHL40,1,GENE,Nervous
n07273,KLHL41,1,GENE,Nervous
n07274,KLHL42,1,GENE,Nervous
n07275,KLHL5,1,GENE,Nervous
n07276,KLHL6,1,GENE,Nervous
n07277,KLHL7,1,GENE,Nervous
n07278,KLHL8,1,GENE,Nervous
n07279,KLHL9,1,GENE,Nervous
n07280,KLK1,1,GENE,Nervous
n07281,KLK10,1,GENE,Nervous
n07282,KLK11,1,GENE,Nervous
n07283,KLK12,1,GENE,Nervous
n07284,KLK13,1,GENE,Nervous
n07285,KLK14,1,GENE,Nervous
n07286,KLK15,1,GENE,Nervous
n07287,KLK2,1,GENE,Nervous
n07288,KLK3,1,GENE,Nervous
n07289,KLK4,1,GENE,Nervous
n07290,KLK5,1,GENE,Nervous
n07291,KLK6,1,GENE,Nervous
n07292,KLK7,1,GENE,Nervous
n07293,KLK8,1,GENE,Nervous
n07294,KLK9,1,GENE,Nervous
n07295,KLKB1,1,GENE,Nervous
n07296,KLRB1,1,GENE,Nervous
n07297,KLRC1,1,GENE,Nervous
n07298,KLRC2,1,GENE,Nervous
n07299,KLRC3,1,GENE,Nervous
n07300,KLRC4,1,GENE,Nervous
n07301,KLRD1,1,GENE,Nervous
n07302,KLRF1,1,GENE,Nervous
n07303,KLRF2,1,GENE,Nervous
n07304,KLRG1,1,GENE,Nervous
n07305,KLRG2,1,GENE,Nervous
n07306,KLRK1,1,GENE,Nervous
n07307,KMO,1,GENE,Nervous
n07308,KMT2A,1,GENE,Nervous
n07309,KMT2C,1,GENE,Nervous
n07310,KMT2D,1,GENE,Nervous
n07311,KMT2E,1,GENE,Nervous
n07312,KNCN,1,GENE,Nervous
n07313,KNDC1,1,GENE,Nervous
n07314,KNG1,1,GENE,Nervous
n07315,KNOP1,1,GENE,Nervous
n07316,KNSTRN,1,GENE,Nervous
n07317,KNTC1,1,GENE,Nervous
n07318,KPNA1,1,GENE,Nervous
n07319,KPNA2,1,GENE,Nervous
n07320,KPNA3,1,GENE,Nervous
n07321,KPNA4,1,GENE,Nervous
n07322,KPNA5,1,GENE,Nervous
n07323,KPNA6,1,GENE,Nervous
n07324,KPNA7,1,GENE,Nervous
n07325,KPNB1,1,GENE,Nervous
n07326,KPRP,1,GENE,Nervous
n07327,KPTN,1,GENE,Nervous
n07328,KRAS,1,GENE,Nervous
n07329,KRBA1,1,GENE,Nervous
n07330,KRBA2,1,GENE,Nervous
n07331,KRBOX1,1,GENE,Nervous
n07332,KRCC1,1,GENE,Nervous
n07333,KREMEN1,1,GENE,Nervous
n07334,KREMEN2,1,GENE,Nervous
n07335,KRI1,1,GENE,Nervous
n07336,KRIT1,1,GENE,Nervous
n07337,KRR1,1,GENE,Nervous
n07338,KRT1,1,GENE,Nervous
n07339,KRT10,1,GENE,Nervous
n07340,KRT12,1,GENE,Nervous
n07341,KRT13,1,GENE,Nervous
n07342,KRT14,1,GENE,Nervous
n07343,KRT15,1,GENE,Nervous
n07344,KRT16,1,GENE,Nervous
n07345,KRT17,1,GENE,Nervous
n07346,KRT18,1,GENE,Nervous
n07347,KRT19,1,GENE,Nervous
n07348,KRT2,1,GENE,Nervous
n07349,KRT20,1,GENE,Nervous
n07350,KRT222,1,GENE,Nervous
n07351,KRT23,1,GENE,Nervous
n07352,KRT24,1,GENE,Nervous
n07353,KRT25,1,GENE,Nervous
n07354,KRT26,1,GENE,Nervous
n07355,KRT27,1,GENE,Nervous
n07356,KRT28,1,GENE,Nervous
n07357,KRT3,1,GENE,Nervous
n07358,KRT31,1,GENE,Nervous
n07359,KRT32,1,GENE,Nervous
n07360,KRT33A,1,GENE,Nervous
n07361,KRT33B,1,GENE,Nervous
n07362,KRT34,1,GENE,Nervous
n07363,KRT35,1,GENE,Nervous
n07364,KRT36,1,GENE,Nervous
n07365,KRT37,1,GENE,Nervous
n07366,KRT38,1,GENE,Nervous
n07367,KRT39,1,GENE,Nervous
n07368,KRT4,1,GENE,Nervous
n07369,KRT40,1,GENE,Nervous
n07370,KRT5,1,GENE,Nervous
n07371,KRT6A,1,GENE,Nervous
n07372,KRT6B,1,GENE,Nervous
n07373,KRT6C,1,GENE,Nervous
n07374,KRT7,1,GENE,Nervous
n07375,KRT71,1,GENE,Nervous
n07376,KRT72,1,GENE,Nervous
n07377,KRT73,1,GENE,Nervous
n07378,KRT74,1,GENE,Nervous
n07379,KRT75,1,GENE,Nervous
n07380,KRT76,1,GENE,Nervous
n07381,KRT77,1,GENE,Nervous
n07382,KRT78,1,GENE,Nervous
n07383,KRT79,1,GENE,Nervous
n07384,KRT8,1,GENE,Nervous
n07385,KRT80,1,GENE,Nervous
n07386,KRT81,1,GENE,Nervous
n07387,KRT82,1,GENE,Nervous
n07388,KRT83,1,GENE,Nervous
n07389,KRT84,1,GENE,Nervous
n07390,KRT85,1,GENE,Nervous
n07391,KRT86,1,GENE,Nervous
n07392,KRT9,1,GENE,Nervous
n07393,KRTAP1-1,1,GENE,Nervous
n07394,KRTAP1-3,1,GENE,Nervous
n07395,KRTAP1-4,1,GENE,Nervous
n07396,KRTAP1-5,1,GENE,Nervous
n07397,KRTAP10-1,1,GENE,Nervous
n07398,KRTAP10-10,1,GENE,Nervous
n07399,KRTAP10-11,1,GENE,Nervous
n07400,KRTAP10-12,1,GENE,Nervous
n07401,KRTAP10-2,1,GENE,Nervous
n07402,KRTAP10-3,1,GENE,Nervous
n07403,KRTAP10-4,1,GENE,Nervous
n07404,KRTAP10-5,1,GENE,Nervous
n07405,KRTAP10-6,1,GENE,Nervous
n07406,KRTAP10-8,1,GENE,Nervous
n07407,KRTAP10-9,1,GENE,Nervous
n07408,KRTAP11-1,1,GENE,Nervous
n07409,KRTAP12-1,1,GENE,Nervous
n07410,KRTAP12-2,1,GENE,Nervous
n07411,KRTAP12-4,1,GENE,Nervous
n07412,KRTAP13-1,1,GENE,Nervous
n07413,KRTAP13-2,1,GENE,Nervous
n07414,KRTAP13-3,1,GENE,Nervous
n07415,KRTAP13-4,1,GENE,Nervous
n07416,KRTAP15-1,1,GENE,Nervous
n07417,KRTAP16-1,1,GENE,Nervous
n07418,KRTAP17-1,1,GENE,Nervous
n07419,KRTAP19-1,1,GENE,Nervous
n07420,KRTAP19-2,1,GENE,Nervous
n07421,KRTAP19-3,1,GENE,Nervous
n07422,KRTAP19-4,1,GENE,Nervous
n07423,KRTAP19-5,1,GENE,Nervous
n07424,KRTAP19-6,1,GENE,Nervous
n07425,KRTAP19-7,1,GENE,Nervous
n07426,KRTAP19-8,1,GENE,Nervous
n07427,KRTAP2-1,1,GENE,Nervous
n07428,KRTAP2-2,1,GENE,Nervous
n07429,KRTAP2-3,1,GENE,Nervous
n07430,KRTAP2-4,1,GENE,Nervous
n07431,KRTAP20-1,1,GENE,Nervous
n07432,KRTAP20-2,1,GENE,Nervous
n07433,KRTAP20-3,1,GENE,Nervous
n07434,KRTAP21-1,1,GENE,Nervous
n07435,KRTAP21-2,1,GENE,Nervous
n07436,KRTAP22-1,1,GENE,Nervous
n07437,KRTAP23-1,1,GENE,Nervous
n07438,KRTAP24-1,1,GENE,Nervous
n07439,KRTAP25-1,1,GENE,Nervous
n07440,KRTAP26-1,1,GENE,Nervous
n07441,KRTAP27-1,1,GENE,Nervous
n07442,KRTAP29-1,1,GENE,Nervous
n07443,KRTAP3-1,1,GENE,Nervous
n07444,KRTAP3-2,1,GENE,Nervous
n07445,KRTAP3-3,1,GENE,Nervous
n07446,KRTAP4-1,1,GENE,Nervous
n07447,KRTAP4-11,1,GENE,Nervous
n07448,KRTAP4-12,1,GENE,Nervous
n07449,KRTAP4-2,1,GENE,Nervous
n07450,KRTAP4-3,1,GENE,Nervous
n07451,KRTAP4-4,1,GENE,Nervous
n07452,KRTAP4-5,1,GENE,Nervous
n07453,KRTAP4-6,1,GENE,Nervous
n07454,KRTAP4-7,1,GENE,Nervous
n07455,KRTAP4-8,1,GENE,Nervous
n07456,KRTAP4-9,1,GENE,Nervous
n07457,KRTAP5-1,1,GENE,Nervous
n07458,KRTAP5-10,1,GENE,Nervous
n07459,KRTAP5-11,1,GENE,Nervous
n07460,KRTAP5-2,1,GENE,Nervous
n07461,KRTAP5-3,1,GENE,Nervous
n07462,KRTAP5-4,1,GENE,Nervous
n07463,KRTAP5-5,1,GENE,Nervous
n07464,KRTAP5-6,1,GENE,Nervous
n07465,KRTAP5-7,1,GENE,Nervous
n07466,KRTAP5-8,1,GENE,Nervous
n07467,KRTAP5-9,1,GENE,Nervous
n07468,KRTAP6-1,1,GENE,Nervous
n07469,KRTAP6-2,1,GENE,Nervous
n07470,KRTAP8-1,1,GENE,Nervous
n07471,KRTAP9-1,1,GENE,Nervous
n07472,KRTAP9-2,1,GENE,Nervous
n07473,KRTAP9-3,1,GENE,Nervous
n07474,KRTAP9-4,1,GENE,Nervous
n07475,KRTAP9-6,1,GENE,Nervous
n07476,KRTAP9-7,1,GENE,Nervous
n07477,KRTAP9-8,1,GENE,Nervous
n07478,KRTAP9-9,1,GENE,Nervous
n07479,KRTCAP2,1,GENE,Nervous
n07480,KRTCAP3,1,GENE,Nervous
n07481,KRTDAP,1,GENE,Nervous
n07482,KSR1,1,GENE,Nervous
n07483,KSR2,1,GENE,Nervous
n07484,KTI12,1,GENE,Nervous
n07485,KTN1,1,GENE,Nervous
n07486,KXD1,1,GENE,Nervous
n07487,KY,1,GENE,Nervous
n07488,KYNU,1,GENE,Nervous
n07489,L1TD1,1,GENE,Nervous
n07490,L2HGDH,1,GENE,Nervous
n07491,L3HYPDH,1,GENE,Nervous
n07492,L3MBTL1,1,GENE,Nervous
n07493,L3MBTL2,1,GENE,Nervous
n07494,L3MBTL3,1,GENE,Nervous
n07495,L3MBTL4,1,GENE,Nervous
n07496,LACC1,1,GENE,Nervous
n07497,LACRT,1,GENE,Nervous
n07498,LACTB,1,GENE,Nervous
n07499,LACTB2,1,GENE,Nervous
n07500,LACTBL1,1,GENE,Nervous
n07501,LAD1,1,GENE,Nervous
n07502,LAG3,1,GENE,Nervous
n07503,LAIR1,1,GENE,Nervous
n07504,LAIR2,1,GENE,Nervous
n07505,LALBA,1,GENE,Nervous
n07506,LAMA1,1,GENE,Nervous
n07507,LAMA2,1,GENE,Nervous
n07508,LAMA3,1,GENE,Nervous
n07509,LAMA4,1,GENE,Nervous
n07510,LAMA5,1,GENE,Nervous
n07511,LAMB1,1,GENE,Nervous
n07512,LAMB2,1,GENE,Nervous
n07513,LAMB3,1,GENE,Nervous
n07514,LAMB4,1,GENE,Nervous
n07515,LAMC1,1,GENE,Nervous
n07516,LAMC2,1,GENE,Nervous
n07517,LAMC3,1,GENE,Nervous
n07518,LAMP1,1,GENE,Nervous
n07519,LAMP3,1,GENE,Nervous
n07520,LAMP5,1,GENE,Nervous
n07521,LAMTOR1,1,GENE,Nervous
n07522,LAMTOR2,1,GENE,Nervous
n07523,LAMTOR3,1,GENE,Nervous
n07524,LAMTOR4,1,GENE,Nervous
n07525,LAMTOR5,1,GENE,Nervous
n07526,LANCL1,1,GENE,Nervous
n07527,LANCL2,1,GENE,Nervous
n07528,LAP3,1,GENE,Nervous
n07529,LAPTM4A,1,GENE,Nervous
n07530,LAPTM4B,1,GENE,Nervous
n07531,LAPTM5,1,GENE,Nervous
n07532,LARP1,1,GENE,Nervous
n07533,LARP1B,1,GENE,Nervous
n07534,LARP4,1,GENE,Nervous
n07535,LARP4B,1,GENE,Nervous
n07536,LARP6,1,GENE,Nervous
n07537,LARP7,1,GENE,Nervous
n07538,LARS,1,GENE,Nervous
n07539,LARS2,1,GENE,Nervous
n07540,LASP1,1,GENE,Nervous
n07541,LAT,1,GENE,Nervous
n07542,LAT2,1,GENE,Nervous
n07543,LATS1,1,GENE,Nervous
n07544,LATS2,1,GENE,Nervous
n07545,LAX1,1,GENE,Nervous
n07546,LAYN,1,GENE,Nervous
n07547,LBH,1,GENE,Nervous
n07548,LBHD1,1,GENE,Nervous
n07549,LBP,1,GENE,Nervous
n07550,LBR,1,GENE,Nervous
n07551,LBX1,1,GENE,Nervous
n07552,LBX2,1,GENE,Nervous
n07553,LCA5,1,GENE,Nervous
n07554,LCA5L,1,GENE,Nervous
n07555,LCAT,1,GENE,Nervous
n07556,LCE1A,1,GENE,Nervous
n07557,LCE1B,1,GENE,Nervous
n07558,LCE1C,1,GENE,Nervous
n07559,LCE1D,1,GENE,Nervous
n07560,LCE1E,1,GENE,Nervous
n07561,LCE1F,1,GENE,Nervous
n07562,LCE2A,1,GENE,Nervous
n07563,LCE2B,1,GENE,Nervous
n07564,LCE2C,1,GENE,Nervous
n07565,LCE2D,1,GENE,Nervous
n07566,LCE3D,1,GENE,Nervous
n07567,LCE3E,1,GENE,Nervous
n07568,LCE5A,1,GENE,Nervous
n07569,LCE6A,1,GENE,Nervous
n07570,LCK,1,GENE,Nervous
n07571,LCLAT1,1,GENE,Nervous
n07572,LCMT1,1,GENE,Nervous
n07573,LCMT2,1,GENE,Nervous
n07574,LCN1,1,GENE,Nervous
n07575,LCN10,1,GENE,Nervous
n07576,LCN12,1,GENE,Nervous
n07577,LCN15,1,GENE,Nervous
n07578,LCN2,1,GENE,Nervous
n07579,LCN8,1,GENE,Nervous
n07580,LCN9,1,GENE,Nervous
n07581,LCNL1,1,GENE,Nervous
n07582,LCOR,1,GENE,Nervous
n07583,LCORL,1,GENE,Nervous
n07584,LCP1,1,GENE,Nervous
n07585,LCP2,1,GENE,Nervous
n07586,LCT,1,GENE,Nervous
n07587,LCTL,1,GENE,Nervous
n07588,LDAH,1,GENE,Nervous
n07589,LDB1,1,GENE,Nervous
n07590,LDB2,1,GENE,Nervous
n07591,LDB3,1,GENE,Nervous
n07592,LDHA,1,GENE,Nervous
n07593,LDHAL6A,1,GENE,Nervous
n07594,LDHAL6B,1,GENE,Nervous
n07595,LDHB,1,GENE,Nervous
n07596,LDHC,1,GENE,Nervous
n07597,LDHD,1,GENE,Nervous
n07598,LDLR,1,GENE,Nervous
n07599,LDLRAD1,1,GENE,Nervous
n07600,LDLRAD2,1,GENE,Nervous
n07601,LDLRAD3,1,GENE,Nervous
n07602,LDLRAD4,1,GENE,Nervous
n07603,LDLRAP1,1,GENE,Nervous
n07604,LEAP2,1,GENE,Nervous
n07605,LECT2,1,GENE,Nervous
n07606,LEF1,1,GENE,Nervous
n07607,LEFTY1,1,GENE,Nervous
n07608,LEFTY2,1,GENE,Nervous
n07609,LEMD1,1,GENE,Nervous
n07610,LEMD2,1,GENE,Nervous
n07611,LEMD3,1,GENE,Nervous
n07612,LENG1,1,GENE,Nervous
n07613,LENG8,1,GENE,Nervous
n07614,LEO1,1,GENE,Nervous
n07615,LEP,1,GENE,Nervous
n07616,LEPR,1,GENE,Nervous
n07617,LEPROT,1,GENE,Nervous
n07618,LEPROTL1,1,GENE,Nervous
n07619,LETM1,1,GENE,Nervous
n07620,LETM2,1,GENE,Nervous
n07621,LETMD1,1,GENE,Nervous
n07622,LEUTX,1,GENE,Nervous
n07623,LFNG,1,GENE,Nervous
n07624,LGALS1,1,GENE,Nervous
n07625,LGALS12,1,GENE,Nervous
n07626,LGALS13,1,GENE,Nervous
n07627,LGALS14,1,GENE,Nervous
n07628,LGALS16,1,GENE,Nervous
n07629,LGALS2,1,GENE,Nervous
n07630,LGALS3,1,GENE,Nervous
n07631,LGALS3BP,1,GENE,Nervous
n07632,LGALS4,1,GENE,Nervous
n07633,LGALS7,1,GENE,Nervous
n07634,LGALS7B,1,GENE,Nervous
n07635,LGALS8,1,GENE,Nervous
n07636,LGALS9,1,GENE,Nervous
n07637,LGALS9B,1,GENE,Nervous
n07638,LGALS9C,1,GENE,Nervous
n07639,LGALSL,1,GENE,Nervous
n07640,LGI1,1,GENE,Nervous
n07641,LGI2,1,GENE,Nervous
n07642,LGI3,1,GENE,Nervous
n07643,LGI4,1,GENE,Nervous
n07644,LGMN,1,GENE,Nervous
n07645,LGR4,1,GENE,Nervous
n07646,LGR5,1,GENE,Nervous
n07647,LGR6,1,GENE,Nervous
n07648,LGSN,1,GENE,Nervous
n07649,LHB,1,GENE,Nervous
n07650,LHCGR,1,GENE,Nervous
n07651,LHFPL2,1,GENE,Nervous
n07652,LHFPL3,1,GENE,Nervous
n07653,LHFPL4,1,GENE,Nervous
n07654,LHFPL5,1,GENE,Nervous
n07655,LHPP,1,GENE,Nervous
n07656,LHX2,1,GENE,Nervous
n07657,LHX3,1,GENE,Nervous
n07658,LHX4,1,GENE,Nervous
n07659,LHX5,1,GENE,Nervous
n07660,LHX6,1,GENE,Nervous
n07661,LHX8,1,GENE,Nervous
n07662,LHX9,1,GENE,Nervous
n07663,LIAS,1,GENE,Nervous
n07664,LIF,1,GENE,Nervous
n07665,LIFR,1,GENE,Nervous
n07666,LIG1,1,GENE,Nervous
n07667,LIG3,1,GENE,Nervous
n07668,LIG4,1,GENE,Nervous
n07669,LILRA1,1,GENE,Nervous
n07670,LILRA2,1,GENE,Nervous
n07671,LILRA4,1,GENE,Nervous
n07672,LILRA5,1,GENE,Nervous
n07673,LILRA6,1,GENE,Nervous
n07674,LILRB1,1,GENE,Nervous
n07675,LILRB2,1,GENE,Nervous
n07676,LILRB3,1,GENE,Nervous
n07677,LILRB4,1,GENE,Nervous
n07678,LILRB5,1,GENE,Nervous
n07679,LIM2,1,GENE,Nervous
n07680,LIMA1,1,GENE,Nervous
n07681,LIMCH1,1,GENE,Nervous
n07682,LIMD1,1,GENE,Nervous
n07683,LIMD2,1,GENE,Nervous
n07684,LIME1,1,GENE,Nervous
n07685,LIMK1,1,GENE,Nervous
n07686,LIMK2,1,GENE,Nervous
n07687,LIMS1,1,GENE,Nervous
n07688,LIMS2,1,GENE,Nervous
n07689,LIN28A,1,GENE,Nervous
n07690,LIN28B,1,GENE,Nervous
n07691,LIN37,1,GENE,Nervous
n07692,LIN52,1,GENE,Nervous
n07693,LIN54,1,GENE,Nervous
n07694,LIN7A,1,GENE,Nervous
n07695,LIN7B,1,GENE,Nervous
n07696,LIN7C,1,GENE,Nervous
n07697,LIN9,1,GENE,Nervous
n07698,LINGO1,1,GENE,Nervous
n07699,LINGO2,1,GENE,Nervous
n07700,LINGO3,1,GENE,Nervous
n07701,LINGO4,1,GENE,Nervous
n07702,LIPA,1,GENE,Nervous
n07703,LIPC,1,GENE,Nervous
n07704,LIPE,1,GENE,Nervous
n07705,LIPF,1,GENE,Nervous
n07706,LIPG,1,GENE,Nervous
n07707,LIPH,1,GENE,Nervous
n07708,LIPI,1,GENE,Nervous
n07709,LIPJ,1,GENE,Nervous
n07710,LIPK,1,GENE,Nervous
n07711,LIPM,1,GENE,Nervous
n07712,LIPN,1,GENE,Nervous
n07713,LIPT1,1,GENE,Nervous
n07714,LIPT2,1,GENE,Nervous
n07715,LITAF,1,GENE,Nervous
n07716,LIX1,1,GENE,Nervous
n07717,LKAAEAR1,1,GENE,Nervous
n07718,LLGL1,1,GENE,Nervous
n07719,LLGL2,1,GENE,Nervous
n07720,LLPH,1,GENE,Nervous
n07721,LMAN1,1,GENE,Nervous
n07722,LMAN1L,1,GENE,Nervous
n07723,LMAN2,1,GENE,Nervous
n07724,LMAN2L,1,GENE,Nervous
n07725,LMBR1,1,GENE,Nervous
n07726,LMBR1L,1,GENE,Nervous
n07727,LMBRD1,1,GENE,Nervous
n07728,LMBRD2,1,GENE,Nervous
n07729,LMCD1,1,GENE,Nervous
n07730,LMF1,1,GENE,Nervous
n07731,LMF2,1,GENE,Nervous
