id,node,node.type,node.label,pln
g06911,ITSN1,1,GENE,General
g06912,ITSN2,1,GENE,General
g06913,IVD,1,GENE,General
g06914,IVL,1,GENE,General
g06915,IVNS1ABP,1,GENE,General
g06916,IWS1,1,GENE,General
g06917,IYD,1,GENE,General
g06918,IZUMO1,1,GENE,General
g06919,IZUMO1R,1,GENE,General
g06920,IZUMO2,1,GENE,General
g06921,IZUMO4,1,GENE,General
g06922,JADE1,1,GENE,General
g06923,JADE2,1,GENE,General
g06924,JAG1,1,GENE,General
g06925,JAG2,1,GENE,General
g06926,JAGN1,1,GENE,General
g06927,JAK1,1,GENE,General
g06928,JAK2,1,GENE,General
g06929,JAK3,1,GENE,General
g06930,JAKMIP1,1,GENE,General
g06931,JAKMIP2,1,GENE,General
g06932,JAKMIP3,1,GENE,General
g06933,JAM2,1,GENE,General
g06934,JAM3,1,GENE,General
g06935,JARID2,1,GENE,General
g06936,JAZF1,1,GENE,General
g06937,JCHAIN,1,GENE,General
g06938,JDP2,1,GENE,General
g06939,JKAMP,1,GENE,General
g06940,JMJD1C,1,GENE,General
g06941,JMJD4,1,GENE,General
g06942,JMJD6,1,GENE,General
g06943,JMJD7,1,GENE,General
g06944,JMJD7-PLA2G4B,1,GENE,General
g06945,JMJD8,1,GENE,General
g06946,JMY,1,GENE,General
g06947,JOSD1,1,GENE,General
g06948,JOSD2,1,GENE,General
g06949,JPH1,1,GENE,General
g06950,JPH2,1,GENE,General
g06951,JPH3,1,GENE,General
g06952,JPH4,1,GENE,General
g06953,JRKL,1,GENE,General
g06954,JSRP1,1,GENE,General
g06955,JTB,1,GENE,General
g06956,JUN,1,GENE,General
g06957,JUNB,1,GENE,General
g06958,JUND,1,GENE,General
g06959,JUP,1,GENE,General
g06960,KALRN,1,GENE,General
g06961,KANK1,1,GENE,General
g06962,KANK2,1,GENE,General
g06963,KANK3,1,GENE,General
g06964,KANK4,1,GENE,General
g06965,KANSL1,1,GENE,General
g06966,KANSL1L,1,GENE,General
g06967,KANSL2,1,GENE,General
g06968,KANSL3,1,GENE,General
g06969,KARS,1,GENE,General
g06970,KAT2A,1,GENE,General
g06971,KAT2B,1,GENE,General
g06972,KAT5,1,GENE,General
g06973,KAT6A,1,GENE,General
g06974,KAT6B,1,GENE,General
g06975,KAT7,1,GENE,General
g06976,KAT8,1,GENE,General
g06977,KATNA1,1,GENE,General
g06978,KATNAL1,1,GENE,General
g06979,KATNAL2,1,GENE,General
g06980,KATNB1,1,GENE,General
g06981,KATNBL1,1,GENE,General
g06982,KAZALD1,1,GENE,General
g06983,KAZN,1,GENE,General
g06984,KBTBD11,1,GENE,General
g06985,KBTBD12,1,GENE,General
g06986,KBTBD13,1,GENE,General
g06987,KBTBD2,1,GENE,General
g06988,KBTBD3,1,GENE,General
g06989,KBTBD4,1,GENE,General
g06990,KBTBD6,1,GENE,General
g06991,KBTBD7,1,GENE,General
g06992,KBTBD8,1,GENE,General
g06993,KCMF1,1,GENE,General
g06994,KCNA1,1,GENE,General
g06995,KCNA10,1,GENE,General
g06996,KCNA2,1,GENE,General
g06997,KCNA3,1,GENE,General
g06998,KCNA4,1,GENE,General
g06999,KCNA5,1,GENE,General
g07000,KCNA6,1,GENE,General
g07001,KCNA7,1,GENE,General
g07002,KCNAB1,1,GENE,General
g07003,KCNAB2,1,GENE,General
g07004,KCNAB3,1,GENE,General
g07005,KCNB1,1,GENE,General
g07006,KCNB2,1,GENE,General
g07007,KCNC1,1,GENE,General
g07008,KCNC2,1,GENE,General
g07009,KCNC3,1,GENE,General
g07010,KCNC4,1,GENE,General
g07011,KCND2,1,GENE,General
g07012,KCND3,1,GENE,General
g07013,KCNE1,1,GENE,General
g07014,KCNE2,1,GENE,General
g07015,KCNE3,1,GENE,General
g07016,KCNE4,1,GENE,General
g07017,KCNF1,1,GENE,General
g07018,KCNG1,1,GENE,General
g07019,KCNG2,1,GENE,General
g07020,KCNG3,1,GENE,General
g07021,KCNG4,1,GENE,General
g07022,KCNH1,1,GENE,General
g07023,KCNH2,1,GENE,General
g07024,KCNH3,1,GENE,General
g07025,KCNH4,1,GENE,General
g07026,KCNH5,1,GENE,General
g07027,KCNH6,1,GENE,General
g07028,KCNH7,1,GENE,General
g07029,KCNH8,1,GENE,General
g07030,KCNIP1,1,GENE,General
g07031,KCNIP2,1,GENE,General
g07032,KCNIP3,1,GENE,General
g07033,KCNIP4,1,GENE,General
g07034,KCNJ1,1,GENE,General
g07035,KCNJ10,1,GENE,General
g07036,KCNJ11,1,GENE,General
g07037,KCNJ12,1,GENE,General
g07038,KCNJ13,1,GENE,General
g07039,KCNJ14,1,GENE,General
g07040,KCNJ15,1,GENE,General
g07041,KCNJ16,1,GENE,General
g07042,KCNJ2,1,GENE,General
g07043,KCNJ3,1,GENE,General
g07044,KCNJ4,1,GENE,General
g07045,KCNJ5,1,GENE,General
g07046,KCNJ6,1,GENE,General
g07047,KCNJ8,1,GENE,General
g07048,KCNJ9,1,GENE,General
g07049,KCNK1,1,GENE,General
g07050,KCNK10,1,GENE,General
g07051,KCNK12,1,GENE,General
g07052,KCNK13,1,GENE,General
g07053,KCNK15,1,GENE,General
g07054,KCNK16,1,GENE,General
g07055,KCNK17,1,GENE,General
g07056,KCNK18,1,GENE,General
g07057,KCNK2,1,GENE,General
g07058,KCNK3,1,GENE,General
g07059,KCNK4,1,GENE,General
g07060,KCNK5,1,GENE,General
g07061,KCNK6,1,GENE,General
g07062,KCNK7,1,GENE,General
g07063,KCNK9,1,GENE,General
g07064,KCNMA1,1,GENE,General
g07065,KCNMB1,1,GENE,General
g07066,KCNMB2,1,GENE,General
g07067,KCNMB3,1,GENE,General
g07068,KCNMB4,1,GENE,General
g07069,KCNN1,1,GENE,General
g07070,KCNN2,1,GENE,General
g07071,KCNN3,1,GENE,General
g07072,KCNN4,1,GENE,General
g07073,KCNQ1,1,GENE,General
g07074,KCNQ2,1,GENE,General
g07075,KCNQ3,1,GENE,General
g07076,KCNQ4,1,GENE,General
g07077,KCNQ5,1,GENE,General
g07078,KCNRG,1,GENE,General
g07079,KCNS1,1,GENE,General
g07080,KCNS2,1,GENE,General
g07081,KCNS3,1,GENE,General
g07082,KCNT1,1,GENE,General
g07083,KCNT2,1,GENE,General
g07084,KCNU1,1,GENE,General
g07085,KCNV1,1,GENE,General
g07086,KCNV2,1,GENE,General
g07087,KCTD1,1,GENE,General
g07088,KCTD10,1,GENE,General
g07089,KCTD11,1,GENE,General
g07090,KCTD12,1,GENE,General
g07091,KCTD13,1,GENE,General
g07092,KCTD14,1,GENE,General
g07093,KCTD15,1,GENE,General
g07094,KCTD16,1,GENE,General
g07095,KCTD17,1,GENE,General
g07096,KCTD18,1,GENE,General
g07097,KCTD19,1,GENE,General
g07098,KCTD2,1,GENE,General
g07099,KCTD20,1,GENE,General
g07100,KCTD21,1,GENE,General
g07101,KCTD3,1,GENE,General
g07102,KCTD4,1,GENE,General
g07103,KCTD5,1,GENE,General
g07104,KCTD6,1,GENE,General
g07105,KCTD7,1,GENE,General
g07106,KCTD8,1,GENE,General
g07107,KCTD9,1,GENE,General
g07108,KDELR1,1,GENE,General
g07109,KDELR2,1,GENE,General
g07110,KDELR3,1,GENE,General
g07111,KDF1,1,GENE,General
g07112,KDM1A,1,GENE,General
g07113,KDM1B,1,GENE,General
g07114,KDM2A,1,GENE,General
g07115,KDM2B,1,GENE,General
g07116,KDM3A,1,GENE,General
g07117,KDM3B,1,GENE,General
g07118,KDM4A,1,GENE,General
g07119,KDM4B,1,GENE,General
g07120,KDM4C,1,GENE,General
g07121,KDM4D,1,GENE,General
g07122,KDM4E,1,GENE,General
g07123,KDM5A,1,GENE,General
g07124,KDM5B,1,GENE,General
g07125,KDM6B,1,GENE,General
g07126,KDM7A,1,GENE,General
g07127,KDM8,1,GENE,General
g07128,KDR,1,GENE,General
g07129,KDSR,1,GENE,General
g07130,KEAP1,1,GENE,General
g07131,KEL,1,GENE,General
g07132,KERA,1,GENE,General
g07133,KHDC1,1,GENE,General
g07134,KHDC3L,1,GENE,General
g07135,KHDRBS1,1,GENE,General
g07136,KHDRBS2,1,GENE,General
g07137,KHDRBS3,1,GENE,General
g07138,KHK,1,GENE,General
g07139,KHNYN,1,GENE,General
g07140,KHSRP,1,GENE,General
g07141,KIAA0040,1,GENE,General
g07142,KIAA0100,1,GENE,General
g07143,KIAA0232,1,GENE,General
g07144,KIAA0319,1,GENE,General
g07145,KIAA0319L,1,GENE,General
g07146,KIAA0355,1,GENE,General
g07147,KIAA0391,1,GENE,General
g07148,KIAA0408,1,GENE,General
g07149,KIAA0513,1,GENE,General
g07150,KIAA0556,1,GENE,General
g07151,KIAA0586,1,GENE,General
g07152,KIAA0753,1,GENE,General
g07153,KIAA0825,1,GENE,General
g07154,KIAA0895,1,GENE,General
g07155,KIAA0895L,1,GENE,General
g07156,KIAA0930,1,GENE,General
g07157,KIAA1109,1,GENE,General
g07158,KIAA1143,1,GENE,General
g07159,KIAA1147,1,GENE,General
g07160,KIAA1191,1,GENE,General
g07161,KIAA1211,1,GENE,General
g07162,KIAA1211L,1,GENE,General
g07163,KIAA1217,1,GENE,General
g07164,KIAA1324,1,GENE,General
g07165,KIAA1324L,1,GENE,General
g07166,KIAA1328,1,GENE,General
g07167,KIAA1522,1,GENE,General
g07168,KIAA1549,1,GENE,General
g07169,KIAA1549L,1,GENE,General
g07170,KIAA1586,1,GENE,General
g07171,KIAA1614,1,GENE,General
g07172,KIAA1671,1,GENE,General
g07173,KIAA1755,1,GENE,General
g07174,KIAA1841,1,GENE,General
g07175,KIAA1958,1,GENE,General
g07176,KIAA2013,1,GENE,General
g07177,KIAA2026,1,GENE,General
g07178,KIDINS220,1,GENE,General
g07179,KIF11,1,GENE,General
g07180,KIF12,1,GENE,General
g07181,KIF13A,1,GENE,General
g07182,KIF13B,1,GENE,General
g07183,KIF14,1,GENE,General
g07184,KIF15,1,GENE,General
g07185,KIF16B,1,GENE,General
g07186,KIF17,1,GENE,General
g07187,KIF18A,1,GENE,General
g07188,KIF18B,1,GENE,General
g07189,KIF19,1,GENE,General
g07190,KIF1A,1,GENE,General
g07191,KIF1B,1,GENE,General
g07192,KIF1BP,1,GENE,General
g07193,KIF1C,1,GENE,General
g07194,KIF20A,1,GENE,General
g07195,KIF20B,1,GENE,General
g07196,KIF21A,1,GENE,General
g07197,KIF21B,1,GENE,General
g07198,KIF22,1,GENE,General
g07199,KIF24,1,GENE,General
g07200,KIF25,1,GENE,General
g07201,KIF26A,1,GENE,General
g07202,KIF26B,1,GENE,General
g07203,KIF27,1,GENE,General
g07204,KIF2A,1,GENE,General
g07205,KIF2B,1,GENE,General
g07206,KIF2C,1,GENE,General
g07207,KIF3A,1,GENE,General
g07208,KIF3B,1,GENE,General
g07209,KIF3C,1,GENE,General
g07210,KIF4B,1,GENE,General
g07211,KIF5A,1,GENE,General
g07212,KIF5B,1,GENE,General
g07213,KIF6,1,GENE,General
g07214,KIF7,1,GENE,General
g07215,KIF9,1,GENE,General
g07216,KIFAP3,1,GENE,General
g07217,KIFC1,1,GENE,General
g07218,KIFC2,1,GENE,General
g07219,KIFC3,1,GENE,General
g07220,KIN,1,GENE,General
g07221,KIR2DL1,1,GENE,General
g07222,KIR2DL3,1,GENE,General
g07223,KIR2DL4,1,GENE,General
g07224,KIR3DL1,1,GENE,General
g07225,KIR3DL2,1,GENE,General
g07226,KIR3DL3,1,GENE,General
g07227,KIRREL2,1,GENE,General
g07228,KIRREL3,1,GENE,General
g07229,KISS1,1,GENE,General
g07230,KISS1R,1,GENE,General
g07231,KIT,1,GENE,General
g07232,KITLG,1,GENE,General
g07233,KL,1,GENE,General
g07234,KLB,1,GENE,General
g07235,KLC1,1,GENE,General
g07236,KLC2,1,GENE,General
g07237,KLC3,1,GENE,General
g07238,KLC4,1,GENE,General
g07239,KLF1,1,GENE,General
g07240,KLF10,1,GENE,General
g07241,KLF11,1,GENE,General
g07242,KLF12,1,GENE,General
g07243,KLF13,1,GENE,General
g07244,KLF15,1,GENE,General
g07245,KLF16,1,GENE,General
g07246,KLF17,1,GENE,General
g07247,KLF2,1,GENE,General
g07248,KLF3,1,GENE,General
g07249,KLF4,1,GENE,General
g07250,KLF5,1,GENE,General
g07251,KLF6,1,GENE,General
g07252,KLF7,1,GENE,General
g07253,KLF9,1,GENE,General
g07254,KLHDC1,1,GENE,General
g07255,KLHDC10,1,GENE,General
g07256,KLHDC2,1,GENE,General
g07257,KLHDC3,1,GENE,General
g07258,KLHDC4,1,GENE,General
g07259,KLHDC7A,1,GENE,General
g07260,KLHDC7B,1,GENE,General
g07261,KLHDC8A,1,GENE,General
g07262,KLHDC8B,1,GENE,General
g07263,KLHDC9,1,GENE,General
g07264,KLHL1,1,GENE,General
g07265,KLHL10,1,GENE,General
g07266,KLHL11,1,GENE,General
g07267,KLHL12,1,GENE,General
g07268,KLHL14,1,GENE,General
g07269,KLHL17,1,GENE,General
g07270,KLHL18,1,GENE,General
g07271,KLHL2,1,GENE,General
g07272,KLHL20,1,GENE,General
g07273,KLHL21,1,GENE,General
g07274,KLHL22,1,GENE,General
g07275,KLHL23,1,GENE,General
g07276,KLHL24,1,GENE,General
g07277,KLHL25,1,GENE,General
g07278,KLHL26,1,GENE,General
g07279,KLHL28,1,GENE,General
g07280,KLHL29,1,GENE,General
g07281,KLHL3,1,GENE,General
g07282,KLHL30,1,GENE,General
g07283,KLHL31,1,GENE,General
g07284,KLHL32,1,GENE,General
g07285,KLHL33,1,GENE,General
g07286,KLHL35,1,GENE,General
g07287,KLHL36,1,GENE,General
g07288,KLHL38,1,GENE,General
g07289,KLHL40,1,GENE,General
g07290,KLHL41,1,GENE,General
g07291,KLHL42,1,GENE,General
g07292,KLHL5,1,GENE,General
g07293,KLHL6,1,GENE,General
g07294,KLHL7,1,GENE,General
g07295,KLHL8,1,GENE,General
g07296,KLHL9,1,GENE,General
g07297,KLK1,1,GENE,General
g07298,KLK10,1,GENE,General
g07299,KLK11,1,GENE,General
g07300,KLK12,1,GENE,General
g07301,KLK13,1,GENE,General
g07302,KLK14,1,GENE,General
g07303,KLK15,1,GENE,General
g07304,KLK2,1,GENE,General
g07305,KLK3,1,GENE,General
g07306,KLK4,1,GENE,General
g07307,KLK5,1,GENE,General
g07308,KLK6,1,GENE,General
g07309,KLK7,1,GENE,General
g07310,KLK8,1,GENE,General
g07311,KLK9,1,GENE,General
g07312,KLKB1,1,GENE,General
g07313,KLRB1,1,GENE,General
g07314,KLRC1,1,GENE,General
g07315,KLRC2,1,GENE,General
g07316,KLRC3,1,GENE,General
g07317,KLRC4,1,GENE,General
g07318,KLRD1,1,GENE,General
g07319,KLRF1,1,GENE,General
g07320,KLRF2,1,GENE,General
g07321,KLRG1,1,GENE,General
g07322,KLRG2,1,GENE,General
g07323,KLRK1,1,GENE,General
g07324,KMO,1,GENE,General
g07325,KMT2A,1,GENE,General
g07326,KMT2C,1,GENE,General
g07327,KMT2D,1,GENE,General
g07328,KMT2E,1,GENE,General
g07329,KNCN,1,GENE,General
g07330,KNDC1,1,GENE,General
g07331,KNG1,1,GENE,General
g07332,KNOP1,1,GENE,General
g07333,KNSTRN,1,GENE,General
g07334,KNTC1,1,GENE,General
g07335,KPNA1,1,GENE,General
g07336,KPNA2,1,GENE,General
g07337,KPNA3,1,GENE,General
g07338,KPNA4,1,GENE,General
g07339,KPNA5,1,GENE,General
g07340,KPNA6,1,GENE,General
g07341,KPNA7,1,GENE,General
g07342,KPNB1,1,GENE,General
g07343,KPRP,1,GENE,General
g07344,KPTN,1,GENE,General
g07345,KRAS,1,GENE,General
g07346,KRBA1,1,GENE,General
g07347,KRBA2,1,GENE,General
g07348,KRBOX1,1,GENE,General
g07349,KRCC1,1,GENE,General
g07350,KREMEN1,1,GENE,General
g07351,KREMEN2,1,GENE,General
g07352,KRI1,1,GENE,General
g07353,KRIT1,1,GENE,General
g07354,KRR1,1,GENE,General
g07355,KRT1,1,GENE,General
g07356,KRT10,1,GENE,General
g07357,KRT12,1,GENE,General
g07358,KRT13,1,GENE,General
g07359,KRT14,1,GENE,General
g07360,KRT15,1,GENE,General
g07361,KRT16,1,GENE,General
g07362,KRT17,1,GENE,General
g07363,KRT18,1,GENE,General
g07364,KRT19,1,GENE,General
g07365,KRT2,1,GENE,General
g07366,KRT20,1,GENE,General
g07367,KRT222,1,GENE,General
g07368,KRT23,1,GENE,General
g07369,KRT24,1,GENE,General
g07370,KRT25,1,GENE,General
g07371,KRT26,1,GENE,General
g07372,KRT27,1,GENE,General
g07373,KRT28,1,GENE,General
g07374,KRT3,1,GENE,General
g07375,KRT31,1,GENE,General
g07376,KRT32,1,GENE,General
g07377,KRT33A,1,GENE,General
g07378,KRT33B,1,GENE,General
g07379,KRT34,1,GENE,General
g07380,KRT35,1,GENE,General
g07381,KRT36,1,GENE,General
g07382,KRT37,1,GENE,General
g07383,KRT38,1,GENE,General
g07384,KRT39,1,GENE,General
g07385,KRT4,1,GENE,General
g07386,KRT40,1,GENE,General
g07387,KRT5,1,GENE,General
g07388,KRT6A,1,GENE,General
g07389,KRT6B,1,GENE,General
g07390,KRT6C,1,GENE,General
g07391,KRT7,1,GENE,General
g07392,KRT71,1,GENE,General
g07393,KRT72,1,GENE,General
g07394,KRT73,1,GENE,General
g07395,KRT74,1,GENE,General
g07396,KRT75,1,GENE,General
g07397,KRT76,1,GENE,General
g07398,KRT77,1,GENE,General
g07399,KRT78,1,GENE,General
g07400,KRT79,1,GENE,General
g07401,KRT8,1,GENE,General
g07402,KRT80,1,GENE,General
g07403,KRT81,1,GENE,General
g07404,KRT82,1,GENE,General
g07405,KRT83,1,GENE,General
g07406,KRT84,1,GENE,General
g07407,KRT85,1,GENE,General
g07408,KRT86,1,GENE,General
g07409,KRT9,1,GENE,General
g07410,KRTAP1-1,1,GENE,General
g07411,KRTAP1-3,1,GENE,General
g07412,KRTAP1-4,1,GENE,General
g07413,KRTAP1-5,1,GENE,General
g07414,KRTAP10-1,1,GENE,General
g07415,KRTAP10-10,1,GENE,General
g07416,KRTAP10-11,1,GENE,General
g07417,KRTAP10-12,1,GENE,General
g07418,KRTAP10-2,1,GENE,General
g07419,KRTAP10-3,1,GENE,General
g07420,KRTAP10-4,1,GENE,General
g07421,KRTAP10-5,1,GENE,General
g07422,KRTAP10-6,1,GENE,General
g07423,KRTAP10-8,1,GENE,General
g07424,KRTAP10-9,1,GENE,General
g07425,KRTAP11-1,1,GENE,General
g07426,KRTAP12-1,1,GENE,General
g07427,KRTAP12-2,1,GENE,General
g07428,KRTAP12-4,1,GENE,General
g07429,KRTAP13-1,1,GENE,General
g07430,KRTAP13-2,1,GENE,General
g07431,KRTAP13-3,1,GENE,General
g07432,KRTAP13-4,1,GENE,General
g07433,KRTAP15-1,1,GENE,General
g07434,KRTAP16-1,1,GENE,General
g07435,KRTAP17-1,1,GENE,General
g07436,KRTAP19-1,1,GENE,General
g07437,KRTAP19-2,1,GENE,General
g07438,KRTAP19-3,1,GENE,General
g07439,KRTAP19-4,1,GENE,General
g07440,KRTAP19-5,1,GENE,General
g07441,KRTAP19-6,1,GENE,General
g07442,KRTAP19-7,1,GENE,General
g07443,KRTAP19-8,1,GENE,General
g07444,KRTAP2-1,1,GENE,General
g07445,KRTAP2-2,1,GENE,General
g07446,KRTAP2-3,1,GENE,General
g07447,KRTAP2-4,1,GENE,General
g07448,KRTAP20-1,1,GENE,General
g07449,KRTAP20-2,1,GENE,General
g07450,KRTAP20-3,1,GENE,General
g07451,KRTAP21-1,1,GENE,General
g07452,KRTAP21-2,1,GENE,General
g07453,KRTAP22-1,1,GENE,General
g07454,KRTAP23-1,1,GENE,General
g07455,KRTAP24-1,1,GENE,General
g07456,KRTAP25-1,1,GENE,General
g07457,KRTAP26-1,1,GENE,General
g07458,KRTAP27-1,1,GENE,General
g07459,KRTAP29-1,1,GENE,General
g07460,KRTAP3-1,1,GENE,General
g07461,KRTAP3-2,1,GENE,General
g07462,KRTAP3-3,1,GENE,General
g07463,KRTAP4-1,1,GENE,General
g07464,KRTAP4-11,1,GENE,General
g07465,KRTAP4-12,1,GENE,General
g07466,KRTAP4-2,1,GENE,General
g07467,KRTAP4-3,1,GENE,General
g07468,KRTAP4-4,1,GENE,General
g07469,KRTAP4-5,1,GENE,General
g07470,KRTAP4-6,1,GENE,General
g07471,KRTAP4-7,1,GENE,General
g07472,KRTAP4-8,1,GENE,General
g07473,KRTAP4-9,1,GENE,General
g07474,KRTAP5-1,1,GENE,General
g07475,KRTAP5-10,1,GENE,General
g07476,KRTAP5-11,1,GENE,General
g07477,KRTAP5-2,1,GENE,General
g07478,KRTAP5-3,1,GENE,General
g07479,KRTAP5-4,1,GENE,General
g07480,KRTAP5-5,1,GENE,General
g07481,KRTAP5-6,1,GENE,General
g07482,KRTAP5-7,1,GENE,General
g07483,KRTAP5-8,1,GENE,General
g07484,KRTAP5-9,1,GENE,General
g07485,KRTAP6-1,1,GENE,General
g07486,KRTAP6-2,1,GENE,General
g07487,KRTAP8-1,1,GENE,General
g07488,KRTAP9-1,1,GENE,General
g07489,KRTAP9-2,1,GENE,General
g07490,KRTAP9-3,1,GENE,General
g07491,KRTAP9-4,1,GENE,General
g07492,KRTAP9-6,1,GENE,General
g07493,KRTAP9-7,1,GENE,General
g07494,KRTAP9-8,1,GENE,General
g07495,KRTAP9-9,1,GENE,General
g07496,KRTCAP2,1,GENE,General
g07497,KRTCAP3,1,GENE,General
g07498,KRTDAP,1,GENE,General
g07499,KSR1,1,GENE,General
g07500,KSR2,1,GENE,General
g07501,KTI12,1,GENE,General
g07502,KTN1,1,GENE,General
g07503,KXD1,1,GENE,General
g07504,KY,1,GENE,General
g07505,KYNU,1,GENE,General
g07506,L1TD1,1,GENE,General
g07507,L2HGDH,1,GENE,General
g07508,L3HYPDH,1,GENE,General
g07509,L3MBTL1,1,GENE,General
g07510,L3MBTL2,1,GENE,General
g07511,L3MBTL3,1,GENE,General
g07512,L3MBTL4,1,GENE,General
g07513,LACC1,1,GENE,General
g07514,LACRT,1,GENE,General
g07515,LACTB,1,GENE,General
g07516,LACTB2,1,GENE,General
g07517,LACTBL1,1,GENE,General
g07518,LAD1,1,GENE,General
g07519,LAG3,1,GENE,General
g07520,LAIR1,1,GENE,General
g07521,LAIR2,1,GENE,General
g07522,LALBA,1,GENE,General
g07523,LAMA1,1,GENE,General
g07524,LAMA2,1,GENE,General
g07525,LAMA3,1,GENE,General
g07526,LAMA4,1,GENE,General
g07527,LAMA5,1,GENE,General
g07528,LAMB1,1,GENE,General
g07529,LAMB2,1,GENE,General
g07530,LAMB3,1,GENE,General
g07531,LAMB4,1,GENE,General
g07532,LAMC1,1,GENE,General
g07533,LAMC2,1,GENE,General
g07534,LAMC3,1,GENE,General
g07535,LAMP1,1,GENE,General
g07536,LAMP3,1,GENE,General
g07537,LAMP5,1,GENE,General
g07538,LAMTOR1,1,GENE,General
g07539,LAMTOR2,1,GENE,General
g07540,LAMTOR3,1,GENE,General
g07541,LAMTOR4,1,GENE,General
g07542,LAMTOR5,1,GENE,General
g07543,LANCL1,1,GENE,General
g07544,LANCL2,1,GENE,General
g07545,LAP3,1,GENE,General
g07546,LAPTM4A,1,GENE,General
g07547,LAPTM4B,1,GENE,General
g07548,LAPTM5,1,GENE,General
g07549,LARP1,1,GENE,General
g07550,LARP1B,1,GENE,General
g07551,LARP4,1,GENE,General
g07552,LARP4B,1,GENE,General
g07553,LARP6,1,GENE,General
g07554,LARP7,1,GENE,General
g07555,LARS,1,GENE,General
g07556,LARS2,1,GENE,General
g07557,LASP1,1,GENE,General
g07558,LAT,1,GENE,General
g07559,LAT2,1,GENE,General
g07560,LATS1,1,GENE,General
g07561,LATS2,1,GENE,General
g07562,LAX1,1,GENE,General
g07563,LAYN,1,GENE,General
g07564,LBH,1,GENE,General
g07565,LBHD1,1,GENE,General
g07566,LBP,1,GENE,General
g07567,LBR,1,GENE,General
g07568,LBX1,1,GENE,General
g07569,LBX2,1,GENE,General
g07570,LCA5,1,GENE,General
g07571,LCA5L,1,GENE,General
g07572,LCAT,1,GENE,General
g07573,LCE1A,1,GENE,General
g07574,LCE1B,1,GENE,General
g07575,LCE1C,1,GENE,General
g07576,LCE1D,1,GENE,General
g07577,LCE1E,1,GENE,General
g07578,LCE1F,1,GENE,General
g07579,LCE2A,1,GENE,General
g07580,LCE2B,1,GENE,General
g07581,LCE2C,1,GENE,General
g07582,LCE2D,1,GENE,General
g07583,LCE3D,1,GENE,General
g07584,LCE3E,1,GENE,General
g07585,LCE5A,1,GENE,General
g07586,LCE6A,1,GENE,General
g07587,LCK,1,GENE,General
g07588,LCLAT1,1,GENE,General
g07589,LCMT1,1,GENE,General
g07590,LCMT2,1,GENE,General
g07591,LCN1,1,GENE,General
g07592,LCN10,1,GENE,General
g07593,LCN12,1,GENE,General
g07594,LCN15,1,GENE,General
g07595,LCN2,1,GENE,General
g07596,LCN8,1,GENE,General
g07597,LCN9,1,GENE,General
g07598,LCNL1,1,GENE,General
g07599,LCOR,1,GENE,General
g07600,LCORL,1,GENE,General
g07601,LCP1,1,GENE,General
g07602,LCP2,1,GENE,General
g07603,LCT,1,GENE,General
g07604,LCTL,1,GENE,General
g07605,LDAH,1,GENE,General
g07606,LDB1,1,GENE,General
g07607,LDB2,1,GENE,General
g07608,LDB3,1,GENE,General
g07609,LDHA,1,GENE,General
g07610,LDHAL6A,1,GENE,General
g07611,LDHAL6B,1,GENE,General
g07612,LDHB,1,GENE,General
g07613,LDHC,1,GENE,General
g07614,LDHD,1,GENE,General
g07615,LDLR,1,GENE,General
g07616,LDLRAD1,1,GENE,General
g07617,LDLRAD2,1,GENE,General
g07618,LDLRAD3,1,GENE,General
g07619,LDLRAD4,1,GENE,General
g07620,LDLRAP1,1,GENE,General
g07621,LEAP2,1,GENE,General
g07622,LECT2,1,GENE,General
g07623,LEF1,1,GENE,General
g07624,LEFTY1,1,GENE,General
g07625,LEFTY2,1,GENE,General
g07626,LEMD1,1,GENE,General
g07627,LEMD2,1,GENE,General
g07628,LEMD3,1,GENE,General
g07629,LENG1,1,GENE,General
g07630,LENG8,1,GENE,General
g07631,LEO1,1,GENE,General
g07632,LEP,1,GENE,General
g07633,LEPR,1,GENE,General
g07634,LEPROT,1,GENE,General
g07635,LEPROTL1,1,GENE,General
g07636,LETM1,1,GENE,General
g07637,LETM2,1,GENE,General
g07638,LETMD1,1,GENE,General
g07639,LEUTX,1,GENE,General
g07640,LFNG,1,GENE,General
g07641,LGALS1,1,GENE,General
g07642,LGALS12,1,GENE,General
g07643,LGALS13,1,GENE,General
g07644,LGALS14,1,GENE,General
g07645,LGALS16,1,GENE,General
g07646,LGALS2,1,GENE,General
g07647,LGALS3,1,GENE,General
g07648,LGALS3BP,1,GENE,General
g07649,LGALS4,1,GENE,General
g07650,LGALS7,1,GENE,General
g07651,LGALS7B,1,GENE,General
g07652,LGALS8,1,GENE,General
g07653,LGALS9,1,GENE,General
g07654,LGALS9B,1,GENE,General
g07655,LGALS9C,1,GENE,General
g07656,LGALSL,1,GENE,General
g07657,LGI1,1,GENE,General
g07658,LGI2,1,GENE,General
g07659,LGI3,1,GENE,General
g07660,LGI4,1,GENE,General
g07661,LGMN,1,GENE,General
g07662,LGR4,1,GENE,General
g07663,LGR5,1,GENE,General
g07664,LGR6,1,GENE,General
g07665,LGSN,1,GENE,General
g07666,LHB,1,GENE,General
g07667,LHCGR,1,GENE,General
g07668,LHFPL2,1,GENE,General
g07669,LHFPL3,1,GENE,General
g07670,LHFPL4,1,GENE,General
g07671,LHFPL5,1,GENE,General
g07672,LHPP,1,GENE,General
g07673,LHX2,1,GENE,General
g07674,LHX3,1,GENE,General
g07675,LHX4,1,GENE,General
