trait,generalSWL,generalSum,generalPval,t2dSWL,t2dSum,t2dPval,nervousSWL,nervousSum,nervousPval
Breast cancer,72.516164381661,125.665945104269,0,79.992233631646,129.172208588037,0,35.237989339552,56.609646255982,0
Breast cancer,68.405034604878,125.665945104269,0,83.724158591722,129.172208588037,0,40.397670250458,56.609646255982,0
Breast cancer,76.302669404745,125.665945104269,0,82.58079086833,129.172208588037,0,41.31814401032,56.609646255982,0
Breast cancer,69.451119593141,125.665945104269,0,74.500267348592,129.172208588037,0,36.849077015333,56.609646255982,0
Breast cancer,77.854858901007,125.665945104269,0,74.962686536489,129.172208588037,0,31.886249470777,56.609646255982,0
Breast cancer,87.008649553574,125.665945104269,0,81.654755109265,129.172208588037,0,43.761656885427,56.609646255982,0
Breast cancer,64.4143274034,125.665945104269,0,79.788508969741,129.172208588037,0,34.778038889507,56.609646255982,0
Breast cancer,76.151292616522,125.665945104269,0,77.928498800354,129.172208588037,0,36.567312344044,56.609646255982,0
Breast cancer,76.336219447087,125.665945104269,0,77.143055447895,129.172208588037,0,37.339053482712,56.609646255982,0
Breast cancer,72.584010895577,125.665945104269,0,88.788443441993,129.172208588037,0,30.168808953722,56.609646255982,0
Breast cancer,78.572569291795,125.665945104269,0,92.616018458418,129.172208588037,0,39.48974853035,56.609646255982,0
Breast cancer,76.479718666991,125.665945104269,0,77.624158028279,129.172208588037,0,37.257395000194,56.609646255982,0
Breast cancer,70.220660349376,125.665945104269,0,84.528716013773,129.172208588037,0,36.768969148473,56.609646255982,0
Breast cancer,67.444793053159,125.665945104269,0,81.322815203723,129.172208588037,0,31.859123441383,56.609646255982,0
Breast cancer,73.834751504534,125.665945104269,0,80.890401534657,129.172208588037,0,40.914017420968,56.609646255982,0
Breast cancer,69.303319869123,125.665945104269,0,93.21304403695,129.172208588037,0,43.213852964969,56.609646255982,0
Breast cancer,71.819502283741,125.665945104269,0,82.395686369701,129.172208588037,0,40.113311344027,56.609646255982,0
Breast cancer,76.975622322574,125.665945104269,0,87.618172670487,129.172208588037,0,38.045850765695,56.609646255982,0
Breast cancer,66.489147350997,125.665945104269,0,87.215341983538,129.172208588037,0,35.377209216874,56.609646255982,0
Breast cancer,77.182807292664,125.665945104269,0,89.149901193758,129.172208588037,0,31.026489047544,56.609646255982,0
Breast cancer,70.802023158171,125.665945104269,0,83.435864928099,129.172208588037,0,41.319027602967,56.609646255982,0
Breast cancer,69.994973189969,125.665945104269,0,80.695911916906,129.172208588037,0,34.280176054973,56.609646255982,0
Breast cancer,66.815952578977,125.665945104269,0,86.704487339946,129.172208588037,0,37.153079641593,56.609646255982,0
Breast cancer,77.35898132833,125.665945104269,0,85.284034807744,129.172208588037,0,32.445486409598,56.609646255982,0
Breast cancer,73.953926020087,125.665945104269,0,77.855309741627,129.172208588037,0,32.790261308411,56.609646255982,0
Breast cancer,66.222318232207,125.665945104269,0,80.596421206013,129.172208588037,0,38.831448095308,56.609646255982,0
Breast cancer,74.910655302482,125.665945104269,0,75.039854027071,129.172208588037,0,35.143664424492,56.609646255982,0
Breast cancer,66.173029243008,125.665945104269,0,76.338887681732,129.172208588037,0,34.097377257735,56.609646255982,0
Breast cancer,74.869154863759,125.665945104269,0,84.287051615047,129.172208588037,0,43.510300891298,56.609646255982,0
Breast cancer,62.413081089685,125.665945104269,0,73.345056039125,129.172208588037,0,39.294361540557,56.609646255982,0
Breast cancer,68.179846611583,125.665945104269,0,90.742133070214,129.172208588037,0,32.843052516788,56.609646255982,0
Breast cancer,65.661438631666,125.665945104269,0,100.475919745141,129.172208588037,0,33.488553960654,56.609646255982,0
Breast cancer,69.244008768588,125.665945104269,0,85.259606018054,129.172208588037,0,42.735437579126,56.609646255982,0
Breast cancer,80.632718485645,125.665945104269,0,86.215325408322,129.172208588037,0,37.299161325334,56.609646255982,0
Breast cancer,77.367157615947,125.665945104269,0,80.546257014059,129.172208588037,0,43.46757154679,56.609646255982,0
Breast cancer,71.969677689444,125.665945104269,0,87.743166878259,129.172208588037,0,38.635769184075,56.609646255982,0
Breast cancer,65.96558850221,125.665945104269,0,84.34723968687,129.172208588037,0,39.459705425036,56.609646255982,0
Breast cancer,78.877301934801,125.665945104269,0,80.44067743294,129.172208588037,0,40.433977470393,56.609646255982,0
Breast cancer,72.526185572711,125.665945104269,0,77.946502448093,129.172208588037,0,37.264029947608,56.609646255982,0
Breast cancer,71.4448551592,125.665945104269,0,84.816648092905,129.172208588037,0,36.683891006577,56.609646255982,0
Breast cancer,82.675888303118,125.665945104269,0,77.671425327247,129.172208588037,0,36.708057226244,56.609646255982,0
Breast cancer,84.270383389023,125.665945104269,0,72.963651887735,129.172208588037,0,45.796352174092,56.609646255982,0
Breast cancer,78.449827067071,125.665945104269,0,87.085403746516,129.172208588037,0,39.721372885521,56.609646255982,0
Breast cancer,76.012862846793,125.665945104269,0,82.242873217851,129.172208588037,0,36.929002007174,56.609646255982,0
Breast cancer,72.224562800087,125.665945104269,0,76.098874163062,129.172208588037,0,33.86217649649,56.609646255982,0
Breast cancer,69.4748857532,125.665945104269,0,85.588035092181,129.172208588037,0,37.844790472478,56.609646255982,0
Breast cancer,64.727100105733,125.665945104269,0,83.318837048004,129.172208588037,0,39.59166300646,56.609646255982,0
Breast cancer,85.287263071101,125.665945104269,0,80.39422219541,129.172208588037,0,36.874648295352,56.609646255982,0
Breast cancer,71.962482946045,125.665945104269,0,86.91681582687,129.172208588037,0,40.880348200766,56.609646255982,0
Breast cancer,67.136977637953,125.665945104269,0,85.58674589794,129.172208588037,0,35.919775308369,56.609646255982,0
Breast cancer,64.420449458861,125.665945104269,0,83.066635282861,129.172208588037,0,39.483806870938,56.609646255982,0
Breast cancer,79.451752855256,125.665945104269,0,78.481930698424,129.172208588037,0,45.757988775053,56.609646255982,0
Breast cancer,67.998653181679,125.665945104269,0,82.070017659663,129.172208588037,0,37.868812622644,56.609646255982,0
Breast cancer,80.418695684121,125.665945104269,0,81.672534249089,129.172208588037,0,37.831208717649,56.609646255982,0
Breast cancer,81.269772011053,125.665945104269,0,82.219074982821,129.172208588037,0,40.177991534077,56.609646255982,0
Breast cancer,84.541290533267,125.665945104269,0,91.775808313274,129.172208588037,0,42.80387247512,56.609646255982,0
Breast cancer,65.662559860908,125.665945104269,0,79.658406545249,129.172208588037,0,40.845453770666,56.609646255982,0
Breast cancer,67.386326362456,125.665945104269,0,87.386036193723,129.172208588037,0,38.489015679276,56.609646255982,0
Breast cancer,86.366689706641,125.665945104269,0,65.153229651175,129.172208588037,0,37.704067908606,56.609646255982,0
Breast cancer,74.288851530682,125.665945104269,0,86.157751399855,129.172208588037,0,34.687818394667,56.609646255982,0
Breast cancer,65.899863107985,125.665945104269,0,76.252965711621,129.172208588037,0,37.226123053979,56.609646255982,0
Breast cancer,66.666835874877,125.665945104269,0,89.782174424322,129.172208588037,0,42.276141356931,56.609646255982,0
Breast cancer,77.31404281438,125.665945104269,0,83.462344966251,129.172208588037,0,33.733195756326,56.609646255982,0
Breast cancer,80.385312023292,125.665945104269,0,74.646460671984,129.172208588037,0,38.641152115261,56.609646255982,0
Asthma,854.33011270482,1395.13112079195,0,724.868813291446,1150.08344875648,0,440.298268453357,653.638937902636,0
Asthma,804.878659875368,1395.13112079195,0,726.822242866788,1150.08344875648,0,426.29885054369,653.638937902636,0
Asthma,864.357189999001,1395.13112079195,0,750.126923599912,1150.08344875648,0,458.199693790786,653.638937902636,0
Asthma,858.987044586572,1395.13112079195,0,675.564082395522,1150.08344875648,0,442.267877177554,653.638937902636,0
Asthma,839.97715742734,1395.13112079195,0,685.355468549144,1150.08344875648,0,436.730538711853,653.638937902636,0
Asthma,857.07670983985,1395.13112079195,0,710.655106292853,1150.08344875648,0,426.221098649481,653.638937902636,0
Asthma,822.820921164755,1395.13112079195,0,653.937338879308,1150.08344875648,0,423.868837477928,653.638937902636,0
Asthma,831.0201218528,1395.13112079195,0,748.065949901811,1150.08344875648,0,438.834339454901,653.638937902636,0
Asthma,832.316742041427,1395.13112079195,0,714.66671359428,1150.08344875648,0,450.908466618341,653.638937902636,0
Asthma,848.959083314684,1395.13112079195,0,723.59745173303,1150.08344875648,0,444.118148925241,653.638937902636,0
Asthma,870.632446551224,1395.13112079195,0,734.191338584696,1150.08344875648,0,432.788320443586,653.638937902636,0
Asthma,838.608431874155,1395.13112079195,0,697.33582940645,1150.08344875648,0,447.295143362628,653.638937902636,0
Asthma,863.85822818431,1395.13112079195,0,706.312151148726,1150.08344875648,0,445.637478106631,653.638937902636,0
Asthma,840.180727097126,1395.13112079195,0,729.892626620182,1150.08344875648,0,414.080629755465,653.638937902636,0
Asthma,816.179113950619,1395.13112079195,0,719.476055279449,1150.08344875648,0,442.044987998803,653.638937902636,0
Asthma,838.080104835219,1395.13112079195,0,708.800539055528,1150.08344875648,0,434.313659829118,653.638937902636,0
Asthma,871.427022250041,1395.13112079195,0,695.053948326672,1150.08344875648,0,431.266984427804,653.638937902636,0
Asthma,863.663154363916,1395.13112079195,0,735.689793121768,1150.08344875648,0,406.597092519265,653.638937902636,0
Asthma,807.896059346946,1395.13112079195,0,720.28472930008,1150.08344875648,0,453.641866929589,653.638937902636,0
Asthma,854.033772773507,1395.13112079195,0,699.764541069714,1150.08344875648,0,427.345061874825,653.638937902636,0
Asthma,843.383540056572,1395.13112079195,0,717.777948976055,1150.08344875648,0,467.38385925012,653.638937902636,0
Asthma,839.624550939699,1395.13112079195,0,745.52947441805,1150.08344875648,0,441.782914898889,653.638937902636,0
Asthma,819.097990906931,1395.13112079195,0,725.158603943625,1150.08344875648,0,439.343965358044,653.638937902636,0
Asthma,871.028628294272,1395.13112079195,0,691.144444268432,1150.08344875648,0,421.025860128042,653.638937902636,0
Asthma,845.76195621035,1395.13112079195,0,738.254806483597,1150.08344875648,0,434.461636939852,653.638937902636,0
Asthma,876.850144791617,1395.13112079195,0,738.214774931676,1150.08344875648,0,444.166924703046,653.638937902636,0
Asthma,848.391122921324,1395.13112079195,0,756.699129445332,1150.08344875648,0,447.74719375868,653.638937902636,0
Asthma,863.346601551644,1395.13112079195,0,719.326255740264,1150.08344875648,0,441.740438589769,653.638937902636,0
Asthma,834.839483562422,1395.13112079195,0,691.096478860005,1150.08344875648,0,446.237158924625,653.638937902636,0
Asthma,868.563410842012,1395.13112079195,0,683.156554852004,1150.08344875648,0,448.685747742373,653.638937902636,0
Asthma,873.449055208912,1395.13112079195,0,735.120909897092,1150.08344875648,0,439.314765577274,653.638937902636,0
Asthma,827.428786766597,1395.13112079195,0,716.215555174715,1150.08344875648,0,451.528197788895,653.638937902636,0
Asthma,831.110267406045,1395.13112079195,0,740.785263781144,1150.08344875648,0,435.817584614667,653.638937902636,0
Asthma,886.561875381543,1395.13112079195,0,713.66317978729,1150.08344875648,0,436.010040640933,653.638937902636,0
Asthma,851.046878011179,1395.13112079195,0,703.178314090794,1150.08344875648,0,447.019348955706,653.638937902636,0
Asthma,845.132256017472,1395.13112079195,0,715.06489880837,1150.08344875648,0,449.286722767605,653.638937902636,0
Asthma,866.59372243267,1395.13112079195,0,741.862735977614,1150.08344875648,0,447.520203356796,653.638937902636,0
Asthma,864.306430030742,1395.13112079195,0,725.845481695718,1150.08344875648,0,456.047599040208,653.638937902636,0
Asthma,856.528120361274,1395.13112079195,0,685.363138806522,1150.08344875648,0,434.755341025123,653.638937902636,0
Asthma,837.66557114984,1395.13112079195,0,720.507972713619,1150.08344875648,0,436.041642544523,653.638937902636,0
Asthma,873.083561535752,1395.13112079195,0,710.049698936181,1150.08344875648,0,463.415797386232,653.638937902636,0
Asthma,842.877418689922,1395.13112079195,0,735.422904280174,1150.08344875648,0,438.096376950649,653.638937902636,0
Asthma,867.697893331344,1395.13112079195,0,737.977442823072,1150.08344875648,0,434.230166642236,653.638937902636,0
Asthma,846.595111042246,1395.13112079195,0,718.057186610132,1150.08344875648,0,420.032572287191,653.638937902636,0
Asthma,860.211548817835,1395.13112079195,0,715.910628032796,1150.08344875648,0,419.458933461462,653.638937902636,0
Asthma,837.953488680283,1395.13112079195,0,746.27042852541,1150.08344875648,0,451.823674951355,653.638937902636,0
Asthma,862.733976064097,1395.13112079195,0,690.707405130576,1150.08344875648,0,433.139203302487,653.638937902636,0
Asthma,860.424412814552,1395.13112079195,0,718.267574557901,1150.08344875648,0,430.601433408892,653.638937902636,0
Asthma,843.806449164105,1395.13112079195,0,669.577091914416,1150.08344875648,0,433.345238761551,653.638937902636,0
Asthma,803.49305622033,1395.13112079195,0,683.559273153448,1150.08344875648,0,435.980566082688,653.638937902636,0
Asthma,841.485798058087,1395.13112079195,0,702.549992838705,1150.08344875648,0,431.597650378225,653.638937902636,0
Asthma,835.826352036764,1395.13112079195,0,708.947595593345,1150.08344875648,0,445.091195803106,653.638937902636,0
Asthma,817.928360405945,1395.13112079195,0,700.100511120229,1150.08344875648,0,438.91085768773,653.638937902636,0
Asthma,851.859950414672,1395.13112079195,0,729.805278556816,1150.08344875648,0,437.403980314231,653.638937902636,0
Asthma,861.270320704305,1395.13112079195,0,734.732426120584,1150.08344875648,0,449.258824138781,653.638937902636,0
Asthma,858.222262286012,1395.13112079195,0,706.832875569344,1150.08344875648,0,435.208975681867,653.638937902636,0
Asthma,835.038801986653,1395.13112079195,0,755.990172333713,1150.08344875648,0,445.810845050661,653.638937902636,0
Asthma,904.721675916398,1395.13112079195,0,708.736525784475,1150.08344875648,0,472.778397785552,653.638937902636,0
Asthma,860.467129372984,1395.13112079195,0,731.9361949998,1150.08344875648,0,426.662120650636,653.638937902636,0
Asthma,851.26778724618,1395.13112079195,0,725.016835171713,1150.08344875648,0,438.507967096412,653.638937902636,0
Asthma,792.736370076264,1395.13112079195,0,750.892951484886,1150.08344875648,0,453.871914309613,653.638937902636,0
Asthma,855.865279580071,1395.13112079195,0,704.840429527845,1150.08344875648,0,453.789598974089,653.638937902636,0
Asthma,812.035892662655,1395.13112079195,0,732.765679770079,1150.08344875648,0,439.84677532187,653.638937902636,0
Asthma,880.909976946656,1395.13112079195,0,717.323013006038,1150.08344875648,0,434.677513073035,653.638937902636,0
Asthma,857.743127330159,1395.13112079195,0,707.554105402562,1150.08344875648,0,433.773610410997,653.638937902636,0
Asthma,871.902537687299,1395.13112079195,0,707.544129672995,1150.08344875648,0,444.019475737765,653.638937902636,0
Asthma,874.320069025138,1395.13112079195,0,745.439594524336,1150.08344875648,0,424.644057514287,653.638937902636,0
Asthma,861.493379002833,1395.13112079195,0,743.756856027851,1150.08344875648,0,453.085375575953,653.638937902636,0
Asthma,871.45317111032,1395.13112079195,0,717.868733344486,1150.08344875648,0,448.061202825873,653.638937902636,0
Asthma,834.437315712822,1395.13112079195,0,698.956906977754,1150.08344875648,0,434.459387693948,653.638937902636,0
Asthma,847.246009986393,1395.13112079195,0,714.749514000611,1150.08344875648,0,426.918439112148,653.638937902636,0
Asthma,829.678018029446,1395.13112079195,0,683.707480121696,1150.08344875648,0,436.62537336368,653.638937902636,0
Asthma,808.705801130974,1395.13112079195,0,698.22559956091,1150.08344875648,0,435.269575611894,653.638937902636,0
Asthma,866.90657289584,1395.13112079195,0,695.865556210502,1150.08344875648,0,427.385681527568,653.638937902636,0
Asthma,867.615859199575,1395.13112079195,0,705.510574223987,1150.08344875648,0,437.654473857266,653.638937902636,0
Asthma,872.603808258435,1395.13112079195,0,730.977171251412,1150.08344875648,0,405.479799579835,653.638937902636,0
Asthma,857.158910807172,1395.13112079195,0,684.673978162979,1150.08344875648,0,443.505599302147,653.638937902636,0
Asthma,893.400387724052,1395.13112079195,0,742.159558425602,1150.08344875648,0,440.703591254239,653.638937902636,0
Asthma,793.038012581174,1395.13112079195,0,725.628400225869,1150.08344875648,0,424.934172151525,653.638937902636,0
Asthma,856.034341194154,1395.13112079195,0,735.025936692445,1150.08344875648,0,422.251303859365,653.638937902636,0
Asthma,847.122226543806,1395.13112079195,0,693.349448094528,1150.08344875648,0,429.985801820172,653.638937902636,0
Asthma,833.470799626599,1395.13112079195,0,727.495093135434,1150.08344875648,0,453.794742867547,653.638937902636,0
Asthma,836.407195592953,1395.13112079195,0,733.855917004101,1150.08344875648,0,425.676227890908,653.638937902636,0
Asthma,788.307592205186,1395.13112079195,0,678.941843449009,1150.08344875648,0,431.352076232285,653.638937902636,0
Asthma,874.464587669086,1395.13112079195,0,771.391145517834,1150.08344875648,0,443.744468663544,653.638937902636,0
Asthma,858.116463168407,1395.13112079195,0,712.159715569515,1150.08344875648,0,445.453013195697,653.638937902636,0
Asthma,861.486937036929,1395.13112079195,0,731.302170121321,1150.08344875648,0,445.286422270327,653.638937902636,0
Asthma,884.912433496488,1395.13112079195,0,665.514758435932,1150.08344875648,0,428.147622516435,653.638937902636,0
Asthma,842.442564066943,1395.13112079195,0,702.778460471321,1150.08344875648,0,433.352380911599,653.638937902636,0
Asthma,888.630118125683,1395.13112079195,0,717.691852005207,1150.08344875648,0,461.551428595555,653.638937902636,0
Asthma,851.653509051725,1395.13112079195,0,696.740559119259,1150.08344875648,0,446.512286621764,653.638937902636,0
Asthma,855.642534722669,1395.13112079195,0,710.811693292985,1150.08344875648,0,457.774643685075,653.638937902636,0
Asthma,838.066921413392,1395.13112079195,0,712.515272686729,1150.08344875648,0,446.671250290002,653.638937902636,0
Asthma,851.254710549797,1395.13112079195,0,686.171533835631,1150.08344875648,0,415.912424563773,653.638937902636,0
Asthma,844.322183586695,1395.13112079195,0,713.966498499307,1150.08344875648,0,428.592285984702,653.638937902636,0
Asthma,811.531170414682,1395.13112079195,0,735.015076038031,1150.08344875648,0,435.037703117466,653.638937902636,0
Asthma,852.611438464126,1395.13112079195,0,740.888487489204,1150.08344875648,0,416.939573945097,653.638937902636,0
Asthma,832.403635907316,1395.13112079195,0,732.243277048556,1150.08344875648,0,437.051766795053,653.638937902636,0
Asthma,821.98427621505,1395.13112079195,0,751.248167655373,1150.08344875648,0,425.633652916126,653.638937902636,0
Asthma,821.206173863145,1395.13112079195,0,724.765103914691,1150.08344875648,0,461.03652701272,653.638937902636,0
Coronary artery disease,380.931197352252,596.135979850335,0,380.247151531875,568.220251530145,0,213.579554331429,318.940963087376,0
Coronary artery disease,403.968994253077,596.135979850335,0,393.184316407385,568.220251530145,0,215.604309912764,318.940963087376,0
Coronary artery disease,381.000480649505,596.135979850335,0,395.028479916719,568.220251530145,0,228.48191256903,318.940963087376,0
Coronary artery disease,382.663960332208,596.135979850335,0,378.627868470988,568.220251530145,0,234.685151596993,318.940963087376,0
Coronary artery disease,388.274351430419,596.135979850335,0,405.163227908211,568.220251530145,0,211.378916973561,318.940963087376,0
Coronary artery disease,395.469332679134,596.135979850335,0,378.043761415063,568.220251530145,0,211.937000326724,318.940963087376,0
Coronary artery disease,404.113477245791,596.135979850335,0,381.134505683593,568.220251530145,0,222.404337877421,318.940963087376,0
Coronary artery disease,395.732777183939,596.135979850335,0,379.806356812028,568.220251530145,0,226.702077631131,318.940963087376,0
Coronary artery disease,380.845363141983,596.135979850335,0,378.773633407494,568.220251530145,0,206.57800935081,318.940963087376,0
Coronary artery disease,417.337067350143,596.135979850335,0,385.079769462606,568.220251530145,0,227.705396298963,318.940963087376,0
Coronary artery disease,381.794804942007,596.135979850335,0,400.170116048607,568.220251530145,0,215.400891717312,318.940963087376,0
Coronary artery disease,408.717170329161,596.135979850335,0,412.811050889835,568.220251530145,0,222.68715789265,318.940963087376,0
Coronary artery disease,402.459760158649,596.135979850335,0,385.356458344523,568.220251530145,0,216.261287992643,318.940963087376,0
Coronary artery disease,399.872030054267,596.135979850335,0,364.277264149148,568.220251530145,0,226.114821701229,318.940963087376,0
Coronary artery disease,395.775772770761,596.135979850335,0,395.757445918073,568.220251530145,0,223.891272610565,318.940963087376,0
Coronary artery disease,413.447887033612,596.135979850335,0,368.888798156622,568.220251530145,0,223.229197224421,318.940963087376,0
Coronary artery disease,411.764808363081,596.135979850335,0,395.689023266778,568.220251530145,0,203.024597885848,318.940963087376,0
Coronary artery disease,391.463009592792,596.135979850335,0,376.481463505953,568.220251530145,0,219.878658858295,318.940963087376,0
Coronary artery disease,403.854316291109,596.135979850335,0,384.920921705632,568.220251530145,0,217.523008564775,318.940963087376,0
Coronary artery disease,368.97696220362,596.135979850335,0,413.252671285935,568.220251530145,0,218.96025546786,318.940963087376,0
Coronary artery disease,400.139003431965,596.135979850335,0,378.711249001921,568.220251530145,0,207.71614995436,318.940963087376,0
Coronary artery disease,400.56970162322,596.135979850335,0,405.771503226563,568.220251530145,0,208.987137301148,318.940963087376,0
Coronary artery disease,395.520143945415,596.135979850335,0,396.414074936264,568.220251530145,0,226.362168639951,318.940963087376,0
Coronary artery disease,400.187849588949,596.135979850335,0,398.712068156528,568.220251530145,0,221.847951135428,318.940963087376,0
Coronary artery disease,403.157699227866,596.135979850335,0,400.834401046345,568.220251530145,0,216.103015783135,318.940963087376,0
Coronary artery disease,403.540125879879,596.135979850335,0,388.231274824489,568.220251530145,0,215.059659560684,318.940963087376,0
Coronary artery disease,370.253755926954,596.135979850335,0,383.054758651761,568.220251530145,0,226.836118572069,318.940963087376,0
Coronary artery disease,403.723465142292,596.135979850335,0,372.671713829809,568.220251530145,0,214.482248978386,318.940963087376,0
Coronary artery disease,377.701882447305,596.135979850335,0,388.410335341245,568.220251530145,0,209.347980660541,318.940963087376,0
Coronary artery disease,399.680339114625,596.135979850335,0,376.664308051161,568.220251530145,0,220.055193928523,318.940963087376,0
Coronary artery disease,372.265025572418,596.135979850335,0,403.348894471195,568.220251530145,0,214.928711205063,318.940963087376,0
Coronary artery disease,395.297271574735,596.135979850335,0,406.572635495946,568.220251530145,0,211.673933351445,318.940963087376,0
Coronary artery disease,399.097874747158,596.135979850335,0,400.99926470572,568.220251530145,0,229.548735311275,318.940963087376,0
Coronary artery disease,367.731538642264,596.135979850335,0,395.388276417911,568.220251530145,0,219.412049751343,318.940963087376,0
Coronary artery disease,376.150948104565,596.135979850335,0,410.509044537666,568.220251530145,0,227.207679629424,318.940963087376,0
Coronary artery disease,371.461436704423,596.135979850335,0,370.21986337523,568.220251530145,0,218.444246270343,318.940963087376,0
Coronary artery disease,387.483084613358,596.135979850335,0,397.3492104815,568.220251530145,0,215.516404351424,318.940963087376,0
Coronary artery disease,393.524779768277,596.135979850335,0,375.354757357548,568.220251530145,0,207.188084891231,318.940963087376,0
Coronary artery disease,376.667932453393,596.135979850335,0,408.172611395448,568.220251530145,0,209.060778596941,318.940963087376,0
Coronary artery disease,399.241031990607,596.135979850335,0,387.082814651795,568.220251530145,0,224.057829349827,318.940963087376,0
Coronary artery disease,382.955989146918,596.135979850335,0,411.546656550738,568.220251530145,0,219.507292774598,318.940963087376,0
Coronary artery disease,384.974389127006,596.135979850335,0,413.98385241351,568.220251530145,0,216.381660488738,318.940963087376,0
Coronary artery disease,387.322961579901,596.135979850335,0,379.69112279413,568.220251530145,0,215.525583454323,318.940963087376,0
Coronary artery disease,408.22233222513,596.135979850335,0,400.774499189614,568.220251530145,0,232.573889443765,318.940963087376,0
Coronary artery disease,406.931326346729,596.135979850335,0,363.245581390781,568.220251530145,0,200.278714172862,318.940963087376,0
Coronary artery disease,382.989293119933,596.135979850335,0,402.777530267749,568.220251530145,0,202.600590535748,318.940963087376,0
Coronary artery disease,388.36097741784,596.135979850335,0,372.508782555394,568.220251530145,0,214.57166336382,318.940963087376,0
Coronary artery disease,376.068908570569,596.135979850335,0,385.71435457408,568.220251530145,0,221.429904962751,318.940963087376,0
Coronary artery disease,397.507572046887,596.135979850335,0,366.307357824698,568.220251530145,0,221.601874230453,318.940963087376,0
Coronary artery disease,406.129048352398,596.135979850335,0,401.533846251117,568.220251530145,0,215.64332660154,318.940963087376,0
