trait,brainspanGenSWL,brainspanGenSum,brainspanGenPval,coexpressionGenSWL,coexpressionGenSum,coexpressionGenPval,cotransGenSWL,cotransGenSum,cotransGenPval,goGenSWL,goGenSum,goGenPval,gtexGenSWL,gtexGenSum,gtexGenPval,interproGenSWL,interproGenSum,interproGenPval,keggGenSWL,keggGenSum,keggGenPval,literatureGenSWL,literatureGenSum,literatureGenPval,ppiGenSWL,ppiGenSum,ppiGenPval
Parkinson's disease,3.17755449221721,3.93397099460766,0.19,15.0464124457084,16.1243903715935,0.11,9.14640117987656,12.4407259260311,0.01,14.0171470261027,25.802802676938,0,11.9492630520094,17.3505868208095,0,11.2049991727789,16.5606813308294,0,10.5598495326691,15.6541320120582,0,9.3575468349976,14.018314628109,0,2.34764115174911,5.85237207114301,0.01
Parkinson's disease,3.52265335725533,3.93397099460766,0.19,12.5308783096641,16.1243903715935,0.11,9.43129439920054,12.4407259260311,0.01,14.3880834520702,25.802802676938,0,11.313157884076,17.3505868208095,0,13.415517104995,16.5606813308294,0,12.9703047462388,15.6541320120582,0,8.15835275697589,14.018314628109,0,2.95885787474075,5.85237207114301,0.01
Parkinson's disease,3.27776811859156,3.93397099460766,0.19,14.7352822654236,16.1243903715935,0.11,9.36365788370591,12.4407259260311,0.01,14.4316779728457,25.802802676938,0,10.5478482812288,17.3505868208095,0,12.4009133248343,16.5606813308294,0,13.3734320081579,15.6541320120582,0,8.16553758599927,14.018314628109,0,1.87754551645213,5.85237207114301,0.01
Parkinson's disease,2.47829897893105,3.93397099460766,0.19,16.2841662191296,16.1243903715935,0.11,10.6807180174432,12.4407259260311,0.01,15.9167326306751,25.802802676938,0,8.79528728933889,17.3505868208095,0,13.0432114678503,16.5606813308294,0,12.5834299340299,15.6541320120582,0,8.53771548196164,14.018314628109,0,3.24093364414012,5.85237207114301,0.01
Parkinson's disease,3.0768039259797,3.93397099460766,0.19,14.6931384551669,16.1243903715935,0.11,8.93739487310815,12.4407259260311,0.01,13.7673771345517,25.802802676938,0,8.59581101531008,17.3505868208095,0,11.8757381564198,16.5606813308294,0,11.5211272337089,15.6541320120582,0,8.86130964038125,14.018314628109,0,4.55968439825838,5.85237207114301,0.01
Parkinson's disease,4.02834313718347,3.93397099460766,0.19,13.7253747446263,16.1243903715935,0.11,9.79402400473915,12.4407259260311,0.01,14.4415171586983,25.802802676938,0,12.7248369026571,17.3505868208095,0,13.4070682567581,16.5606813308294,0,10.7288034803099,15.6541320120582,0,7.29224776288443,14.018314628109,0,3.364866947642,5.85237207114301,0.01
Parkinson's disease,3.38274548832949,3.93397099460766,0.19,16.3187243116569,16.1243903715935,0.11,9.7801137939205,12.4407259260311,0.01,12.3443589413434,25.802802676938,0,8.44412082792543,17.3505868208095,0,13.2481887190569,16.5606813308294,0,10.8987590473068,15.6541320120582,0,7.44385601063856,14.018314628109,0,5.97746932066126,5.85237207114301,0.01
Parkinson's disease,4.42379791260584,3.93397099460766,0.19,15.1778386561359,16.1243903715935,0.11,10.7937047610672,12.4407259260311,0.01,13.9272555928432,25.802802676938,0,11.3224667826265,17.3505868208095,0,11.8825982324719,16.5606813308294,0,10.6150314330124,15.6541320120582,0,9.60397568093779,14.018314628109,0,3.5394773341062,5.85237207114301,0.01
Parkinson's disease,3.28387623891041,3.93397099460766,0.19,15.7166558699059,16.1243903715935,0.11,10.8730114561792,12.4407259260311,0.01,18.2482072619981,25.802802676938,0,9.82321148714735,17.3505868208095,0,11.8866118491161,16.5606813308294,0,10.1944479863408,15.6541320120582,0,8.04072728673683,14.018314628109,0,2.49308431614573,5.85237207114301,0.01
Parkinson's disease,2.75330516240383,3.93397099460766,0.19,15.2741140276947,16.1243903715935,0.11,8.88274881237082,12.4407259260311,0.01,13.7827423846421,25.802802676938,0,9.66702714906586,17.3505868208095,0,12.6532880001798,16.5606813308294,0,15.0025086153064,15.6541320120582,0,8.01744626788677,14.018314628109,0,2.91602157654991,5.85237207114301,0.01
Parkinson's disease,2.97052164919683,3.93397099460766,0.19,13.9809658205867,16.1243903715935,0.11,10.4054467229284,12.4407259260311,0.01,15.2095638391612,25.802802676938,0,12.2309650813826,17.3505868208095,0,13.6228939362802,16.5606813308294,0,12.9795789339232,15.6541320120582,0,8.0853682710878,14.018314628109,0,3.05629832423802,5.85237207114301,0.01
Parkinson's disease,2.96205397837659,3.93397099460766,0.19,15.6336010936383,16.1243903715935,0.11,9.27782022034157,12.4407259260311,0.01,16.6519114175854,25.802802676938,0,11.2556152356354,17.3505868208095,0,13.7190568822895,16.5606813308294,0,10.9516605612612,15.6541320120582,0,8.68919307422755,14.018314628109,0,3.58331429684356,5.85237207114301,0.01
Parkinson's disease,3.0577796153739,3.93397099460766,0.19,13.3750175529347,16.1243903715935,0.11,9.63633303281201,12.4407259260311,0.01,14.4800451573401,25.802802676938,0,11.2046200405461,17.3505868208095,0,10.5558453528261,16.5606813308294,0,11.7063283818817,15.6541320120582,0,8.32522586170711,14.018314628109,0,2.30564742303896,5.85237207114301,0.01
Parkinson's disease,2.43651256257656,3.93397099460766,0.19,13.049871080638,16.1243903715935,0.11,9.4300669980313,12.4407259260311,0.01,14.0013963214429,25.802802676938,0,11.0267659993785,17.3505868208095,0,10.0541072301881,16.5606813308294,0,11.4164743018171,15.6541320120582,0,9.45503271572425,14.018314628109,0,3.99346262687212,5.85237207114301,0.01
Parkinson's disease,3.27696846622313,3.93397099460766,0.19,15.1322995878261,16.1243903715935,0.11,7.09933547288044,12.4407259260311,0.01,11.2254197171718,25.802802676938,0,8.93038232887118,17.3505868208095,0,12.0636363545934,16.5606813308294,0,12.7356523877249,15.6541320120582,0,8.0635389302072,14.018314628109,0,2.92782427717107,5.85237207114301,0.01
Parkinson's disease,2.74482058939367,3.93397099460766,0.19,10.8732522441193,16.1243903715935,0.11,10.9958754754305,12.4407259260311,0.01,14.264477732131,25.802802676938,0,10.2936280125606,17.3505868208095,0,14.0232626338643,16.5606813308294,0,13.5702135794074,15.6541320120582,0,8.0445326130239,14.018314628109,0,1.86077921487903,5.85237207114301,0.01
Parkinson's disease,4.11670054075818,3.93397099460766,0.19,15.60320853557,16.1243903715935,0.11,8.97648674188382,12.4407259260311,0.01,13.1291108762454,25.802802676938,0,10.8902145799491,17.3505868208095,0,13.8224520320313,16.5606813308294,0,13.6560493289896,15.6541320120582,0,9.01977754010077,14.018314628109,0,3.38926903117251,5.85237207114301,0.01
Parkinson's disease,3.92463039712884,3.93397099460766,0.19,13.3809812203904,16.1243903715935,0.11,11.0132964701449,12.4407259260311,0.01,15.276638226248,25.802802676938,0,11.1025019308845,17.3505868208095,0,13.5074395432179,16.5606813308294,0,13.9830660450504,15.6541320120582,0,8.40835562722145,14.018314628109,0,3.54045427392579,5.85237207114301,0.01
Parkinson's disease,2.64644647584747,3.93397099460766,0.19,13.4576072981292,16.1243903715935,0.11,10.6445574327473,12.4407259260311,0.01,13.2473662279439,25.802802676938,0,10.5483042496747,17.3505868208095,0,14.1681718749183,16.5606813308294,0,13.3772375723446,15.6541320120582,0,8.06039750086923,14.018314628109,0,2.20090660715427,5.85237207114301,0.01
Parkinson's disease,3.27503077730446,3.93397099460766,0.19,13.6441185921061,16.1243903715935,0.11,8.46934540668446,12.4407259260311,0.01,17.5201704284556,25.802802676938,0,11.5942257829755,17.3505868208095,0,12.0831067337464,16.5606813308294,0,14.9869677580732,15.6541320120582,0,7.48971737097781,14.018314628109,0,1.86869438144264,5.85237207114301,0.01
Parkinson's disease,3.17506056385909,3.93397099460766,0.19,14.9466130794013,16.1243903715935,0.11,7.67382590576541,12.4407259260311,0.01,13.8647858004909,25.802802676938,0,10.187623849494,17.3505868208095,0,13.4411785042592,16.5606813308294,0,10.6565191939291,15.6541320120582,0,9.25132380078505,14.018314628109,0,3.93510864463371,5.85237207114301,0.01
Parkinson's disease,3.8231883428374,3.93397099460766,0.19,14.8941715890541,16.1243903715935,0.11,8.95307433861486,12.4407259260311,0.01,17.28076417634,25.802802676938,0,9.72544751872966,17.3505868208095,0,13.4526951212548,16.5606813308294,0,12.3920236152393,15.6541320120582,0,8.97273935560358,14.018314628109,0,2.36016352850337,5.85237207114301,0.01
Parkinson's disease,3.08454216546435,3.93397099460766,0.19,13.3795709853114,16.1243903715935,0.11,9.19196116601339,12.4407259260311,0.01,13.4913780710682,25.802802676938,0,9.54979542183758,17.3505868208095,0,13.9942075091643,16.5606813308294,0,14.6095289529113,15.6541320120582,0,8.118174224444,14.018314628109,0,2.56728564911991,5.85237207114301,0.01
Parkinson's disease,3.28761636813327,3.93397099460766,0.19,11.5130627898931,16.1243903715935,0.11,8.29478171477121,12.4407259260311,0.01,14.9733164257627,25.802802676938,0,10.3483424931422,17.3505868208095,0,13.721622680987,16.5606813308294,0,12.2579818340593,15.6541320120582,0,9.26793968923884,14.018314628109,0,3.32200871602377,5.85237207114301,0.01
Parkinson's disease,4.4545099855815,3.93397099460766,0.19,16.081109765367,16.1243903715935,0.11,8.45809503956503,12.4407259260311,0.01,13.6997639368993,25.802802676938,0,11.0894224920667,17.3505868208095,0,11.8808391176291,16.5606813308294,0,10.872356817216,15.6541320120582,0,10.510265978978,14.018314628109,0,2.38301719718834,5.85237207114301,0.01
Parkinson's disease,2.32042296948453,3.93397099460766,0.19,12.9355034006361,16.1243903715935,0.11,9.22794935044428,12.4407259260311,0.01,14.2285146812236,25.802802676938,0,11.1042197798006,17.3505868208095,0,11.4041678531091,16.5606813308294,0,11.7371207012607,15.6541320120582,0,8.76672711559368,14.018314628109,0,3.18654457709866,5.85237207114301,0.01
Parkinson's disease,2.62593728291432,3.93397099460766,0.19,12.942343299346,16.1243903715935,0.11,8.832105215188,12.4407259260311,0.01,15.0260574445878,25.802802676938,0,10.1729139756003,17.3505868208095,0,12.4777640483297,16.5606813308294,0,9.54895644342881,15.6541320120582,0,7.99637469903112,14.018314628109,0,3.10613814929701,5.85237207114301,0.01
Parkinson's disease,4.13304235554846,3.93397099460766,0.19,13.718331157922,16.1243903715935,0.11,9.5674627948266,12.4407259260311,0.01,14.7545174268298,25.802802676938,0,10.4385937161124,17.3505868208095,0,11.49269756906,16.5606813308294,0,12.9426607676962,15.6541320120582,0,6.60285921367144,14.018314628109,0,2.31216458369487,5.85237207114301,0.01
Parkinson's disease,3.62618605872112,3.93397099460766,0.19,15.0293167048343,16.1243903715935,0.11,8.5030811622361,12.4407259260311,0.01,14.1889742585947,25.802802676938,0,9.7426506723415,17.3505868208095,0,14.2024086300248,16.5606813308294,0,10.8455144460331,15.6541320120582,0,9.34600020064858,14.018314628109,0,2.17628885610832,5.85237207114301,0.01
Parkinson's disease,3.09169101700063,3.93397099460766,0.19,12.8597043347211,16.1243903715935,0.11,9.39494235475929,12.4407259260311,0.01,16.6350049543615,25.802802676938,0,10.2965804645313,17.3505868208095,0,12.3586139821255,16.5606813308294,0,10.2106213609638,15.6541320120582,0,7.17860859766751,14.018314628109,0,2.95389525279798,5.85237207114301,0.01
Parkinson's disease,2.86690082713772,3.93397099460766,0.19,14.6021489326393,16.1243903715935,0.11,8.41928506731722,12.4407259260311,0.01,13.8278614186516,25.802802676938,0,10.5173516273663,17.3505868208095,0,10.4716348706625,16.5606813308294,0,12.2365102550459,15.6541320120582,0,10.4578333633185,14.018314628109,0,1.86157073153522,5.85237207114301,0.01
Parkinson's disease,3.37734662901221,3.93397099460766,0.19,13.0339614453407,16.1243903715935,0.11,9.73059027312375,12.4407259260311,0.01,13.7187012620003,25.802802676938,0,10.6286259854495,17.3505868208095,0,12.3360629807941,16.5606813308294,0,11.0755033496068,15.6541320120582,0,7.75031458197821,14.018314628109,0,2.02486082600718,5.85237207114301,0.01
Parkinson's disease,4.64544361928925,3.93397099460766,0.19,18.7799760431442,16.1243903715935,0.11,9.6463911945893,12.4407259260311,0.01,17.7499233823893,25.802802676938,0,12.2453777008746,17.3505868208095,0,13.9140139179021,16.5606813308294,0,11.0112614130449,15.6541320120582,0,7.80237169733339,14.018314628109,0,2.18818020659512,5.85237207114301,0.01
Parkinson's disease,2.97906259430722,3.93397099460766,0.19,16.5707195045734,16.1243903715935,0.11,9.39715272267863,12.4407259260311,0.01,18.8098290097928,25.802802676938,0,10.123481104646,17.3505868208095,0,14.8089281566859,16.5606813308294,0,14.092225227444,15.6541320120582,0,6.89387872071572,14.018314628109,0,2.28515980590602,5.85237207114301,0.01
