id,node,node.type,node.label,dataset.type,pln
n0153,BMPR1B,1,GENE,1,Nervous
n0154,BMS1,1,GENE,1,Nervous
n0155,BNIP3L,1,GENE,1,Nervous
n0156,BNIPL,1,GENE,1,Nervous
n0157,BOLL,1,GENE,1,Nervous
n0158,BPTF,1,GENE,1,Nervous
n0159,BRAF,1,GENE,1,Nervous
n0160,BRD1,1,GENE,1,Nervous
n0161,BRD7,1,GENE,1,Nervous
n0162,BRINP2,1,GENE,1,Nervous
n0163,BST1,1,GENE,1,Nervous
n0164,BTAF1,1,GENE,1,Nervous
n0165,BTBD18,1,GENE,1,Nervous
n0166,BTG1,1,GENE,1,Nervous
n0167,BTN2A2,1,GENE,1,Nervous
n0168,BTN3A1,1,GENE,1,Nervous
n0169,BTN3A2,1,GENE,1,Nervous
n0170,C11orf74,1,GENE,1,Nervous
n0171,C11orf87,1,GENE,1,Nervous
n0172,C12orf65,1,GENE,1,Nervous
n0173,C16orf86,1,GENE,1,Nervous
n0174,C17orf58,1,GENE,1,Nervous
n0175,C1orf52,1,GENE,1,Nervous
n0176,C2CD4A,1,GENE,1,Nervous
n0177,C2orf69,1,GENE,1,Nervous
n0178,C3orf33,1,GENE,1,Nervous
n0179,C3orf80,1,GENE,1,Nervous
n0180,C5orf67,1,GENE,1,Nervous
n0181,CA14,1,GENE,1,Nervous
n0182,CA8,1,GENE,1,Nervous
n0183,CACNA1B,1,GENE,1,Nervous
n0184,CACNA1C,1,GENE,1,Nervous
n0185,CACNA1I,1,GENE,1,Nervous
n0186,CACNA2D3,1,GENE,1,Nervous
n0187,CACNB2,1,GENE,1,Nervous
n0188,CALCOCO2,1,GENE,1,Nervous
n0189,CALCR,1,GENE,1,Nervous
n0190,CALHM1,1,GENE,1,Nervous
n0191,CALHM2,1,GENE,1,Nervous
n0192,CALN1,1,GENE,1,Nervous
n0193,CAMK1D,1,GENE,1,Nervous
n0194,CAMK2D,1,GENE,1,Nervous
n0195,CAMK2G,1,GENE,1,Nervous
n0196,CAMKK2,1,GENE,1,Nervous
n0197,CAPN13,1,GENE,1,Nervous
n0198,CARD11,1,GENE,1,Nervous
n0199,CASP8,1,GENE,1,Nervous
n0200,CASR,1,GENE,1,Nervous
n0201,CBFA2T3,1,GENE,1,Nervous
n0202,CBLB,1,GENE,1,Nervous
n0203,CBX1,1,GENE,1,Nervous
n0204,CCDC112,1,GENE,1,Nervous
n0205,CCDC12,1,GENE,1,Nervous
n0206,CCDC122,1,GENE,1,Nervous
n0207,CCDC39,1,GENE,1,Nervous
n0208,CCDC60,1,GENE,1,Nervous
n0209,CCDC62,1,GENE,1,Nervous
n0210,CCDC68,1,GENE,1,Nervous
n0211,CCDC77,1,GENE,1,Nervous
n0212,CCDC82,1,GENE,1,Nervous
n0213,CCDC85A,1,GENE,1,Nervous
n0214,CCL22,1,GENE,1,Nervous
n0215,CCND1,1,GENE,1,Nervous
n0216,CCND2,1,GENE,1,Nervous
n0217,CCNT2,1,GENE,1,Nervous
n0218,CCR4,1,GENE,1,Nervous
n0219,CD14,1,GENE,1,Nervous
n0220,CD2,1,GENE,1,Nervous
n0221,CD200R1,1,GENE,1,Nervous
n0222,CD226,1,GENE,1,Nervous
n0223,CD28,1,GENE,1,Nervous
n0224,CD2AP,1,GENE,1,Nervous
n0225,CD33,1,GENE,1,Nervous
n0226,CD38,1,GENE,1,Nervous
n0227,CD40,1,GENE,1,Nervous
n0228,CD46,1,GENE,1,Nervous
n0229,CD48,1,GENE,1,Nervous
n0230,CD5,1,GENE,1,Nervous
n0231,CD58,1,GENE,1,Nervous
n0232,CD6,1,GENE,1,Nervous
n0233,CD69,1,GENE,1,Nervous
n0234,CD86,1,GENE,1,Nervous
n0235,CD8B,1,GENE,1,Nervous
n0236,CDC123,1,GENE,1,Nervous
n0237,CDC25C,1,GENE,1,Nervous
n0238,CDC37,1,GENE,1,Nervous
n0239,CDH11,1,GENE,1,Nervous
n0240,CDH13,1,GENE,1,Nervous
n0241,CDH18,1,GENE,1,Nervous
n0242,CDH2,1,GENE,1,Nervous
n0243,CDH3,1,GENE,1,Nervous
n0244,CDHR3,1,GENE,1,Nervous
n0245,CDIP1,1,GENE,1,Nervous
n0246,CDK2AP1,1,GENE,1,Nervous
n0247,CDK5RAP3,1,GENE,1,Nervous
n0248,CDKAL1,1,GENE,1,Nervous
n0249,CDKN1B,1,GENE,1,Nervous
n0250,CDKN2A,1,GENE,1,Nervous
n0251,CDKN2B,1,GENE,1,Nervous
n0252,CDSN,1,GENE,1,Nervous
n0253,CEACAM21,1,GENE,1,Nervous
n0254,CEBPB,1,GENE,1,Nervous
n0255,CEBPG,1,GENE,1,Nervous
n0256,CEBPZ,1,GENE,1,Nervous
n0257,CELF1,1,GENE,1,Nervous
n0258,CENPE,1,GENE,1,Nervous
n0259,CENPM,1,GENE,1,Nervous
n0260,CENPO,1,GENE,1,Nervous
n0261,CENPT,1,GENE,1,Nervous
n0262,CENPW,1,GENE,1,Nervous
n0263,CEP170,1,GENE,1,Nervous
n0264,CEP68,1,GENE,1,Nervous
n0265,CERS6,1,GENE,1,Nervous
n0266,CETN3,1,GENE,1,Nervous
n0267,CHADL,1,GENE,1,Nervous
n0268,CHD1L,1,GENE,1,Nervous
n0269,CHD7,1,GENE,1,Nervous
n0270,CHRM4,1,GENE,1,Nervous
n0271,CHRNA2,1,GENE,1,Nervous
n0272,CHRNA3,1,GENE,1,Nervous
n0273,CHRNA5,1,GENE,1,Nervous
n0274,CHRNB4,1,GENE,1,Nervous
n0275,CHST12,1,GENE,1,Nervous
n0276,CHUK,1,GENE,1,Nervous
n0277,CILP2,1,GENE,1,Nervous
n0278,CISD2,1,GENE,1,Nervous
n0279,CKAP5,1,GENE,1,Nervous
n0280,CKB,1,GENE,1,Nervous
n0281,CLC,1,GENE,1,Nervous
n0282,CLCN3,1,GENE,1,Nervous
n0283,CLDN7,1,GENE,1,Nervous
n0284,CLEC14A,1,GENE,1,Nervous
n0285,CLEC16A,1,GENE,1,Nervous
n0286,CLEC2D,1,GENE,1,Nervous
n0287,CLECL1,1,GENE,1,Nervous
n0288,CLP1,1,GENE,1,Nervous
n0289,CLSTN3,1,GENE,1,Nervous
n0290,CLU,1,GENE,1,Nervous
n0291,CLUAP1,1,GENE,1,Nervous
n0292,CMIP,1,GENE,1,Nervous
n0293,CNEP1R1,1,GENE,1,Nervous
n0294,CNKSR3,1,GENE,1,Nervous
n0295,CNNM2,1,GENE,1,Nervous
n0296,CNOT1,1,GENE,1,Nervous
n0297,CNR2,1,GENE,1,Nervous
n0298,CNTN2,1,GENE,1,Nervous
n0299,CNTN4,1,GENE,1,Nervous
n0300,CNTNAP2,1,GENE,1,Nervous
n0301,CNTNAP5,1,GENE,1,Nervous
n0302,COBLL1,1,GENE,1,Nervous
n0303,COG6,1,GENE,1,Nervous
n0304,COL13A1,1,GENE,1,Nervous
n0305,COL21A1,1,GENE,1,Nervous
n0306,COL5A2,1,GENE,1,Nervous
n0307,COMMD7,1,GENE,1,Nervous
n0308,COMMD9,1,GENE,1,Nervous
n0309,COPZ2,1,GENE,1,Nervous
n0310,COQ10B,1,GENE,1,Nervous
n0311,COQ7,1,GENE,1,Nervous
n0312,CORO7,1,GENE,1,Nervous
n0313,CORO7-PAM16,1,GENE,1,Nervous
n0314,COX7B2,1,GENE,1,Nervous
n0315,CPA6,1,GENE,1,Nervous
n0316,CPEB1,1,GENE,1,Nervous
n0317,CPED1,1,GENE,1,Nervous
n0318,CPPED1,1,GENE,1,Nervous
n0319,CPQ,1,GENE,1,Nervous
n0320,CPT1C,1,GENE,1,Nervous
n0321,CR1,1,GENE,1,Nervous
n0322,CR1L,1,GENE,1,Nervous
n0323,CR2,1,GENE,1,Nervous
n0324,CREB3L1,1,GENE,1,Nervous
n0325,CRHR1,1,GENE,1,Nervous
n0326,CRHR2,1,GENE,1,Nervous
n0327,CRTAP,1,GENE,1,Nervous
n0328,CRY2,1,GENE,1,Nervous
n0329,CRYBA1,1,GENE,1,Nervous
n0330,CSDC2,1,GENE,1,Nervous
n0331,CSF2RB,1,GENE,1,Nervous
n0332,CSGALNACT2,1,GENE,1,Nervous
n0333,CSMD1,1,GENE,1,Nervous
n0334,CSRNP3,1,GENE,1,Nervous
n0335,CTBP1,1,GENE,1,Nervous
n0336,CTCFL,1,GENE,1,Nervous
n0337,CTDP1,1,GENE,1,Nervous
n0338,CTF1,1,GENE,1,Nervous
n0339,CTLA4,1,GENE,1,Nervous
n0340,CTNNA1,1,GENE,1,Nervous
n0341,CTNND1,1,GENE,1,Nervous
n0342,CTRB1,1,GENE,1,Nervous
n0343,CTRL,1,GENE,1,Nervous
n0344,CTSB,1,GENE,1,Nervous
n0345,CTSH,1,GENE,1,Nervous
n0346,CTTNBP2,1,GENE,1,Nervous
n0347,CUL3,1,GENE,1,Nervous
n0348,CWC22,1,GENE,1,Nervous
n0349,CXCL12,1,GENE,1,Nervous
n0350,CXCR4,1,GENE,1,Nervous
n0351,CXCR5,1,GENE,1,Nervous
n0352,CXXC4,1,GENE,1,Nervous
n0353,CYP17A1,1,GENE,1,Nervous
n0354,CYP1B1,1,GENE,1,Nervous
n0355,CYP24A1,1,GENE,1,Nervous
n0356,CYP26B1,1,GENE,1,Nervous
n0357,CYP27B1,1,GENE,1,Nervous
n0358,CYP2D6,1,GENE,1,Nervous
n0359,CYTIP,1,GENE,1,Nervous
n0360,DAAM1,1,GENE,1,Nervous
n0361,DCAF4L1,1,GENE,1,Nervous
n0362,DCAF6,1,GENE,1,Nervous
n0363,DCC,1,GENE,1,Nervous
n0364,DCD,1,GENE,1,Nervous
n0365,DCLK3,1,GENE,1,Nervous
n0366,DCUN1D1,1,GENE,1,Nervous
n0367,DDAH1,1,GENE,1,Nervous
n0368,DDHD2,1,GENE,1,Nervous
n0369,DDR1,1,GENE,1,Nervous
n0370,DDRGK1,1,GENE,1,Nervous
n0371,DDX18,1,GENE,1,Nervous
n0372,DDX28,1,GENE,1,Nervous
n0373,DDX6,1,GENE,1,Nervous
n0374,DENND1A,1,GENE,1,Nervous
n0375,DENND1B,1,GENE,1,Nervous
n0376,DENND2C,1,GENE,1,Nervous
n0377,DENND5B,1,GENE,1,Nervous
n0378,DEPDC5,1,GENE,1,Nervous
n0379,DGKB,1,GENE,1,Nervous
n0380,DGKD,1,GENE,1,Nervous
n0381,DGKI,1,GENE,1,Nervous
n0382,DGKQ,1,GENE,1,Nervous
n0383,DGKZ,1,GENE,1,Nervous
n0384,DHX38,1,GENE,1,Nervous
n0385,DIRAS2,1,GENE,1,Nervous
n0386,DISC1,1,GENE,1,Nervous
n0387,DKKL1,1,GENE,1,Nervous
n0388,DLEU7,1,GENE,1,Nervous
n0389,DLG2,1,GENE,1,Nervous
n0390,DLK1,1,GENE,1,Nervous
n0391,DLL4,1,GENE,1,Nervous
n0392,DLST,1,GENE,1,Nervous
n0393,DMGDH,1,GENE,1,Nervous
n0394,DMRT2,1,GENE,1,Nervous
n0395,DMRTA1,1,GENE,1,Nervous
n0396,DMTF1,1,GENE,1,Nervous
n0397,DNAH1,1,GENE,1,Nervous
n0398,DNAJA3,1,GENE,1,Nervous
n0399,DNAJC19,1,GENE,1,Nervous
n0400,DND1,1,GENE,1,Nervous
n0401,DNER,1,GENE,1,Nervous
n0402,DNMT3A,1,GENE,1,Nervous
n0403,DOC2A,1,GENE,1,Nervous
n0404,DOCK10,1,GENE,1,Nervous
n0405,DPEP2,1,GENE,1,Nervous
n0406,DPEP3,1,GENE,1,Nervous
n0407,DPP4,1,GENE,1,Nervous
n0408,DPY19L2,1,GENE,1,Nervous
n0409,DPYD,1,GENE,1,Nervous
n0410,DRAP1,1,GENE,1,Nervous
n0411,DRD2,1,GENE,1,Nervous
n0412,DRG2,1,GENE,1,Nervous
n0413,DSC1,1,GENE,1,Nervous
n0414,DSC3,1,GENE,1,Nervous
n0415,DSTYK,1,GENE,1,Nervous
n0416,DTNB,1,GENE,1,Nervous
n0417,DUS2,1,GENE,1,Nervous
n0418,DUSP10,1,GENE,1,Nervous
n0419,DYRK1A,1,GENE,1,Nervous
n0420,ECHDC3,1,GENE,1,Nervous
n0421,ECM1,1,GENE,1,Nervous
n0422,EDC4,1,GENE,1,Nervous
n0423,EEF1D,1,GENE,1,Nervous
n0424,EEPD1,1,GENE,1,Nervous
n0425,EFHD1,1,GENE,1,Nervous
n0426,EFR3A,1,GENE,1,Nervous
n0427,EGR1,1,GENE,1,Nervous
n0428,EHMT2,1,GENE,1,Nervous
n0429,EIF2AK3,1,GENE,1,Nervous
n0430,EIF2S2,1,GENE,1,Nervous
n0431,EIF4E3,1,GENE,1,Nervous
n0432,ELAVL4,1,GENE,1,Nervous
n0433,ELFN1,1,GENE,1,Nervous
n0434,ELMO1,1,GENE,1,Nervous
n0435,ELOVL7,1,GENE,1,Nervous
n0436,ELP4,1,GENE,1,Nervous
n0437,EMB,1,GENE,1,Nervous
n0438,EML2,1,GENE,1,Nervous
n0439,EML4,1,GENE,1,Nervous
n0440,EMX1,1,GENE,1,Nervous
n0441,EN1,1,GENE,1,Nervous
n0442,ENKD1,1,GENE,1,Nervous
n0443,ENOX1,1,GENE,1,Nervous
n0444,ENPP3,1,GENE,1,Nervous
n0445,ENTHD1,1,GENE,1,Nervous
n0446,EOMES,1,GENE,1,Nervous
n0447,EP300,1,GENE,1,Nervous
n0448,EPC2,1,GENE,1,Nervous
n0449,EPHA1,1,GENE,1,Nervous
n0450,EPHX2,1,GENE,1,Nervous
n0451,EPS15L1,1,GENE,1,Nervous
n0452,ERCC4,1,GENE,1,Nervous
n0453,ERG,1,GENE,1,Nervous
n0454,ERGIC3,1,GENE,1,Nervous
n0455,ERI1,1,GENE,1,Nervous
n0456,ESAM,1,GENE,1,Nervous
n0457,ESPN,1,GENE,1,Nervous
n0458,ESR2,1,GENE,1,Nervous
n0459,ESRP2,1,GENE,1,Nervous
n0460,ETF1,1,GENE,1,Nervous
n0461,ETS1,1,GENE,1,Nervous
n0462,ETS2,1,GENE,1,Nervous
n0463,ETV1,1,GENE,1,Nervous
n0464,ETV3L,1,GENE,1,Nervous
n0465,ETV7,1,GENE,1,Nervous
n0466,EVI5,1,GENE,1,Nervous
n0467,EXOC2,1,GENE,1,Nervous
n0468,EXTL2,1,GENE,1,Nervous
n0469,EYA2,1,GENE,1,Nervous
n0470,EYS,1,GENE,1,Nervous
n0471,F2,1,GENE,1,Nervous
n0472,F3,1,GENE,1,Nervous
n0473,FAF1,1,GENE,1,Nervous
n0474,FAIM2,1,GENE,1,Nervous
n0475,FAM126A,1,GENE,1,Nervous
n0476,FAM13A,1,GENE,1,Nervous
n0477,FAM167A,1,GENE,1,Nervous
n0478,FAM167B,1,GENE,1,Nervous
n0479,FAM171A1,1,GENE,1,Nervous
n0480,FAM184A,1,GENE,1,Nervous
n0481,FAM200B,1,GENE,1,Nervous
n0482,FAM228A,1,GENE,1,Nervous
n0483,FAM228B,1,GENE,1,Nervous
n0484,FAM47E,1,GENE,1,Nervous
n0485,FAM49A,1,GENE,1,Nervous
n0486,FAM53C,1,GENE,1,Nervous
n0487,FAM57B,1,GENE,1,Nervous
n0488,FANCD2,1,GENE,1,Nervous
n0489,FANCL,1,GENE,1,Nervous
n0490,FARSA,1,GENE,1,Nervous
n0491,FBRS,1,GENE,1,Nervous
n0492,FBRSL1,1,GENE,1,Nervous
n0493,FBXL13,1,GENE,1,Nervous
n0494,FBXL19,1,GENE,1,Nervous
n0495,FBXL4,1,GENE,1,Nervous
n0496,FBXO11,1,GENE,1,Nervous
n0497,FBXO45,1,GENE,1,Nervous
n0498,FBXO48,1,GENE,1,Nervous
n0499,FCRL1,1,GENE,1,Nervous
n0500,FCRL3,1,GENE,1,Nervous
n0501,FES,1,GENE,1,Nervous
n0502,FEZ1,1,GENE,1,Nervous
n0503,FGF10,1,GENE,1,Nervous
n0504,FGF20,1,GENE,1,Nervous
n0505,FGF9,1,GENE,1,Nervous
n0506,FGFR1,1,GENE,1,Nervous
n0507,FGFR2,1,GENE,1,Nervous
n0508,FGFR4,1,GENE,1,Nervous
n0509,FHIT,1,GENE,1,Nervous
n0510,FITM2,1,GENE,1,Nervous
n0511,FKBP1B,1,GENE,1,Nervous
n0512,FLOT1,1,GENE,1,Nervous
n0513,FLRT2,1,GENE,1,Nervous
n0514,FNDC1,1,GENE,1,Nervous
n0515,FNDC3B,1,GENE,1,Nervous
n0516,FOCAD,1,GENE,1,Nervous
n0517,FOXA2,1,GENE,1,Nervous
n0518,FOXO3,1,GENE,1,Nervous
n0519,FOXP1,1,GENE,1,Nervous
n0520,FPR2,1,GENE,1,Nervous
n0521,FPR3,1,GENE,1,Nervous
n0522,FRMD4A,1,GENE,1,Nervous
n0523,FRMD6,1,GENE,1,Nervous
n0524,FSCN3,1,GENE,1,Nervous
n0525,FTO,1,GENE,1,Nervous
n0526,FUCA2,1,GENE,1,Nervous
n0527,FURIN,1,GENE,1,Nervous
n0528,FUS,1,GENE,1,Nervous
n0529,FUT9,1,GENE,1,Nervous
n0530,FXR1,1,GENE,1,Nervous
n0531,FYN,1,GENE,1,Nervous
n0532,FZD1,1,GENE,1,Nervous
n0533,GABBR1,1,GENE,1,Nervous
n0534,GABBR2,1,GENE,1,Nervous
n0535,GABRA2,1,GENE,1,Nervous
n0536,GABRA4,1,GENE,1,Nervous
n0537,GABRG1,1,GENE,1,Nervous
n0538,GABRG3,1,GENE,1,Nervous
n0539,GAK,1,GENE,1,Nervous
n0540,GALC,1,GENE,1,Nervous
n0541,GALNT10,1,GENE,1,Nervous
n0542,GALNT14,1,GENE,1,Nervous
n0543,GALNT3,1,GENE,1,Nervous
n0544,GATA3,1,GENE,1,Nervous
n0545,GATAD2A,1,GENE,1,Nervous
n0546,GBA,1,GENE,1,Nervous
n0547,GCC1,1,GENE,1,Nervous
n0548,GCH1,1,GENE,1,Nervous
n0549,GCK,1,GENE,1,Nervous
n0550,GCKR,1,GENE,1,Nervous
n0551,GDAP1,1,GENE,1,Nervous
n0552,GDPD3,1,GENE,1,Nervous
n0553,GFI1,1,GENE,1,Nervous
n0554,GFOD2,1,GENE,1,Nervous
n0555,GFRA3,1,GENE,1,Nervous
n0556,GID4,1,GENE,1,Nervous
n0557,GIGYF2,1,GENE,1,Nervous
n0558,GIMAP6,1,GENE,1,Nervous
n0559,GIP,1,GENE,1,Nervous
n0560,GIPR,1,GENE,1,Nervous
n0561,GJA1,1,GENE,1,Nervous
n0562,GLI2,1,GENE,1,Nervous
n0563,GLIS3,1,GENE,1,Nervous
n0564,GLP1R,1,GENE,1,Nervous
n0565,GLP2R,1,GENE,1,Nervous
n0566,GLS,1,GENE,1,Nervous
n0567,GLT8D1,1,GENE,1,Nervous
n0568,GLYCTK,1,GENE,1,Nervous
n0569,GMIP,1,GENE,1,Nervous
n0570,GMPS,1,GENE,1,Nervous
n0571,GNAS,1,GENE,1,Nervous
n0572,GNAT1,1,GENE,1,Nervous
n0573,GNB1L,1,GENE,1,Nervous
n0574,GNG4,1,GENE,1,Nervous
n0575,GNL3,1,GENE,1,Nervous
n0576,GNPDA2,1,GENE,1,Nervous
n0577,GP2,1,GENE,1,Nervous
n0578,GPC5,1,GENE,1,Nervous
n0579,GPD1L,1,GENE,1,Nervous
n0580,GPD2,1,GENE,1,Nervous
n0581,GPM6A,1,GENE,1,Nervous
n0582,GPN1,1,GENE,1,Nervous
n0583,GPNMB,1,GENE,1,Nervous
n0584,GPR65,1,GENE,1,Nervous
n0585,GPRIN3,1,GENE,1,Nervous
n0586,GPSM1,1,GENE,1,Nervous
n0587,GRAMD1B,1,GENE,1,Nervous
n0588,GRB14,1,GENE,1,Nervous
n0589,GRB2,1,GENE,1,Nervous
n0590,GRIA1,1,GENE,1,Nervous
n0591,GRIK1,1,GENE,1,Nervous
n0592,GRIK3,1,GENE,1,Nervous
n0593,GRIN2A,1,GENE,1,Nervous
n0594,GRK5,1,GENE,1,Nervous
n0595,GRM3,1,GENE,1,Nervous
n0596,GRM8,1,GENE,1,Nervous
n0597,GRP,1,GENE,1,Nervous
n0598,GRSF1,1,GENE,1,Nervous
n0599,GSDMD,1,GENE,1,Nervous
n0600,GTDC1,1,GENE,1,Nervous
n0601,GTF2F2,1,GENE,1,Nervous
n0602,GTF2H4,1,GENE,1,Nervous
n0603,HACE1,1,GENE,1,Nervous
n0604,HAPLN4,1,GENE,1,Nervous
n0605,HARBI1,1,GENE,1,Nervous
n0606,HARS,1,GENE,1,Nervous
n0607,HARS2,1,GENE,1,Nervous
n0608,HAUS6,1,GENE,1,Nervous
n0609,HBEGF,1,GENE,1,Nervous
n0610,HBS1L,1,GENE,1,Nervous
n0611,HCN1,1,GENE,1,Nervous
n0612,HDGFL1,1,GENE,1,Nervous
n0613,HEATR3,1,GENE,1,Nervous
n0614,HECTD4,1,GENE,1,Nervous
n0615,HECW1,1,GENE,1,Nervous
n0616,HERC2,1,GENE,1,Nervous
n0617,HFE,1,GENE,1,Nervous
n0618,HHAT,1,GENE,1,Nervous
n0619,HHEX,1,GENE,1,Nervous
n0620,HIBCH,1,GENE,1,Nervous
n0621,HIP1R,1,GENE,1,Nervous
n0622,HIRIP3,1,GENE,1,Nervous
n0623,HIST1H2AG,1,GENE,1,Nervous
n0624,HIST1H2BJ,1,GENE,1,Nervous
n0625,HIST1H2BL,1,GENE,1,Nervous
n0626,HIST1H3D,1,GENE,1,Nervous
n0627,HIVEP2,1,GENE,1,Nervous
n0628,HLA-B,1,GENE,1,Nervous
n0629,HLA-DMB,1,GENE,1,Nervous
n0630,HLA-DOB,1,GENE,1,Nervous
n0631,HLA-DQA1,1,GENE,1,Nervous
n0632,HLA-DQA2,1,GENE,1,Nervous
n0633,HLA-DQB1,1,GENE,1,Nervous
n0634,HLA-DRA,1,GENE,1,Nervous
n0635,HLA-DRB1,1,GENE,1,Nervous
n0636,HLA-DRB5,1,GENE,1,Nervous
n0637,HMG20A,1,GENE,1,Nervous
n0638,HMGA1,1,GENE,1,Nervous
n0639,HMGA2,1,GENE,1,Nervous
n0640,HMGB1,1,GENE,1,Nervous
n0641,HMGCR,1,GENE,1,Nervous
n0642,HNF1A,1,GENE,1,Nervous
n0643,HNF4A,1,GENE,1,Nervous
n0644,HORMAD1,1,GENE,1,Nervous
n0645,HORMAD2,1,GENE,1,Nervous
n0646,HOXA1,1,GENE,1,Nervous
n0647,HOXB1,1,GENE,1,Nervous
n0648,HOXB13,1,GENE,1,Nervous
n0649,HOXB2,1,GENE,1,Nervous
n0650,HOXB3,1,GENE,1,Nervous
n0651,HOXB4,1,GENE,1,Nervous
n0652,HOXB5,1,GENE,1,Nervous
n0653,HOXB6,1,GENE,1,Nervous
n0654,HOXB8,1,GENE,1,Nervous
n0655,HOXB9,1,GENE,1,Nervous
n0656,HSD17B1,1,GENE,1,Nervous
n0657,HSD17B12,1,GENE,1,Nervous
n0658,HSD3B7,1,GENE,1,Nervous
n0659,HSPA1A,1,GENE,1,Nervous
n0660,HSPA9,1,GENE,1,Nervous
n0661,HSPB1,1,GENE,1,Nervous
n0662,HSPD1,1,GENE,1,Nervous
n0663,HSPE1,1,GENE,1,Nervous
n0664,HTR3A,1,GENE,1,Nervous
n0665,HTT,1,GENE,1,Nervous
n0666,HUNK,1,GENE,1,Nervous
n0667,HYAL3,1,GENE,1,Nervous
n0668,HYKK,1,GENE,1,Nervous
n0669,IDE,1,GENE,1,Nervous
n0670,IFI30,1,GENE,1,Nervous
n0671,IFITM3,1,GENE,1,Nervous
n0672,IFNAR2,1,GENE,1,Nervous
n0673,IFNGR2,1,GENE,1,Nervous
n0674,IGF1R,1,GENE,1,Nervous
n0675,IGF2,1,GENE,1,Nervous
n0676,IGF2BP2,1,GENE,1,Nervous
n0677,IGF2BP3,1,GENE,1,Nervous
n0678,IGFBP2,1,GENE,1,Nervous
n0679,IGSF11,1,GENE,1,Nervous
n0680,IGSF9B,1,GENE,1,Nervous
n0681,IK,1,GENE,1,Nervous
n0682,IKZF2,1,GENE,1,Nervous
n0683,IKZF3,1,GENE,1,Nervous
n0684,IL10RB,1,GENE,1,Nervous
n0685,IL12A,1,GENE,1,Nervous
n0686,IL12B,1,GENE,1,Nervous
n0687,IL1R2,1,GENE,1,Nervous
n0688,IL2,1,GENE,1,Nervous
n0689,IL20RA,1,GENE,1,Nervous
n0690,IL21,1,GENE,1,Nervous
n0691,IL22RA2,1,GENE,1,Nervous
n0692,IL2RA,1,GENE,1,Nervous
n0693,IL6,1,GENE,1,Nervous
n0694,IL7,1,GENE,1,Nervous
n0695,IL7R,1,GENE,1,Nervous
n0696,ILDR1,1,GENE,1,Nervous
n0697,IMMP2L,1,GENE,1,Nervous
n0698,INA,1,GENE,1,Nervous
n0699,INO80C,1,GENE,1,Nervous
n0700,INO80E,1,GENE,1,Nervous
n0701,INPP1,1,GENE,1,Nervous
n0702,INPP5F,1,GENE,1,Nervous
n0703,INS,1,GENE,1,Nervous
n0704,INS-IGF2,1,GENE,1,Nervous
n0705,INSR,1,GENE,1,Nervous
n0706,INTS8,1,GENE,1,Nervous
n0707,IQCB1,1,GENE,1,Nervous
n0708,IQGAP1,1,GENE,1,Nervous
n0709,IREB2,1,GENE,1,Nervous
n0710,IRF3,1,GENE,1,Nervous
n0711,IRF4,1,GENE,1,Nervous
n0712,IRF8,1,GENE,1,Nervous
n0713,IRS1,1,GENE,1,Nervous
n0714,IRS2,1,GENE,1,Nervous
n0715,ITGA1,1,GENE,1,Nervous
n0716,ITGA2,1,GENE,1,Nervous
n0717,ITGA4,1,GENE,1,Nervous
n0718,ITGA8,1,GENE,1,Nervous
n0719,ITGAM,1,GENE,1,Nervous
n0720,ITGAX,1,GENE,1,Nervous
n0721,ITGB6,1,GENE,1,Nervous
n0722,ITIH1,1,GENE,1,Nervous
n0723,ITIH3,1,GENE,1,Nervous
n0724,ITIH4,1,GENE,1,Nervous
n0725,ITPKB,1,GENE,1,Nervous
n0726,ITPR1,1,GENE,1,Nervous
n0727,ITPR2,1,GENE,1,Nervous
n0728,ITSN2,1,GENE,1,Nervous
n0729,JADE2,1,GENE,1,Nervous
n0730,JAG1,1,GENE,1,Nervous
n0731,JAK1,1,GENE,1,Nervous
n0732,JAZF1,1,GENE,1,Nervous
n0733,JDP2,1,GENE,1,Nervous
n0734,JMJD1C,1,GENE,1,Nervous
n0735,KALRN,1,GENE,1,Nervous
n0736,KANSL1,1,GENE,1,Nervous
n0737,KAT8,1,GENE,1,Nervous
n0738,KATNAL1,1,GENE,1,Nervous
n0739,KBTBD8,1,GENE,1,Nervous
n0740,KCNAB1,1,GENE,1,Nervous
n0741,KCNB1,1,GENE,1,Nervous
n0742,KCNB2,1,GENE,1,Nervous
n0743,KCNG2,1,GENE,1,Nervous
n0744,KCNJ11,1,GENE,1,Nervous
n0745,KCNJ13,1,GENE,1,Nervous
n0746,KCNK16,1,GENE,1,Nervous
n0747,KCNN2,1,GENE,1,Nervous
n0748,KCNQ1,1,GENE,1,Nervous
n0749,KCNQ3,1,GENE,1,Nervous
n0750,KCNRG,1,GENE,1,Nervous
n0751,KCNU1,1,GENE,1,Nervous
n0752,KCNV1,1,GENE,1,Nervous
n0753,KCTD13,1,GENE,1,Nervous
n0754,KDM3B,1,GENE,1,Nervous
n0755,KDM4A,1,GENE,1,Nervous
n0756,KDM4C,1,GENE,1,Nervous
n0757,KIAA1217,1,GENE,1,Nervous
n0758,KIAA1324L,1,GENE,1,Nervous
n0759,KIF11,1,GENE,1,Nervous
n0760,KIF1B,1,GENE,1,Nervous
n0761,KIF21B,1,GENE,1,Nervous
n0762,KIF26B,1,GENE,1,Nervous
n0763,KIF27,1,GENE,1,Nervous
n0764,KIF2B,1,GENE,1,Nervous
n0765,KIF9,1,GENE,1,Nervous
