id,node,node.type,node.label,dataset.type,pln
n0766,KIT,1,GENE,1,Nervous
n0767,KL,1,GENE,1,Nervous
n0768,KLC1,1,GENE,1,Nervous
n0769,KLF12,1,GENE,1,Nervous
n0770,KLF3,1,GENE,1,Nervous
n0771,KLF5,1,GENE,1,Nervous
n0772,KLF6,1,GENE,1,Nervous
n0773,KLHL29,1,GENE,1,Nervous
n0774,KLHL42,1,GENE,1,Nervous
n0775,KLHL7,1,GENE,1,Nervous
n0776,KMT2E,1,GENE,1,Nervous
n0777,KPNB1,1,GENE,1,Nervous
n0778,KRTAP11-1,1,GENE,1,Nervous
n0779,KRTAP13-3,1,GENE,1,Nervous
n0780,KRTAP13-4,1,GENE,1,Nervous
n0781,KRTAP15-1,1,GENE,1,Nervous
n0782,KRTAP19-1,1,GENE,1,Nervous
n0783,KRTAP19-2,1,GENE,1,Nervous
n0784,KRTAP19-3,1,GENE,1,Nervous
n0785,KRTAP19-4,1,GENE,1,Nervous
n0786,KRTAP19-5,1,GENE,1,Nervous
n0787,KRTAP19-6,1,GENE,1,Nervous
n0788,KRTAP19-7,1,GENE,1,Nervous
n0789,KRTAP19-8,1,GENE,1,Nervous
n0790,KRTAP20-1,1,GENE,1,Nervous
n0791,KRTAP20-2,1,GENE,1,Nervous
n0792,KRTAP20-3,1,GENE,1,Nervous
n0793,KRTAP21-1,1,GENE,1,Nervous
n0794,KRTAP21-2,1,GENE,1,Nervous
n0795,KRTAP22-1,1,GENE,1,Nervous
n0796,KRTAP6-1,1,GENE,1,Nervous
n0797,KRTAP6-2,1,GENE,1,Nervous
n0798,KRTAP8-1,1,GENE,1,Nervous
n0799,KSR2,1,GENE,1,Nervous
n0800,L3MBTL2,1,GENE,1,Nervous
n0801,L3MBTL3,1,GENE,1,Nervous
n0802,LACC1,1,GENE,1,Nervous
n0803,LAMA1,1,GENE,1,Nervous
n0804,LAMP3,1,GENE,1,Nervous
n0805,LBH,1,GENE,1,Nervous
n0806,LCAT,1,GENE,1,Nervous
n0807,LCK,1,GENE,1,Nervous
n0808,LCORL,1,GENE,1,Nervous
n0809,LEF1,1,GENE,1,Nervous
n0810,LEMD2,1,GENE,1,Nervous
n0811,LEP,1,GENE,1,Nervous
n0812,LETM2,1,GENE,1,Nervous
n0813,LGR5,1,GENE,1,Nervous
n0814,LHX2,1,GENE,1,Nervous
n0815,LIMK2,1,GENE,1,Nervous
n0816,LIMS2,1,GENE,1,Nervous
n0817,LIN28B,1,GENE,1,Nervous
n0818,LINGO2,1,GENE,1,Nervous
n0819,LIPC,1,GENE,1,Nervous
n0820,LIPG,1,GENE,1,Nervous
n0821,LMBR1,1,GENE,1,Nervous
n0822,LPAR2,1,GENE,1,Nervous
n0823,LPCAT1,1,GENE,1,Nervous
n0824,LPIN2,1,GENE,1,Nervous
n0825,LPIN3,1,GENE,1,Nervous
n0826,LPL,1,GENE,1,Nervous
n0827,LPP,1,GENE,1,Nervous
n0828,LRFN2,1,GENE,1,Nervous
n0829,LRFN5,1,GENE,1,Nervous
n0830,LRIG1,1,GENE,1,Nervous
n0831,LRP1,1,GENE,1,Nervous
n0832,LRP1B,1,GENE,1,Nervous
n0833,LRRC32,1,GENE,1,Nervous
n0834,LRRC34,1,GENE,1,Nervous
n0835,LRRC37A3,1,GENE,1,Nervous
n0836,LRRC46,1,GENE,1,Nervous
n0837,LRRC7,1,GENE,1,Nervous
n0838,LRRC74A,1,GENE,1,Nervous
n0839,LRRIQ3,1,GENE,1,Nervous
n0840,LRRK2,1,GENE,1,Nervous
n0841,LRRN3,1,GENE,1,Nervous
n0842,LRRTM4,1,GENE,1,Nervous
n0843,LSM1,1,GENE,1,Nervous
n0844,LSM7,1,GENE,1,Nervous
n0845,LTK,1,GENE,1,Nervous
n0846,LUZP2,1,GENE,1,Nervous
n0847,LY86,1,GENE,1,Nervous
n0848,LYPLAL1,1,GENE,1,Nervous
n0849,LZTFL1,1,GENE,1,Nervous
n0850,MACF1,1,GENE,1,Nervous
n0851,MAD1L1,1,GENE,1,Nervous
n0852,MAEA,1,GENE,1,Nervous
n0853,MAF,1,GENE,1,Nervous
n0854,MAGI2,1,GENE,1,Nervous
n0855,MALT1,1,GENE,1,Nervous
n0856,MAMSTR,1,GENE,1,Nervous
n0857,MAN2A1,1,GENE,1,Nervous
n0858,MAN2A2,1,GENE,1,Nervous
n0859,MANBA,1,GENE,1,Nervous
n0860,MANEA,1,GENE,1,Nervous
n0861,MAP2K5,1,GENE,1,Nervous
n0862,MAP2K7,1,GENE,1,Nervous
n0863,MAP3K1,1,GENE,1,Nervous
n0864,MAP3K11,1,GENE,1,Nervous
n0865,MAP4K4,1,GENE,1,Nervous
n0866,MAPK1,1,GENE,1,Nervous
n0867,MAPK10,1,GENE,1,Nervous
n0868,MAPK3,1,GENE,1,Nervous
n0869,MAPK7,1,GENE,1,Nervous
n0870,MAPT,1,GENE,1,Nervous
n0871,MARCH1,1,GENE,1,Nervous
n0872,MARCH3,1,GENE,1,Nervous
n0873,MARK3,1,GENE,1,Nervous
n0874,MARS2,1,GENE,1,Nervous
n0875,MASP1,1,GENE,1,Nervous
n0876,MAST2,1,GENE,1,Nervous
n0877,MATN1,1,GENE,1,Nervous
n0878,MAU2,1,GENE,1,Nervous
n0879,MAZ,1,GENE,1,Nervous
n0880,MBNL1,1,GENE,1,Nervous
n0881,MC4R,1,GENE,1,Nervous
n0882,MCCC1,1,GENE,1,Nervous
n0883,MCHR1,1,GENE,1,Nervous
n0884,MCL1,1,GENE,1,Nervous
n0885,MCTP1,1,GENE,1,Nervous
n0886,MDGA2,1,GENE,1,Nervous
n0887,MDK,1,GENE,1,Nervous
n0888,MDM4,1,GENE,1,Nervous
n0889,MECR,1,GENE,1,Nervous
n0890,MED12L,1,GENE,1,Nervous
n0891,MED19,1,GENE,1,Nervous
n0892,MED23,1,GENE,1,Nervous
n0893,MED8,1,GENE,1,Nervous
n0894,MEF2B,1,GENE,1,Nervous
n0895,MEF2C,1,GENE,1,Nervous
n0896,MERTK,1,GENE,1,Nervous
n0897,METTL1,1,GENE,1,Nervous
n0898,MFSD2B,1,GENE,1,Nervous
n0899,MFSD6,1,GENE,1,Nervous
n0900,MGAT3,1,GENE,1,Nervous
n0901,MICU3,1,GENE,1,Nervous
n0902,MINK1,1,GENE,1,Nervous
n0903,MKNK1,1,GENE,1,Nervous
n0904,MLANA,1,GENE,1,Nervous
n0905,MLF1,1,GENE,1,Nervous
n0906,MLH1,1,GENE,1,Nervous
n0907,MLLT10,1,GENE,1,Nervous
n0908,MLX,1,GENE,1,Nervous
n0909,MMEL1,1,GENE,1,Nervous
n0910,MMP10,1,GENE,1,Nervous
n0911,MMP16,1,GENE,1,Nervous
n0912,MMP3,1,GENE,1,Nervous
n0913,MMRN1,1,GENE,1,Nervous
n0914,MNX1,1,GENE,1,Nervous
n0915,MOB1B,1,GENE,1,Nervous
n0916,MOB4,1,GENE,1,Nervous
n0917,MOBP,1,GENE,1,Nervous
n0918,MPHOSPH9,1,GENE,1,Nervous
n0919,MPO,1,GENE,1,Nervous
n0920,MPP6,1,GENE,1,Nervous
n0921,MPV17L2,1,GENE,1,Nervous
n0922,MRAP2,1,GENE,1,Nervous
n0923,MROH6,1,GENE,1,Nervous
n0924,MRPL10,1,GENE,1,Nervous
n0925,MRPL33,1,GENE,1,Nervous
n0926,MRPL39,1,GENE,1,Nervous
n0927,MRPS30,1,GENE,1,Nervous
n0928,MRPS35,1,GENE,1,Nervous
n0929,MS4A2,1,GENE,1,Nervous
n0930,MS4A3,1,GENE,1,Nervous
n0931,MS4A4E,1,GENE,1,Nervous
n0932,MS4A6A,1,GENE,1,Nervous
n0933,MSANTD2,1,GENE,1,Nervous
n0934,MSI2,1,GENE,1,Nervous
n0935,MSL2,1,GENE,1,Nervous
n0936,MSRA,1,GENE,1,Nervous
n0937,MTHFD1L,1,GENE,1,Nervous
n0938,MTHFR,1,GENE,1,Nervous
n0939,MTMR3,1,GENE,1,Nervous
n0940,MTMR7,1,GENE,1,Nervous
n0941,MTNR1B,1,GENE,1,Nervous
n0942,MYB,1,GENE,1,Nervous
n0943,MYBPC3,1,GENE,1,Nervous
n0944,MYC,1,GENE,1,Nervous
n0945,MYH10,1,GENE,1,Nervous
n0946,MYL7,1,GENE,1,Nervous
n0947,MYLK2,1,GENE,1,Nervous
n0948,MYNN,1,GENE,1,Nervous
n0949,MYO15A,1,GENE,1,Nervous
n0950,MYO16,1,GENE,1,Nervous
n0951,MYO18A,1,GENE,1,Nervous
n0952,MYO1A,1,GENE,1,Nervous
n0953,MYO5B,1,GENE,1,Nervous
n0954,MYO5C,1,GENE,1,Nervous
n0955,MYOF,1,GENE,1,Nervous
n0956,NAB1,1,GENE,1,Nervous
n0957,NAB2,1,GENE,1,Nervous
n0958,NADK,1,GENE,1,Nervous
n0959,NAGA,1,GENE,1,Nervous
n0960,NCAN,1,GENE,1,Nervous
n0961,NCF4,1,GENE,1,Nervous
n0962,NCK1,1,GENE,1,Nervous
n0963,NCKIPSD,1,GENE,1,Nervous
n0964,NCOA2,1,GENE,1,Nervous
n0965,NCOA5,1,GENE,1,Nervous
n0966,NCOR2,1,GENE,1,Nervous
n0967,NDFIP1,1,GENE,1,Nervous
n0968,NDRG4,1,GENE,1,Nervous
n0969,NDST3,1,GENE,1,Nervous
n0970,NDUFA13,1,GENE,1,Nervous
n0971,NDUFA2,1,GENE,1,Nervous
n0972,NDUFA4L2,1,GENE,1,Nervous
n0973,NDUFA6,1,GENE,1,Nervous
n0974,NDUFAF2,1,GENE,1,Nervous
n0975,NDUFAF6,1,GENE,1,Nervous
n0976,NEGR1,1,GENE,1,Nervous
n0977,NEK1,1,GENE,1,Nervous
n0978,NEK4,1,GENE,1,Nervous
n0979,NEUROG3,1,GENE,1,Nervous
n0980,NF1,1,GENE,1,Nervous
n0981,NFAT5,1,GENE,1,Nervous
n0982,NFATC2,1,GENE,1,Nervous
n0983,NFATC3,1,GENE,1,Nervous
n0984,NFE2L1,1,GENE,1,Nervous
n0985,NFKB1,1,GENE,1,Nervous
n0986,NFKBIL1,1,GENE,1,Nervous
n0987,NFKBIZ,1,GENE,1,Nervous
n0988,NGEF,1,GENE,1,Nervous
n0989,NGF,1,GENE,1,Nervous
n0990,NGRN,1,GENE,1,Nervous
n0991,NISCH,1,GENE,1,Nervous
n0992,NKAIN2,1,GENE,1,Nervous
n0993,NKAPL,1,GENE,1,Nervous
n0994,NKX6-1,1,GENE,1,Nervous
n0995,NKX6-3,1,GENE,1,Nervous
n0996,NLRC5,1,GENE,1,Nervous
n0997,NMB,1,GENE,1,Nervous
n0998,NME8,1,GENE,1,Nervous
n0999,NMRAL1,1,GENE,1,Nervous
n01000,NMUR2,1,GENE,1,Nervous
n01001,NOL4,1,GENE,1,Nervous
n01002,NOM1,1,GENE,1,Nervous
n01003,NOS1,1,GENE,1,Nervous
n01004,NOSIP,1,GENE,1,Nervous
n01005,NOTCH2,1,GENE,1,Nervous
n01006,NOTCH4,1,GENE,1,Nervous
n01007,NPAS3,1,GENE,1,Nervous
n01008,NPEPPS,1,GENE,1,Nervous
n01009,NR1D1,1,GENE,1,Nervous
n01010,NR4A2,1,GENE,1,Nervous
n01011,NRBF2,1,GENE,1,Nervous
n01012,NRGN,1,GENE,1,Nervous
n01013,NRP1,1,GENE,1,Nervous
n01014,NRSN1,1,GENE,1,Nervous
n01015,NRXN3,1,GENE,1,Nervous
n01016,NSF,1,GENE,1,Nervous
n01017,NSUN6,1,GENE,1,Nervous
n01018,NT5C2,1,GENE,1,Nervous
n01019,NT5DC2,1,GENE,1,Nervous
n01020,NTRK2,1,GENE,1,Nervous
n01021,NUCKS1,1,GENE,1,Nervous
n01022,NUDT1,1,GENE,1,Nervous
n01023,NUDT12,1,GENE,1,Nervous
n01024,NUDT6,1,GENE,1,Nervous
n01025,NUFIP2,1,GENE,1,Nervous
n01026,NUP133,1,GENE,1,Nervous
n01027,NUPL2,1,GENE,1,Nervous
n01028,NUS1,1,GENE,1,Nervous
n01029,NUTF2,1,GENE,1,Nervous
n01030,NXN,1,GENE,1,Nervous
n01031,NXPH4,1,GENE,1,Nervous
n01032,NYNRIN,1,GENE,1,Nervous
n01033,OASL,1,GENE,1,Nervous
n01034,ODF3B,1,GENE,1,Nervous
n01035,OGFOD2,1,GENE,1,Nervous
n01036,OLFM4,1,GENE,1,Nervous
n01037,OLIG3,1,GENE,1,Nervous
n01038,ONECUT1,1,GENE,1,Nervous
n01039,OR12D3,1,GENE,1,Nervous
n01040,OR7A17,1,GENE,1,Nervous
n01041,OS9,1,GENE,1,Nervous
n01042,OSBPL1A,1,GENE,1,Nervous
n01043,OTOL1,1,GENE,1,Nervous
n01044,PABPC4L,1,GENE,1,Nervous
n01045,PAK6,1,GENE,1,Nervous
n01046,PALD1,1,GENE,1,Nervous
n01047,PALM2,1,GENE,1,Nervous
n01048,PAM,1,GENE,1,Nervous
n01049,PAPOLG,1,GENE,1,Nervous
n01050,PAQR3,1,GENE,1,Nervous
n01051,PARD3,1,GENE,1,Nervous
n01052,PARD6A,1,GENE,1,Nervous
n01053,PARP8,1,GENE,1,Nervous
n01054,PARP9,1,GENE,1,Nervous
n01055,PAX2,1,GENE,1,Nervous
n01056,PAX4,1,GENE,1,Nervous
n01057,PAX5,1,GENE,1,Nervous
n01058,PAX6,1,GENE,1,Nervous
n01059,PBRM1,1,GENE,1,Nervous
n01060,PBX4,1,GENE,1,Nervous
n01061,PCBD2,1,GENE,1,Nervous
n01062,PCCB,1,GENE,1,Nervous
n01063,PCDH17,1,GENE,1,Nervous
n01064,PCDH7,1,GENE,1,Nervous
n01065,PCDHA1,1,GENE,1,Nervous
n01066,PCDHA10,1,GENE,1,Nervous
n01067,PCDHA13,1,GENE,1,Nervous
n01068,PCDHA2,1,GENE,1,Nervous
n01069,PCDHA3,1,GENE,1,Nervous
n01070,PCDHA4,1,GENE,1,Nervous
n01071,PCDHA5,1,GENE,1,Nervous
n01072,PCDHA6,1,GENE,1,Nervous
n01073,PCDHA7,1,GENE,1,Nervous
n01074,PCDHA8,1,GENE,1,Nervous
n01075,PCDHA9,1,GENE,1,Nervous
n01076,PCDHAC2,1,GENE,1,Nervous
n01077,PCDHB3,1,GENE,1,Nervous
n01078,PCGF3,1,GENE,1,Nervous
n01079,PCGF6,1,GENE,1,Nervous
n01080,PCK1,1,GENE,1,Nervous
n01081,PCSK1,1,GENE,1,Nervous
n01082,PCSK6,1,GENE,1,Nervous
n01083,PDCD11,1,GENE,1,Nervous
n01084,PDE10A,1,GENE,1,Nervous
n01085,PDE3B,1,GENE,1,Nervous
n01086,PDE4A,1,GENE,1,Nervous
n01087,PDE4B,1,GENE,1,Nervous
n01088,PDGFC,1,GENE,1,Nervous
n01089,PDHX,1,GENE,1,Nervous
n01090,PDLIM2,1,GENE,1,Nervous
n01091,PDZRN4,1,GENE,1,Nervous
n01092,PEPD,1,GENE,1,Nervous
n01093,PEX5L,1,GENE,1,Nervous
n01094,PFDN1,1,GENE,1,Nervous
n01095,PFN4,1,GENE,1,Nervous
n01096,PGGT1B,1,GENE,1,Nervous
n01097,PGM1,1,GENE,1,Nervous
n01098,PHACTR3,1,GENE,1,Nervous
n01099,PHF3,1,GENE,1,Nervous
n01100,PHF7,1,GENE,1,Nervous
n01101,PHGDH,1,GENE,1,Nervous
n01102,PHKG1,1,GENE,1,Nervous
n01103,PHKG2,1,GENE,1,Nervous
n01104,PHLDB1,1,GENE,1,Nervous
n01105,PICALM,1,GENE,1,Nervous
n01106,PIM3,1,GENE,1,Nervous
n01107,PINX1,1,GENE,1,Nervous
n01108,PITPNC1,1,GENE,1,Nervous
n01109,PITPNM2,1,GENE,1,Nervous
n01110,PKIA,1,GENE,1,Nervous
n01111,PKNOX2,1,GENE,1,Nervous
n01112,PKP2,1,GENE,1,Nervous
n01113,PLA2G15,1,GENE,1,Nervous
n01114,PLAA,1,GENE,1,Nervous
n01115,PLCB2,1,GENE,1,Nervous
n01116,PLCH1,1,GENE,1,Nervous
n01117,PLCH2,1,GENE,1,Nervous
n01118,PLCL1,1,GENE,1,Nervous
n01119,PLCL2,1,GENE,1,Nervous
n01120,PLEK,1,GENE,1,Nervous
n01121,PLEKHA1,1,GENE,1,Nervous
n01122,PLEKHG5,1,GENE,1,Nervous
n01123,PLEKHM1,1,GENE,1,Nervous
n01124,PLEKHN1,1,GENE,1,Nervous
n01125,PLEKHO1,1,GENE,1,Nervous
n01126,PLS1,1,GENE,1,Nervous
n01127,PLXNC1,1,GENE,1,Nervous
n01128,PM20D1,1,GENE,1,Nervous
n01129,PMFBP1,1,GENE,1,Nervous
n01130,PNPLA3,1,GENE,1,Nervous
n01131,PNPO,1,GENE,1,Nervous
n01132,POC5,1,GENE,1,Nervous
n01133,PODXL,1,GENE,1,Nervous
n01134,POLG,1,GENE,1,Nervous
n01135,POLN,1,GENE,1,Nervous
n01136,POLR3H,1,GENE,1,Nervous
n01137,POM121L2,1,GENE,1,Nervous
n01138,POP7,1,GENE,1,Nervous
n01139,POPDC3,1,GENE,1,Nervous
n01140,POU2AF1,1,GENE,1,Nervous
n01141,POU5F1,1,GENE,1,Nervous
n01142,PPARA,1,GENE,1,Nervous
n01143,PPARG,1,GENE,1,Nervous
n01144,PPARGC1A,1,GENE,1,Nervous
n01145,PPFIA2,1,GENE,1,Nervous
n01146,PPIP5K2,1,GENE,1,Nervous
n01147,PPM1M,1,GENE,1,Nervous
n01148,PPP1R10,1,GENE,1,Nervous
n01149,PPP1R13B,1,GENE,1,Nervous
n01150,PPP1R16B,1,GENE,1,Nervous
n01151,PPP1R3A,1,GENE,1,Nervous
n01152,PPP1R3B,1,GENE,1,Nervous
n01153,PPP2R2A,1,GENE,1,Nervous
n01154,PPP2R2B,1,GENE,1,Nervous
n01155,PPP2R2C,1,GENE,1,Nervous
n01156,PPP2R3A,1,GENE,1,Nervous
n01157,PPP3R1,1,GENE,1,Nervous
n01158,PPP4C,1,GENE,1,Nervous
n01159,PRC1,1,GENE,1,Nervous
n01160,PRDM14,1,GENE,1,Nervous
n01161,PRDM15,1,GENE,1,Nervous
n01162,PRDM2,1,GENE,1,Nervous
n01163,PRDX5,1,GENE,1,Nervous
n01164,PREP,1,GENE,1,Nervous
n01165,PRICKLE1,1,GENE,1,Nervous
n01166,PRKD1,1,GENE,1,Nervous
n01167,PRKD3,1,GENE,1,Nervous
n01168,PRKG1,1,GENE,1,Nervous
n01169,PRM1,1,GENE,1,Nervous
n01170,PRM2,1,GENE,1,Nervous
n01171,PRM3,1,GENE,1,Nervous
n01172,PRMT1,1,GENE,1,Nervous
n01173,PRMT7,1,GENE,1,Nervous
n01174,PROX1,1,GENE,1,Nervous
n01175,PROX2,1,GENE,1,Nervous
n01176,PRR12,1,GENE,1,Nervous
n01177,PRR14,1,GENE,1,Nervous
n01178,PRR15L,1,GENE,1,Nervous
n01179,PRR5L,1,GENE,1,Nervous
n01180,PRRC2A,1,GENE,1,Nervous
n01181,PRRG2,1,GENE,1,Nervous
n01182,PRSS16,1,GENE,1,Nervous
n01183,PRSS36,1,GENE,1,Nervous
n01184,PRSS53,1,GENE,1,Nervous
n01185,PRSS8,1,GENE,1,Nervous
n01186,PSD3,1,GENE,1,Nervous
n01187,PSKH1,1,GENE,1,Nervous
n01188,PSMA4,1,GENE,1,Nervous
n01189,PSMB10,1,GENE,1,Nervous
n01190,PSMD6,1,GENE,1,Nervous
n01191,PSORS1C1,1,GENE,1,Nervous
n01192,PTBP2,1,GENE,1,Nervous
n01193,PTCH1,1,GENE,1,Nervous
n01194,PTEN,1,GENE,1,Nervous
n01195,PTF1A,1,GENE,1,Nervous
n01196,PTGER4,1,GENE,1,Nervous
n01197,PTGFRN,1,GENE,1,Nervous
n01198,PTGIS,1,GENE,1,Nervous
n01199,PTH1R,1,GENE,1,Nervous
n01200,PTK2B,1,GENE,1,Nervous
n01201,PTN,1,GENE,1,Nervous
n01202,PTP4A1,1,GENE,1,Nervous
n01203,PTPDC1,1,GENE,1,Nervous
n01204,PTPN11,1,GENE,1,Nervous
n01205,PTPN9,1,GENE,1,Nervous
n01206,PTPRD,1,GENE,1,Nervous
n01207,PTPRF,1,GENE,1,Nervous
n01208,PTPRK,1,GENE,1,Nervous
n01209,PTPRS,1,GENE,1,Nervous
n01210,PTPRU,1,GENE,1,Nervous
n01211,PURG,1,GENE,1,Nervous
n01212,PUS10,1,GENE,1,Nervous
n01213,PUS7,1,GENE,1,Nervous
n01214,PVR,1,GENE,1,Nervous
n01215,PXT1,1,GENE,1,Nervous
n01216,PYCARD,1,GENE,1,Nervous
n01217,PYDC1,1,GENE,1,Nervous
n01218,QKI,1,GENE,1,Nervous
n01219,QPCT,1,GENE,1,Nervous
n01220,QSER1,1,GENE,1,Nervous
n01221,R3HDM2,1,GENE,1,Nervous
n01222,R3HDML,1,GENE,1,Nervous
n01223,RAB25,1,GENE,1,Nervous
n01224,RAB27B,1,GENE,1,Nervous
n01225,RAD51B,1,GENE,1,Nervous
n01226,RAI1,1,GENE,1,Nervous
n01227,RALGPS1,1,GENE,1,Nervous
n01228,RALY,1,GENE,1,Nervous
n01229,RANBP10,1,GENE,1,Nervous
n01230,RANBP3L,1,GENE,1,Nervous
n01231,RANGAP1,1,GENE,1,Nervous
n01232,RASA1,1,GENE,1,Nervous
n01233,RASA4,1,GENE,1,Nervous
n01234,RASGEF1A,1,GENE,1,Nervous
n01235,RASGRP1,1,GENE,1,Nervous
n01236,RASSF1,1,GENE,1,Nervous
n01237,RBFOX1,1,GENE,1,Nervous
n01238,RBKS,1,GENE,1,Nervous
n01239,RBM17,1,GENE,1,Nervous
n01240,RBM19,1,GENE,1,Nervous
n01241,RBM38,1,GENE,1,Nervous
n01242,RBM43,1,GENE,1,Nervous
n01243,RBM6,1,GENE,1,Nervous
n01244,RBMS1,1,GENE,1,Nervous
n01245,RBMS3,1,GENE,1,Nervous
n01246,RCL1,1,GENE,1,Nervous
n01247,RCN3,1,GENE,1,Nervous
n01248,RCOR1,1,GENE,1,Nervous
n01249,RD3L,1,GENE,1,Nervous
n01250,RDX,1,GENE,1,Nervous
n01251,REEP2,1,GENE,1,Nervous
n01252,RELN,1,GENE,1,Nervous
n01253,REPS1,1,GENE,1,Nervous
n01254,RERE,1,GENE,1,Nervous
n01255,RFC3,1,GENE,1,Nervous
n01256,RFT1,1,GENE,1,Nervous
n01257,RFTN2,1,GENE,1,Nervous
n01258,RGCC,1,GENE,1,Nervous
n01259,RGMA,1,GENE,1,Nervous
n01260,RGS1,1,GENE,1,Nervous
n01261,RGS14,1,GENE,1,Nervous
n01262,RGS21,1,GENE,1,Nervous
n01263,RGS6,1,GENE,1,Nervous
n01264,RHOH,1,GENE,1,Nervous
n01265,RHOU,1,GENE,1,Nervous
n01266,RILPL2,1,GENE,1,Nervous
n01267,RIMS1,1,GENE,1,Nervous
n01268,RIN3,1,GENE,1,Nervous
n01269,RIT2,1,GENE,1,Nervous
n01270,RLBP1,1,GENE,1,Nervous
n01271,RMI2,1,GENE,1,Nervous
n01272,RNASEL,1,GENE,1,Nervous
n01273,RND3,1,GENE,1,Nervous
n01274,RNF40,1,GENE,1,Nervous
n01275,RNF6,1,GENE,1,Nervous
n01276,ROBO1,1,GENE,1,Nervous
n01277,ROBO2,1,GENE,1,Nervous
n01278,ROR2,1,GENE,1,Nervous
n01279,RORA,1,GENE,1,Nervous
n01280,RPL5,1,GENE,1,Nervous
n01281,RPRD2,1,GENE,1,Nervous
n01282,RPS19BP1,1,GENE,1,Nervous
n01283,RPS6KA5,1,GENE,1,Nervous
n01284,RPS6KB1,1,GENE,1,Nervous
n01285,RPS6KL1,1,GENE,1,Nervous
n01286,RRAS,1,GENE,1,Nervous
n01287,RRAS2,1,GENE,1,Nervous
n01288,RREB1,1,GENE,1,Nervous
n01289,RSRC1,1,GENE,1,Nervous
n01290,RTN1,1,GENE,1,Nervous
n01291,RTN4RL1,1,GENE,1,Nervous
n01292,RUNX2,1,GENE,1,Nervous
n01293,RUNX3,1,GENE,1,Nervous
n01294,RYR3,1,GENE,1,Nervous
n01295,SACS,1,GENE,1,Nervous
n01296,SAE1,1,GENE,1,Nervous
n01297,SAMD12,1,GENE,1,Nervous
n01298,SAMM50,1,GENE,1,Nervous
n01299,SASH1,1,GENE,1,Nervous
n01300,SATB1,1,GENE,1,Nervous
n01301,SATB2,1,GENE,1,Nervous
n01302,SBNO1,1,GENE,1,Nervous
n01303,SCAF1,1,GENE,1,Nervous
n01304,SCAF11,1,GENE,1,Nervous
n01305,SCAMP2,1,GENE,1,Nervous
n01306,SCARB2,1,GENE,1,Nervous
n01307,SCD5,1,GENE,1,Nervous
n01308,SCIMP,1,GENE,1,Nervous
n01309,SCN1A,1,GENE,1,Nervous
n01310,SCN2A,1,GENE,1,Nervous
n01311,SCN3A,1,GENE,1,Nervous
n01312,SCN7A,1,GENE,1,Nervous
n01313,SCN9A,1,GENE,1,Nervous
n01314,SCTR,1,GENE,1,Nervous
n01315,SDCCAG8,1,GENE,1,Nervous
n01316,SDK1,1,GENE,1,Nervous
n01317,SEC11A,1,GENE,1,Nervous
n01318,SEC16B,1,GENE,1,Nervous
n01319,SEMA3G,1,GENE,1,Nervous
n01320,SEMA5A,1,GENE,1,Nervous
n01321,SEPT10,1,GENE,1,Nervous
n01322,SEPT3,1,GENE,1,Nervous
n01323,SERPING1,1,GENE,1,Nervous
n01324,SETD1A,1,GENE,1,Nervous
n01325,SETD6,1,GENE,1,Nervous
n01326,SEZ6L2,1,GENE,1,Nervous
n01327,SF3B1,1,GENE,1,Nervous
n01328,SFI1,1,GENE,1,Nervous
n01329,SFMBT1,1,GENE,1,Nervous
n01330,SFSWAP,1,GENE,1,Nervous
n01331,SFXN2,1,GENE,1,Nervous
n01332,SFXN5,1,GENE,1,Nervous
n01333,SGCG,1,GENE,1,Nervous
n01334,SGSM2,1,GENE,1,Nervous
n01335,SH2B2,1,GENE,1,Nervous
n01336,SH2B3,1,GENE,1,Nervous
n01337,SH3BP2,1,GENE,1,Nervous
n01338,SH3GL2,1,GENE,1,Nervous
n01339,SH3RF1,1,GENE,1,Nervous
n01340,SHISA8,1,GENE,1,Nervous
n01341,SHISA9,1,GENE,1,Nervous
n01342,SHMT1,1,GENE,1,Nervous
n01343,SHMT2,1,GENE,1,Nervous
n01344,SHQ1,1,GENE,1,Nervous
n01345,SIDT1,1,GENE,1,Nervous
n01346,SIN3A,1,GENE,1,Nervous
n01347,SIPA1L2,1,GENE,1,Nervous
n01348,SIX3,1,GENE,1,Nervous
n01349,SKAP1,1,GENE,1,Nervous
n01350,SLA,1,GENE,1,Nervous
n01351,SLAMF1,1,GENE,1,Nervous
n01352,SLAMF6,1,GENE,1,Nervous
n01353,SLAMF7,1,GENE,1,Nervous
n01354,SLC12A4,1,GENE,1,Nervous
n01355,SLC12A8,1,GENE,1,Nervous
n01356,SLC15A2,1,GENE,1,Nervous
n01357,SLC16A11,1,GENE,1,Nervous
n01358,SLC16A13,1,GENE,1,Nervous
n01359,SLC17A1,1,GENE,1,Nervous
n01360,SLC17A3,1,GENE,1,Nervous
n01361,SLC17A4,1,GENE,1,Nervous
n01362,SLC1A2,1,GENE,1,Nervous
n01363,SLC22A3,1,GENE,1,Nervous
n01364,SLC25A36,1,GENE,1,Nervous
n01365,SLC2A13,1,GENE,1,Nervous
n01366,SLC2A2,1,GENE,1,Nervous
n01367,SLC30A7,1,GENE,1,Nervous
n01368,SLC30A8,1,GENE,1,Nervous
n01369,SLC30A9,1,GENE,1,Nervous
n01370,SLC32A1,1,GENE,1,Nervous
n01371,SLC33A1,1,GENE,1,Nervous
n01372,SLC35D3,1,GENE,1,Nervous
n01373,SLC35G2,1,GENE,1,Nervous
