gene,trait,brainspanNervousSWL,brainspanNervousSum,brainspanNervousPval,coexpressionNervousSWL,coexpressionNervousSum,coexpressionNervousPval,cotransNervousSWL,cotransNervousSum,cotransNervousPval,goNervousSWL,goNervousSum,goNervousPval,gtexNervousSWL,gtexNervousSum,gtexNervousPval,interproNervousSWL,interproNervousSum,interproNervousPval,keggNervousSWL,keggNervousSum,keggNervousPval,literatureNervousSWL,literatureNervousSum,literatureNervousPval,ppiNervousSWL,ppiNervousSum,ppiNervousPval
LOC101928519,Alzheimer's disease,0.338804543998216,0.334078057688849,0.565217391304348,3.028343178445,8.364817499734,0,1.17840606451723,2.10821298772126,0.0869565217391304,8.118582324285,12.129909365234,0.0326086956521739,2.12133036760942,2.74934108005632,0.0543478260869565,2.36197370600977,3.68835174509635,0,1.01683006609257,1.45937068082325,0.152173913043478,3.51645086314664,5.1312186495594,0,0.760543202719376,2.00916735220955,0
MAP4K4,Alzheimer's disease,0.684698817460482,0.334078057688849,0.565217391304348,3.881686925977,8.364817499734,0,1.58265260798442,2.10821298772126,0.0869565217391304,10.422189775363,12.129909365234,0.0326086956521739,1.65692251156938,2.74934108005632,0.0543478260869565,2.75788846682371,3.68835174509635,0,0.888002182697379,1.45937068082325,0.152173913043478,3.6726363007914,5.1312186495594,0,0.322354628252767,2.00916735220955,0
MAPK7,Alzheimer's disease,0.603394843495786,0.334078057688849,0.565217391304348,3.28156047781,8.364817499734,0,1.46261830709871,2.10821298772126,0.0869565217391304,10.26977462071,12.129909365234,0.0326086956521739,1.68087026062501,2.74934108005632,0.0543478260869565,2.0090878746773,3.68835174509635,0,0.842012504037349,1.45937068082325,0.152173913043478,3.08805133354467,5.1312186495594,0,0.335766473793916,2.00916735220955,0
MAPT,Alzheimer's disease,0.250410840569469,0.334078057688849,0.565217391304348,5.183690614012,8.364817499734,0,1.66781611127225,2.10821298772126,0.0869565217391304,9.831996547022,12.129909365234,0.0326086956521739,1.90672880056257,2.74934108005632,0.0543478260869565,2.01697089217492,3.68835174509635,0,1.24129540931542,1.45937068082325,0.152173913043478,3.88247157345083,5.1312186495594,0,0.733719511637078,2.00916735220955,0
MEF2C,Alzheimer's disease,0.167925245027431,0.334078057688849,0.565217391304348,4.545417741743,8.364817499734,0,1.60080672513437,2.10821298772126,0.0869565217391304,8.221753157168,12.129909365234,0.0326086956521739,1.9539133117442,2.74934108005632,0.0543478260869565,2.78331832702984,3.68835174509635,0,1.19267867342104,1.45937068082325,0.152173913043478,2.91323443090788,5.1312186495594,0,1.04362316972255,2.00916735220955,0
MIR302F,Alzheimer's disease,0.595123492454394,0.334078057688849,0.565217391304348,4.447789222986,8.364817499734,0,1.20117170595913,2.10821298772126,0.0869565217391304,8.947811149026,12.129909365234,0.0326086956521739,1.76609745393452,2.74934108005632,0.0543478260869565,2.16502827178311,3.68835174509635,0,1.59755562259834,1.45937068082325,0.152173913043478,3.32841277675787,5.1312186495594,0,0.557375482066336,2.00916735220955,0
MMP12,Alzheimer's disease,0.171470109759456,0.334078057688849,0.565217391304348,5.009565434756,8.364817499734,0,1.17274111672141,2.10821298772126,0.0869565217391304,13.017298429847,12.129909365234,0.0326086956521739,1.65958633608887,2.74934108005632,0.0543478260869565,2.20067950682023,3.68835174509635,0,1.3798793655224,1.45937068082325,0.152173913043478,2.85146606595053,5.1312186495594,0,0.51211050336483,2.00916735220955,0
MMP3,Alzheimer's disease,0.424835004272279,0.334078057688849,0.565217391304348,3.474873139104,8.364817499734,0,1.71300023911856,2.10821298772126,0.0869565217391304,6.703167425907,12.129909365234,0.0326086956521739,2.06639562976061,2.74934108005632,0.0543478260869565,2.21721452456606,3.68835174509635,0,1.1939530596466,1.45937068082325,0.152173913043478,2.18875217091202,5.1312186495594,0,1.15386884696088,2.00916735220955,0
MRPL39,Alzheimer's disease,0.255137326878836,0.334078057688849,0.565217391304348,5.10321710234,8.364817499734,0,1.26526092195561,2.10821298772126,0.0869565217391304,4.854881553336,12.129909365234,0.0326086956521739,2.62563853520974,2.74934108005632,0.0543478260869565,2.52375290772861,3.68835174509635,0,0.985636814678622,1.45937068082325,0.152173913043478,3.42757544721285,5.1312186495594,0,1.72704826058023,2.00916735220955,0
MS4A,Alzheimer's disease,0.259273002399532,0.334078057688849,0.565217391304348,3.799597168757,8.364817499734,0,1.44764829888769,2.10821298772126,0.0869565217391304,10.368907018453,12.129909365234,0.0326086956521739,2.3460559578545,2.74934108005632,0.0543478260869565,2.91853244412965,3.68835174509635,0,1.19663448249796,1.45937068082325,0.152173913043478,3.74900452204651,5.1312186495594,0,0.413041364077168,2.00916735220955,0
MS4A2,Alzheimer's disease,0.338213733209545,0.334078057688849,0.565217391304348,2.611171365344,8.364817499734,0,1.85078944292842,2.10821298772126,0.0869565217391304,10.224630276953,12.129909365234,0.0326086956521739,2.94936495614422,2.74934108005632,0.0543478260869565,2.5759827478102,3.68835174509635,0,1.54779308863539,1.45937068082325,0.152173913043478,3.5727395842986,5.1312186495594,0,0.409129575794347,2.00916735220955,0
MS4A3,Alzheimer's disease,0.16733443423876,0.334078057688849,0.565217391304348,3.577237199075,8.364817499734,0,1.671665303307,2.10821298772126,0.0869565217391304,10.321275573535,12.129909365234,0.0326086956521739,2.43728481510281,2.74934108005632,0.0543478260869565,2.58538721054947,3.68835174509635,0,1.30927936394636,1.45937068082325,0.152173913043478,3.35335275506809,5.1312186495594,0,0.330737031716028,2.00916735220955,0
MS4A4E,Alzheimer's disease,0.421290139540254,0.334078057688849,0.565217391304348,5.566841129606,8.364817499734,0,1.36307656092573,2.10821298772126,0.0869565217391304,7.532758315551,12.129909365234,0.0326086956521739,2.16450741539195,2.74934108005632,0.0543478260869565,2.65535308402797,3.68835174509635,0,1.00272810016802,1.45937068082325,0.152173913043478,2.45231688077235,5.1312186495594,0,1.13263342485426,2.00916735220955,0
MS4A6A,Alzheimer's disease,0.66992854774371,0.334078057688849,0.565217391304348,5.428155361062,8.364817499734,0,0.949925779366667,2.10821298772126,0.0869565217391304,9.577479259051,12.129909365234,0.0326086956521739,1.65481277093861,2.74934108005632,0.0543478260869565,2.8166720608649,3.68835174509635,0,1.4241369091699,1.45937068082325,0.152173913043478,3.46917036430305,5.1312186495594,0,0.889230167577431,2.00916735220955,0
MSRA,Alzheimer's disease,0.603394843495786,0.334078057688849,0.565217391304348,5.83024818924,8.364817499734,0,1.39126934458169,2.10821298772126,0.0869565217391304,7.290364592591,12.129909365234,0.0326086956521739,2.87338810046103,2.74934108005632,0.0543478260869565,2.23005446563793,3.68835174509635,0,1.41427682329372,1.45937068082325,0.152173913043478,3.52428092338362,5.1312186495594,0,0.85442612150759,2.00916735220955,0
MYO16,Alzheimer's disease,0.251592462146811,0.334078057688849,0.565217391304348,4.782850776384,8.364817499734,0,1.76897668123771,2.10821298772126,0.0869565217391304,7.991837136016,12.129909365234,0.0326086956521739,1.54079628781739,2.74934108005632,0.0543478260869565,2.99485607022292,3.68835174509635,0,0.724530944588888,1.45937068082325,0.152173913043478,2.41281143418283,5.1312186495594,0,0.980475730299452,2.00916735220955,0
NDUFAF6,Alzheimer's disease,0.169697677393443,0.334078057688849,0.565217391304348,6.022889993738,8.364817499734,0,2.10030904107687,2.10821298772126,0.0869565217391304,7.764112480969,12.129909365234,0.0326086956521739,2.36004962812282,2.74934108005632,0.0543478260869565,2.21112164565836,3.68835174509635,0,1.0265299127942,1.45937068082325,0.152173913043478,2.94311262064427,5.1312186495594,0,0.768366779285189,2.00916735220955,0
NME8,Alzheimer's disease,0.508502221391659,0.334078057688849,0.565217391304348,2.959023282105,8.364817499734,0,0.932351101581767,2.10821298772126,0.0869565217391304,8.579800703125,12.129909365234,0.0326086956521739,1.48914072979427,2.74934108005632,0.0543478260869565,2.07788824068318,3.68835174509635,0,1.00766587630323,1.45937068082325,0.152173913043478,1.85851840180116,5.1312186495594,0,0.490159475939032,2.00916735220955,0
NR,Alzheimer's disease,0.338804543998216,0.334078057688849,0.565217391304348,6.103897052891,8.364817499734,0,1.49438802579733,2.10821298772126,0.0869565217391304,7.47894778882,12.129909365234,0.0326086956521739,1.58657032578384,2.74934108005632,0.0543478260869565,1.91794417152099,3.68835174509635,0,1.45152911764641,1.45937068082325,0.152173913043478,3.65190852923252,5.1312186495594,0,0.963105155015927,2.00916735220955,0
PAX2,Alzheimer's disease,0.256318948456178,0.334078057688849,0.565217391304348,4.989231170977,8.364817499734,0,1.39905294110743,2.10821298772126,0.0869565217391304,8.522665162887,12.129909365234,0.0326086956521739,2.26679433607771,2.74934108005632,0.0543478260869565,2.04316918133853,3.68835174509635,0,1.66386567725318,1.45937068082325,0.152173913043478,3.29952330504325,5.1312186495594,0,0.206520682038584,2.00916735220955,0
PAX5,Alzheimer's disease,0.342940219518912,0.334078057688849,0.565217391304348,4.826273383195,8.364817499734,0,1.50923307555669,2.10821298772126,0.0869565217391304,8.07194917201,12.129909365234,0.0326086956521739,2.87694413106933,2.74934108005632,0.0543478260869565,2.32872137134575,3.68835174509635,0,0.909713651670856,1.45937068082325,0.152173913043478,3.42914668568672,5.1312186495594,0,0.915092983286221,2.00916735220955,0
PCDH11X,Alzheimer's disease,0.172060920548127,0.334078057688849,0.565217391304348,3.098344048934,8.364817499734,0,1.10921865178461,2.10821298772126,0.0869565217391304,6.766655963059,12.129909365234,0.0326086956521739,2.10125538972219,2.74934108005632,0.0543478260869565,2.0872358282104,3.68835174509635,0,1.36509975237084,1.45937068082325,0.152173913043478,2.99435681811508,5.1312186495594,0,1.12831958809538,2.00916735220955,0
PFDN1,Alzheimer's disease,0.59276024929971,0.334078057688849,0.565217391304348,6.129372752089,8.364817499734,0,2.32413114303189,2.10821298772126,0.0869565217391304,9.240582774443,12.129909365234,0.0326086956521739,2.2820631726556,2.74934108005632,0.0543478260869565,2.77879022392167,3.68835174509635,0,1.29479231798027,1.45937068082325,0.152173913043478,3.21283460840545,5.1312186495594,0,0.40801192199928,2.00916735220955,0
PICALM,Alzheimer's disease,0.0848488386967217,0.334078057688849,0.565217391304348,5.76631770509,8.364817499734,0,1.50352695879939,2.10821298772126,0.0869565217391304,8.815941937746,12.129909365234,0.0326086956521739,2.26277934750228,2.74934108005632,0.0543478260869565,2.25584457311155,3.68835174509635,0,1.02318767195383,1.45937068082325,0.152173913043478,2.53906177075369,5.1312186495594,0,1.14061377984129,2.00916735220955,0
POLN,Alzheimer's disease,0.16733443423876,0.334078057688849,0.565217391304348,4.975565786617,8.364817499734,0,1.25650717117335,2.10821298772126,0.0869565217391304,6.984741396112,12.129909365234,0.0326086956521739,2.05684079251473,2.74934108005632,0.0543478260869565,2.0926342177393,3.68835174509635,0,0.79191952112087,1.45937068082325,0.152173913043478,3.19730261087979,5.1312186495594,0,0.821053286076448,2.00916735220955,0
PPP1R3B,Alzheimer's disease,0.423062571906267,0.334078057688849,0.565217391304348,6.111590553603,8.364817499734,0,1.41978993529133,2.10821298772126,0.0869565217391304,8.392143528586,12.129909365234,0.0326086956521739,1.36421120143289,2.74934108005632,0.0543478260869565,2.2238301545272,3.68835174509635,0,0.750466566953627,1.45937068082325,0.152173913043478,3.3398723103151,5.1312186495594,0,0.777151231224681,2.00916735220955,0
