gene,trait,brainspanNervousSWL,brainspanNervousSum,brainspanNervousPval,coexpressionNervousSWL,coexpressionNervousSum,coexpressionNervousPval,cotransNervousSWL,cotransNervousSum,cotransNervousPval,goNervousSWL,goNervousSum,goNervousPval,gtexNervousSWL,gtexNervousSum,gtexNervousPval,interproNervousSWL,interproNervousSum,interproNervousPval,keggNervousSWL,keggNervousSum,keggNervousPval,literatureNervousSWL,literatureNervousSum,literatureNervousPval,ppiNervousSWL,ppiNervousSum,ppiNervousPval
ABCA7,Alzheimer's disease,0.25809138082219,0.334078057688849,0.565217391304348,4.139886842047,8.364817499734,0,1.64967626845732,2.10821298772126,0.0869565217391304,8.091769156102,12.129909365234,0.0326086956521739,2.01944624044142,2.74934108005632,0.0543478260869565,2.55400416323838,3.68835174509635,0,1.50751021168199,1.45937068082325,0.152173913043478,3.13046198055889,5.1312186495594,0,0.710248781940324,2.00916735220955,0
ANKRD31,Alzheimer's disease,0.253955705301494,0.334078057688849,0.565217391304348,2.883851044384,8.364817499734,0,1.67793560059758,2.10821298772126,0.0869565217391304,9.0942059258,12.129909365234,0.0326086956521739,1.36002102617765,2.74934108005632,0.0543478260869565,3.18076777788809,3.68835174509635,0,1.38225901696513,1.45937068082325,0.152173913043478,2.74218025082602,5.1312186495594,0,0.303354513736111,2.00916735220955,0
ANTXR1,Alzheimer's disease,0.169697677393443,0.334078057688849,0.565217391304348,3.988991683154,8.364817499734,0,1.4535103335285,2.10821298772126,0.0869565217391304,14.955785868769,12.129909365234,0.0326086956521739,1.98419301006336,2.74934108005632,0.0543478260869565,2.33482511616618,3.68835174509635,0,1.33624945894501,1.45937068082325,0.152173913043478,3.06843338133818,5.1312186495594,0,0.987740479967302,2.00916735220955,0
AP2A2,Alzheimer's disease,0.253364894512823,0.334078057688849,0.565217391304348,3.999387329755,8.364817499734,0,1.96395034504118,2.10821298772126,0.0869565217391304,8.551022034694,12.129909365234,0.0326086956521739,1.80647528991279,2.74934108005632,0.0543478260869565,2.92187978825759,3.68835174509635,0,0.970019528364798,1.45937068082325,0.152173913043478,3.31360645009923,5.1312186495594,0,0.921798906056796,2.00916735220955,0
APOC1,Alzheimer's disease,0.255728137667507,0.334078057688849,0.565217391304348,2.385633832912,8.364817499734,0,1.43170958014732,2.10821298772126,0.0869565217391304,6.77683925089,12.129909365234,0.0326086956521739,1.75467363155814,2.74934108005632,0.0543478260869565,2.23460807964998,3.68835174509635,0,1.27027221156282,1.45937068082325,0.152173913043478,3.1327608519745,5.1312186495594,0,0.513786984057516,2.00916735220955,0
APOE,Alzheimer's disease,0.592169438511039,0.334078057688849,0.565217391304348,7.760224833077,8.364817499734,0,2.11389197029071,2.10821298772126,0.0869565217391304,8.297453004145,12.129909365234,0.0326086956521739,2.04611234699651,2.74934108005632,0.0543478260869565,2.02896540823522,3.68835174509635,0,1.47190552928991,1.45937068082325,0.152173913043478,2.84013467928212,5.1312186495594,0,0.841729881285791,2.00916735220955,0
BCAM,Alzheimer's disease,0.338213733209545,0.334078057688849,0.565217391304348,6.35403109749,8.364817499734,0,1.94437772244691,2.10821298772126,0.0869565217391304,7.94750123493,12.129909365234,0.0326086956521739,2.1743201728789,2.74934108005632,0.0543478260869565,2.06561386760899,3.68835174509635,0,1.37059965347028,1.45937068082325,0.152173913043478,2.55448101810702,5.1312186495594,0,0.983671913263265,2.00916735220955,0
BCL3,Alzheimer's disease,0.335850490054862,0.334078057688849,0.565217391304348,4.805077243702,8.364817499734,0,1.49444921878252,2.10821298772126,0.0869565217391304,10.733535788683,12.129909365234,0.0326086956521739,2.02620685605943,2.74934108005632,0.0543478260869565,2.44911582682269,3.68835174509635,0,0.931741537179838,1.45937068082325,0.152173913043478,2.39513706285512,5.1312186495594,0,0.619562046115752,2.00916735220955,0
BIN1,Alzheimer's disease,0.25100165135814,0.334078057688849,0.565217391304348,5.586568200601,8.364817499734,0,1.71681172833136,2.10821298772126,0.0869565217391304,8.198699311191,12.129909365234,0.0326086956521739,2.3863187353614,2.74934108005632,0.0543478260869565,2.11303008477446,3.68835174509635,0,0.851436328800854,1.45937068082325,0.152173913043478,3.07423554457162,5.1312186495594,0,0.307765334438365,2.00916735220955,0
BMPER,Alzheimer's disease,0.253955705301494,0.334078057688849,0.565217391304348,4.940173582815,8.364817499734,0,2.39800754742889,2.10821298772126,0.0869565217391304,8.520381698069,12.129909365234,0.0326086956521739,1.96375434716753,2.74934108005632,0.0543478260869565,2.71606718548671,3.68835174509635,0,1.58927524519381,1.45937068082325,0.152173913043478,3.03276594680982,5.1312186495594,0,0.821612112973897,2.00916735220955,0
BZRAP1,Alzheimer's disease,0.50909303218033,0.334078057688849,0.565217391304348,1.87589614927,8.364817499734,0,2.37494810945619,2.10821298772126,0.0869565217391304,11.842200652534,12.129909365234,0.0326086956521739,1.74801863678693,2.74934108005632,0.0543478260869565,1.393755749909,3.68835174509635,0,0.984234728985304,1.45937068082325,0.152173913043478,4.04135775942837,5.1312186495594,0,0.509875195774695,2.00916735220955,0
BZRAP1-AS1,Alzheimer's disease,0.33525967926619,0.334078057688849,0.565217391304348,4.577515967403,8.364817499734,0,1.06258362209522,2.10821298772126,0.0869565217391304,9.486548041875,12.129909365234,0.0326086956521739,1.86209788840047,2.74934108005632,0.0543478260869565,1.87107395505873,3.68835174509635,0,0.70649232956795,1.45937068082325,0.152173913043478,2.59174120733989,5.1312186495594,0,0.5422871558325,2.00916735220955,0
C17orf96,Alzheimer's disease,0.506138978236976,0.334078057688849,0.565217391304348,4.708828814693,8.364817499734,0,1.83482703277157,2.10821298772126,0.0869565217391304,7.876065659722,12.129909365234,0.0326086956521739,1.14283800203245,2.74934108005632,0.0543478260869565,2.5984278987492,3.68835174509635,0,1.49716517045169,1.45937068082325,0.152173913043478,3.29657479729125,5.1312186495594,0,0.65532696755893,2.00916735220955,0
C9orf92,Alzheimer's disease,0.252774083724152,0.334078057688849,0.565217391304348,6.182610875701,8.364817499734,0,1.4838193327632,2.10821298772126,0.0869565217391304,9.445029376644,12.129909365234,0.0326086956521739,2.21603484160497,2.74934108005632,0.0543478260869565,2.08484203949485,3.68835174509635,0,1.36040482684307,1.45937068082325,0.152173913043478,3.46259212708189,5.1312186495594,0,0.716395877813279,2.00916735220955,0
CD2AP,Alzheimer's disease,0.254546516090165,0.334078057688849,0.565217391304348,3.815296180381,8.364817499734,0,2.02649694862948,2.10821298772126,0.0869565217391304,9.473162329539,12.129909365234,0.0326086956521739,1.50206698749085,2.74934108005632,0.0543478260869565,2.02855208472281,3.68835174509635,0,1.35692434305499,1.45937068082325,0.152173913043478,3.51012643087971,5.1312186495594,0,1.02965249728344,2.00916735220955,0
CD33,Alzheimer's disease,0.337622922420874,0.334078057688849,0.565217391304348,5.84623585664,8.364817499734,0,1.45349244152395,2.10821298772126,0.0869565217391304,8.017488503577,12.129909365234,0.0326086956521739,2.13321638008056,2.74934108005632,0.0543478260869565,1.75953441567018,3.68835174509635,0,1.00738602168128,1.45937068082325,0.152173913043478,3.22775956378347,5.1312186495594,0,0.66873881310008,2.00916735220955,0
CELF1,Alzheimer's disease,0.259863813188203,0.334078057688849,0.565217391304348,4.779419596975,8.364817499734,0,1.52848058678723,2.10821298772126,0.0869565217391304,8.15664522441,12.129909365234,0.0326086956521739,2.00467722292892,2.74934108005632,0.0543478260869565,1.94860187332037,3.68835174509635,0,0.838152712853625,1.45937068082325,0.152173913043478,2.73884945293425,5.1312186495594,0,0.893141955860424,2.00916735220955,0
CLU,Alzheimer's disease,0.342940219518912,0.334078057688849,0.565217391304348,5.304827041547,8.364817499734,0,1.66914990098364,2.10821298772126,0.0869565217391304,8.475055683879,12.129909365234,0.0326086956521739,1.8991522014331,2.74934108005632,0.0543478260869565,1.86034320018629,3.68835174509635,0,1.18008420914879,1.45937068082325,0.152173913043478,3.81836117252905,5.1312186495594,0,0.747131357178398,2.00916735220955,0
CNTNAP2,Alzheimer's disease,0.256318948456178,0.334078057688849,0.565217391304348,6.843219021301,8.364817499734,0,1.4233327101003,2.10821298772126,0.0869565217391304,7.787996108622,12.129909365234,0.0326086956521739,1.76741812323409,2.74934108005632,0.0543478260869565,2.48763476453736,3.68835174509635,0,0.836248850251855,1.45937068082325,0.152173913043478,2.87685470084473,5.1312186495594,0,0.886436033089677,2.00916735220955,0
CR1,Alzheimer's disease,0.426016625849621,0.334078057688849,0.565217391304348,3.50728678942,8.364817499734,0,0.934817904102464,2.10821298772126,0.0869565217391304,8.756251438455,12.129909365234,0.0326086956521739,1.53092039291031,2.74934108005632,0.0543478260869565,1.97732839748185,3.68835174509635,0,1.02826837290296,1.45937068082325,0.152173913043478,3.02120661296756,5.1312186495594,0,1.25243671852171,2.00916735220955,0
D21S2088E,Alzheimer's disease,0.168516055816102,0.334078057688849,0.565217391304348,3.534423041962,8.364817499734,0,1.65911342677936,2.10821298772126,0.0869565217391304,6.739345008743,12.129909365234,0.0326086956521739,1.85464092508944,2.74934108005632,0.0543478260869565,2.50417745538493,3.68835174509635,0,1.22726498284423,1.45937068082325,0.152173913043478,3.09046557464265,5.1312186495594,0,1.12425102139066,2.00916735220955,0
DISC1,Alzheimer's disease,0.595714303243065,0.334078057688849,0.565217391304348,3.443224354476,8.364817499734,0,1.87986506028404,2.10821298772126,0.0869565217391304,7.887751305314,12.129909365234,0.0326086956521739,2.08549454785086,2.74934108005632,0.0543478260869565,2.39112532326584,3.68835174509635,0,1.22144181355383,1.45937068082325,0.152173913043478,2.97185577645507,5.1312186495594,0,0.346943011744931,2.00916735220955,0
ECHDC3,Alzheimer's disease,0.253955705301494,0.334078057688849,0.565217391304348,5.122407245355,8.364817499734,0,0.929688185445214,2.10821298772126,0.0869565217391304,11.350433658108,12.129909365234,0.0326086956521739,2.48304611625618,2.74934108005632,0.0543478260869565,2.42267754659191,3.68835174509635,0,0.890095284328305,1.45937068082325,0.152173913043478,3.77742475626223,5.1312186495594,0,0.852906419236634,2.00916735220955,0
EPHA1,Alzheimer's disease,0.423653382694938,0.334078057688849,0.565217391304348,5.04532072297,8.364817499734,0,1.69444636450998,2.10821298772126,0.0869565217391304,10.390175838456,12.129909365234,0.0326086956521739,1.94961476909744,2.74934108005632,0.0543478260869565,1.93320476694026,3.68835174509635,0,1.06008577096592,1.45937068082325,0.152173913043478,3.13195316223756,5.1312186495594,0,0.59090509591938,2.00916735220955,0
EXOC3L2,Alzheimer's disease,0.501412491927609,0.334078057688849,0.565217391304348,4.974463500956,8.364817499734,0,2.45023747687496,2.10821298772126,0.0869565217391304,8.257983888419,12.129909365234,0.0326086956521739,2.7556730168443,2.74934108005632,0.0543478260869565,1.88252114835715,3.68835174509635,0,0.833216732567711,1.45937068082325,0.152173913043478,3.24455796277365,5.1312186495594,0,0.985505172377339,2.00916735220955,0
FAM113B,Alzheimer's disease,0.255137326878836,0.334078057688849,0.565217391304348,3.985093190174,8.364817499734,0,1.55145081261917,2.10821298772126,0.0869565217391304,9.387267638889,12.129909365234,0.0326086956521739,2.23815617119593,2.74934108005632,0.0543478260869565,1.96031423387751,3.68835174509635,0,1.06617967299076,1.45937068082325,0.152173913043478,3.3640421730238,5.1312186495594,0,0.52049290682792,2.00916735220955,0
FANCD2,Alzheimer's disease,0.259863813188203,0.334078057688849,0.565217391304348,4.723246195814,8.364817499734,0,1.69103459955613,2.10821298772126,0.0869565217391304,8.374147398337,12.129909365234,0.0326086956521739,2.20029086893246,2.74934108005632,0.0543478260869565,2.67680683466516,3.68835174509635,0,1.03277718557474,1.45937068082325,0.152173913043478,2.86827812759842,5.1312186495594,0,0.95868148129487,2.00916735220955,0
FANCD2OS,Alzheimer's disease,0.0872120818514052,0.334078057688849,0.565217391304348,1.572935772892,8.364817499734,0,1.70046696487889,2.10821298772126,0.0869565217391304,9.851572896301,12.129909365234,0.0326086956521739,1.64653454562414,2.74934108005632,0.0543478260869565,2.61292672492587,3.68835174509635,0,1.09641551368076,1.45937068082325,0.152173913043478,3.33782218026246,5.1312186495594,0,0.640238641325095,2.00916735220955,0
FBXL13,Alzheimer's disease,0.769547656157204,0.334078057688849,0.565217391304348,4.47915934837,8.364817499734,0,1.63333801776367,2.10821298772126,0.0869565217391304,8.88497510786,12.129909365234,0.0326086956521739,1.88208625611839,2.74934108005632,0.0543478260869565,2.38240052518567,3.68835174509635,0,1.02483167903232,1.45937068082325,0.152173913043478,2.63211287522574,5.1312186495594,0,0.538375367549679,2.00916735220955,0
FLJ37543,Alzheimer's disease,0.259863813188203,0.334078057688849,0.565217391304348,4.095291267817,8.364817499734,0,1.7607499863016,2.10821298772126,0.0869565217391304,7.275522361865,12.129909365234,0.0326086956521739,1.97852978360566,2.74934108005632,0.0543478260869565,2.61966907275382,3.68835174509635,0,0.679418261874747,1.45937068082325,0.152173913043478,4.49266308226234,5.1312186495594,0,0.201491239960696,2.00916735220955,0
FRMD4A,Alzheimer's disease,0.428970679792975,0.334078057688849,0.565217391304348,6.52202607473,8.364817499734,0,1.10225208235299,2.10821298772126,0.0869565217391304,8.14140707266,12.129909365234,0.0326086956521739,2.83616020342884,2.74934108005632,0.0543478260869565,3.07275998586815,3.68835174509635,0,1.23295166943734,1.45937068082325,0.152173913043478,4.04610975807656,5.1312186495594,0,1.07339777371399,2.00916735220955,0
HBEGF,Alzheimer's disease,0.252183272935481,0.334078057688849,0.565217391304348,2.861903056927,8.364817499734,0,2.58122703548767,2.10821298772126,0.0869565217391304,8.665535765432,12.129909365234,0.0326086956521739,2.01242611957866,2.74934108005632,0.0543478260869565,1.55694989277941,3.68835174509635,0,0.939945685234475,1.45937068082325,0.152173913043478,3.73018328810049,5.1312186495594,0,1.04098581365618,2.00916735220955,0
HLA-DRB5,Alzheimer's disease,0.17442416370281,0.334078057688849,0.565217391304348,4.142889639828,8.364817499734,0,1.59276992887188,2.10821298772126,0.0869565217391304,8.877919074661,12.129909365234,0.0326086956521739,2.4986139180592,2.74934108005632,0.0543478260869565,1.95876283746615,3.68835174509635,0,0.968107278943872,1.45937068082325,0.152173913043478,3.35106728611337,5.1312186495594,0,0.508757541979628,2.00916735220955,0
KBTBD8,Alzheimer's disease,0.435469598468355,0.334078057688849,0.565217391304348,4.559203091184,8.364817499734,0,1.17521613660046,2.10821298772126,0.0869565217391304,8.970197720758,12.129909365234,0.0326086956521739,2.09727728594216,2.74934108005632,0.0543478260869565,3.34962445074997,3.68835174509635,0,0.936215707960652,1.45937068082325,0.152173913043478,3.14699737637261,5.1312186495594,0,0.901524359323513,2.00916735220955,0
KLHL4,Alzheimer's disease,0.509683842969001,0.334078057688849,0.565217391304348,3.46426920086,8.364817499734,0,1.845629831651,2.10821298772126,0.0869565217391304,7.430656669847,12.129909365234,0.0326086956521739,1.6395446741463,2.74934108005632,0.0543478260869565,2.00696510575646,3.68835174509635,0,0.787309687289094,1.45937068082325,0.152173913043478,2.4027134690845,5.1312186495594,0,0.812002525643789,2.00916735220955,0
LHX1,Alzheimer's disease,0.0842580279080508,0.334078057688849,0.565217391304348,3.802980586113,8.364817499734,0,1.78736925894198,2.10821298772126,0.0869565217391304,10.751121882581,12.129909365234,0.0326086956521739,2.25542292173731,2.74934108005632,0.0543478260869565,3.13130366985498,3.68835174509635,0,0.998159220790294,1.45937068082325,0.152173913043478,3.3471768082878,5.1312186495594,0,0.96762271165575,2.00916735220955,0
LINC00158,Alzheimer's disease,0.338213733209545,0.334078057688849,0.565217391304348,3.675137855763,8.364817499734,0,1.20390213811626,2.10821298772126,0.0869565217391304,8.063203375747,12.129909365234,0.0326086956521739,1.36434162190008,2.74934108005632,0.0543478260869565,2.00603521641875,3.68835174509635,0,1.35536948542581,1.45937068082325,0.152173913043478,2.92550885254837,5.1312186495594,0,1.17358456679672,2.00916735220955,0
LINC00515,Alzheimer's disease,0.337032111632203,0.334078057688849,0.565217391304348,3.347574415744,8.364817499734,0,1.460321095817,2.10821298772126,0.0869565217391304,9.380437969382,12.129909365234,0.0326086956521739,2.74041628444189,2.74934108005632,0.0543478260869565,2.43161661684358,3.68835174509635,0,1.65051826147925,1.45937068082325,0.152173913043478,2.56569195565668,5.1312186495594,0,0.614532604037864,2.00916735220955,0
LINC00634,Alzheimer's disease,0.421290139540254,0.334078057688849,0.565217391304348,4.936789072651,8.364817499734,0,1.12085420176544,2.10821298772126,0.0869565217391304,7.586484440925,12.129909365234,0.0326086956521739,1.80422250622973,2.74934108005632,0.0543478260869565,3.22517045608393,3.68835174509635,0,0.554032754084282,1.45937068082325,0.152173913043478,3.43477514922771,5.1312186495594,0,1.17693752818209,2.00916735220955,0
